sentence,pos_seq,genre,preds,true
Disclaimers may also be used by referees and others to rob you of a claim for damages .,"['NOUN', 'VERB', 'ADV', 'VERB', 'VERB', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'PART', 'VERB', 'PRON', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']",news,00000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Whoever attempts to hide behind a disclaimer must prove it is fair and reasonable to do so .,"['NOUN', 'VERB', 'PART', 'VERB', 'ADP', 'DET', 'NOUN', 'VERB', 'VERB', 'PRON', 'VERB', 'ADJ', 'CCONJ', 'ADJ', 'PART', 'VERB', 'ADV', 'PUNCT']",news,00011000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00011000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Have we yet reached the point at which we would be awarded damages against the Meteorological Office because we went camping on the day of an unforecast hurricane ?,"['VERB', 'PRON', 'ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'ADJ', 'PRON', 'VERB', 'VERB', 'VERB', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'ADP', 'PRON', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']",news,00010110000001000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00010110000001000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"A life of saving had , by 1985 , given them a small nest-egg of Â£15,000 on which the interest would help supplement their pensions .","['DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'PUNCT', 'ADP', 'NUM', 'PUNCT', 'VERB', 'PRON', 'DET', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'ADP', 'ADJ', 'DET', 'NOUN', 'VERB', 'VERB', 'VERB', 'ADJ', 'NOUN', 'PUNCT']",news,00010010010000001000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00010010010000001000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
That money was invested as might be expected of the Tysons .,"['DET', 'NOUN', 'VERB', 'VERB', 'ADP', 'VERB', 'VERB', 'VERB', 'ADP', 'DET', 'PROPN', 'PUNCT']",news,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Ã¢ÂÂ It was about 8.30am and I was just getting dressed when it came over on the news , said Mr Tyson , a former clerk of works at Harrow council , London .","['NOUN', 'PRON', 'VERB', 'ADV', 'NUM', 'CCONJ', 'PRON', 'VERB', 'ADV', 'VERB', 'ADJ', 'ADV', 'PRON', 'VERB', 'PART', 'ADP', 'DET', 'NOUN', 'PUNCT', 'VERB', 'PROPN', 'PROPN', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT']",news,00010000000001110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00010000000001110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"In the days that followed , the Tysons found that they and 18,000 other investors had been the victims of a financial crash of global proportions .","['ADP', 'DET', 'NOUN', 'ADJ', 'VERB', 'PUNCT', 'DET', 'PROPN', 'VERB', 'ADP', 'PRON', 'CCONJ', 'NUM', 'ADJ', 'NOUN', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT']",news,10001000100000000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,10001000100000000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Ã¢ÂÂ I feel appalled by the way these professional guardians have treated us .,"['NOUN', 'PRON', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'DET', 'ADJ', 'NOUN', 'VERB', 'VERB', 'PRON', 'PUNCT']",news,00100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
They wanted to do something but felt powerless .,"['PRON', 'VERB', 'PART', 'VERB', 'NOUN', 'CCONJ', 'VERB', 'ADJ', 'PUNCT']",news,00000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Except that the Tysons do n't gamble .,"['ADP', 'ADP', 'DET', 'PROPN', 'VERB', 'ADV', 'VERB', 'PUNCT']",news,00000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
The Labour Party Conference : Policy review throws a spanner in the Whitehall machinery,"['DET', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'NOUN', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN']",news,00000001011001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000001011001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Those are only the most overt changes advocated in the review papers .,"['DET', 'VERB', 'ADV', 'DET', 'ADV', 'ADJ', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'NOUN', 'PUNCT']",news,10000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,10000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
That approach would seek to knock out a keystone of Civil Service tradition .,"['DET', 'NOUN', 'VERB', 'VERB', 'PART', 'VERB', 'PART', 'DET', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'NOUN', 'PUNCT']",news,11010110100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,11010110100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"But while the DTI would override the Treasury , a new Ã¢ÂÂ powerful Department of Consumer Affairs would antagonise the DTI .","['CCONJ', 'ADP', 'DET', 'PROPN', 'VERB', 'VERB', 'DET', 'PROPN', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'ADJ', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'VERB', 'VERB', 'DET', 'PROPN', 'PUNCT']",news,00000100000010000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000100000010000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Only the Women 's Ministry would be given equal license .,"['ADV', 'DET', 'PROPN', 'PART', 'PROPN', 'VERB', 'VERB', 'VERB', 'ADJ', 'NOUN', 'PUNCT']",news,00000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"The funding of higher education would become the responsibility of one body , rather than two .","['DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP', 'NUM', 'NOUN', 'PUNCT', 'ADV', 'ADP', 'NUM', 'PUNCT']",news,00010000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00010000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
In the Garden Update : Growing classes,"['ADP', 'DET', 'PROPN', 'PROPN', 'PUNCT', 'VERB', 'NOUN']",news,"0000000000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000","0000000000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000"
Virginia creeper needs to be clipped back from windows and hauled out of gutters .,"['PROPN', 'NOUN', 'VERB', 'PART', 'VERB', 'VERB', 'ADV', 'ADP', 'NOUN', 'CCONJ', 'VERB', 'ADP', 'ADP', 'NOUN', 'PUNCT']",news,00000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Shrubs such as hydrangea particularly relish rich rations .,"['NOUN', 'ADJ', 'ADP', 'NOUN', 'ADV', 'VERB', 'ADJ', 'NOUN', 'PUNCT']",news,00000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
The disaster was all the more stunning because people had come to assume that such things did n't happen .,"['DET', 'NOUN', 'VERB', 'ADJ', 'DET', 'ADV', 'ADJ', 'ADP', 'NOUN', 'VERB', 'VERB', 'PART', 'VERB', 'ADP', 'ADJ', 'NOUN', 'VERB', 'ADV', 'VERB', 'PUNCT']",news,00000000001010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000001010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"The Transport Secretary , Mr Cecil Parkinson , assured the Commons yesterday that financial considerations would not stand in the way of implementing Sir Anthony Hidden 's 93 recommendations .","['DET', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'VERB', 'DET', 'PROPN', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'ADV', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'VERB', 'PROPN', 'PROPN', 'PROPN', 'PART', 'NUM', 'NOUN', 'PUNCT']",news,"0000000000000000011010000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000","0000000000000000011010000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000"
"Like Labour in 1979 , the Conservatives have put military ambulances on standby .","['ADP', 'PROPN', 'ADP', 'NUM', 'PUNCT', 'DET', 'PROPN', 'VERB', 'VERB', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT']",news,00100000100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00100000100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
He is right to pursue this line .,"['PRON', 'VERB', 'ADJ', 'PART', 'VERB', 'DET', 'NOUN', 'PUNCT']",news,00001110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00001110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Wiltshire and Northumbria have already shown how much can be achieved .,"['PROPN', 'CCONJ', 'PROPN', 'VERB', 'ADV', 'VERB', 'ADV', 'ADJ', 'VERB', 'VERB', 'VERB', 'PUNCT']",news,00000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"As Lord McCarthy noted some 13 years ago , the management side of the councils comprise Ã¢ÂÂ employers who do not pay and paymasters who do not employ .","['ADP', 'PROPN', 'PROPN', 'VERB', 'DET', 'NUM', 'NOUN', 'ADV', 'PUNCT', 'DET', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'ADV', 'VERB', 'CCONJ', 'NOUN', 'NOUN', 'VERB', 'ADV', 'VERB', 'PUNCT']",news,00010000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00010000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
PRINCE CHARLES is jolly good at opening things .,"['PROPN', 'PROPN', 'VERB', 'ADV', 'ADJ', 'ADP', 'VERB', 'NOUN', 'PUNCT']",news,00000111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Unless they can say something relevant in the next four days , the many Hong Kong critics who believe the visit is a waste of dollars will be absolutely right .","['ADP', 'PRON', 'VERB', 'VERB', 'NOUN', 'ADJ', 'ADP', 'DET', 'ADJ', 'NUM', 'NOUN', 'PUNCT', 'DET', 'ADJ', 'PROPN', 'PROPN', 'NOUN', 'NOUN', 'VERB', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'VERB', 'ADV', 'ADJ', 'PUNCT']",news,00000010100000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000010100000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
China claims that the Hong Kong Government recently gave a written commitment to limit the activities of the pro-democracy movement in the territory .,"['PROPN', 'VERB', 'ADP', 'DET', 'PROPN', 'PROPN', 'PROPN', 'ADV', 'VERB', 'DET', 'VERB', 'NOUN', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']",news,01000000100001000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01000000100001000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
They may rightly feel that it is all really rather appalling .,"['PRON', 'VERB', 'ADV', 'VERB', 'ADP', 'PRON', 'VERB', 'DET', 'ADV', 'ADV', 'ADJ', 'PUNCT']",news,00010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Now it is making a third bid for influence .,"['ADV', 'PRON', 'VERB', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT']",news,"0001001000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000","0001001000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000"
NO LONGER can the Government disguise the crisis surrounding electricity privatisation .,"['ADV', 'ADV', 'VERB', 'DET', 'PROPN', 'VERB', 'DET', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'PUNCT']",news,00000101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Electricity privatisation needs to go back to the drawing board .,"['NOUN', 'NOUN', 'VERB', 'PART', 'VERB', 'ADV', 'ADP', 'DET', 'NOUN', 'NOUN', 'PUNCT']",news,00001110110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00001110110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Is it worth sacrificing the long-term future of Britain 's biggest stateowned industry to make political capital in the run-up to the next election ?,"['VERB', 'PRON', 'ADJ', 'VERB', 'DET', 'NOUN', 'NOUN', 'ADP', 'PROPN', 'PART', 'ADJ', 'NOUN', 'NOUN', 'PART', 'VERB', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']",news,00110000001000101101101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00110000001000101101101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Luxury life awaits private jail inmates,"['PROPN', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'NOUN']",news,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
The 320 inmates will be allowed out of their cells for 14 hours a day with a minimum of six hours education and 13 hours exercise a week .,"['DET', 'NUM', 'NOUN', 'VERB', 'VERB', 'VERB', 'ADP', 'ADP', 'ADJ', 'NOUN', 'ADP', 'NUM', 'NOUN', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NUM', 'NOUN', 'NOUN', 'CCONJ', 'NUM', 'NOUN', 'VERB', 'DET', 'NOUN', 'PUNCT']",news,"0000000000000001000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000","0000000000000001000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000"
"Nail clippers , combs , toothpaste and toothbrushes , razors and washbags are neatly laid out on tables in the cells to await the arrival of inmates , many of whom will not be carrying such items because they may not have expected to be remanded in custody .","['PROPN', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'ADV', 'VERB', 'PART', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'DET', 'ADP', 'NOUN', 'VERB', 'ADV', 'VERB', 'VERB', 'ADJ', 'NOUN', 'ADP', 'PRON', 'VERB', 'ADV', 'VERB', 'VERB', 'PART', 'VERB', 'VERB', 'ADP', 'NOUN', 'PUNCT']",news,"0000000000000000000000100000000000000
000000000100000000000000000000000000000000000000000000000000000000000000000000","0000000000000000000000100000000000000
000000000100000000000000000000000000000000000000000000000000000000000000000000"
Women managers have a choice as to whether they wear trousers or a skirt .,"['NOUN', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'ADP', 'ADP', 'PRON', 'VERB', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'PUNCT']",news,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
An atmosphere poisoned by mistrust,"['DET', 'NOUN', 'VERB', 'ADP', 'NOUN']",news,01100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Then there are the imports : 83,000 tonnes of toxic waste enter British ports annually for incineration or other treatment , a figure which has increased 20-fold in just eight years .","['ADV', 'ADV', 'VERB', 'DET', 'NOUN', 'PUNCT', 'NUM', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'ADV', 'ADP', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'ADJ', 'VERB', 'VERB', 'NUM', 'ADP', 'ADV', 'NUM', 'NOUN', 'PUNCT']",news,00000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Ã¢ÂÂ You get sarcasm mainly .,"['NOUN', 'PRON', 'VERB', 'NOUN', 'ADV', 'PUNCT']",news,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"At a nearby house , Leonard Hough , a retired schoolmaster , had earlier told me about Ã¢ÂÂ the fog which he says comes from the factory .","['ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'DET', 'VERB', 'NOUN', 'PUNCT', 'VERB', 'ADV', 'VERB', 'PRON', 'ADP', 'NOUN', 'DET', 'NOUN', 'ADJ', 'PRON', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']",news,00000000000000001000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000001000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
They 've improved the chimney recently and it 's very much better than it was but we still get the smells .,"['PRON', 'VERB', 'VERB', 'DET', 'NOUN', 'ADV', 'CCONJ', 'PRON', 'VERB', 'ADV', 'ADV', 'ADJ', 'ADP', 'PRON', 'VERB', 'CCONJ', 'PRON', 'ADV', 'VERB', 'DET', 'NOUN', 'PUNCT']",news,00000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Pumps sucked air inwards .,"['NOUN', 'VERB', 'NOUN', 'NOUN', 'PUNCT']",news,01000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"If you did not burn chemicals like PCBs , what else would you do with them ?","['ADP', 'PRON', 'VERB', 'ADV', 'VERB', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'ADV', 'VERB', 'PRON', 'VERB', 'ADP', 'PRON', 'PUNCT']",news,00000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Environmental organisations , however , put the emphasis elsewhere .","['ADJ', 'NOUN', 'PUNCT', 'ADV', 'PUNCT', 'VERB', 'DET', 'NOUN', 'ADV', 'PUNCT']",news,00000101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
But Ã¢ÂÂ another but Ã¢ÂÂ what about the PCBs that already exist ?,"['CCONJ', 'PROPN', 'DET', 'CCONJ', 'PROPN', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADV', 'VERB', 'PUNCT']",news,00000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Also , how these should function and Ã¢ÂÂ perhaps most important of all Ã¢ÂÂ where you put them .","['ADV', 'PUNCT', 'ADV', 'DET', 'VERB', 'VERB', 'CCONJ', 'PROPN', 'ADV', 'ADV', 'ADJ', 'ADP', 'DET', 'PROPN', 'ADV', 'PRON', 'VERB', 'PRON', 'PUNCT']",news,"0001000000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000","0001000000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000"
Five air-monitoring plants had been installed ( he took me to see them ) .,"['NUM', 'VERB', 'NOUN', 'VERB', 'VERB', 'VERB', 'PUNCT', 'PRON', 'VERB', 'PRON', 'PART', 'VERB', 'PRON', 'PUNCT', 'PUNCT']",news,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"In 1987 , aluminium melted in the furnace , reacted with water and exploded , sending a black cloud over nearby houses .","['ADP', 'NUM', 'PUNCT', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'VERB', 'ADP', 'NOUN', 'CCONJ', 'VERB', 'PUNCT', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT']",news,10000000011000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,10000000011000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Later , drums supposedly containing carcinogenic drugs were not opened for checking before burning ( for health reasons ) and three were Ã¢ÂÂ misdescribed .","['ADV', 'PUNCT', 'VERB', 'ADV', 'VERB', 'ADJ', 'NOUN', 'VERB', 'ADV', 'VERB', 'ADP', 'VERB', 'ADP', 'VERB', 'PUNCT', 'ADP', 'NOUN', 'NOUN', 'PUNCT', 'CCONJ', 'NUM', 'VERB', 'NOUN', 'ADJ', 'PUNCT']",news,00000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Ã¢ÂÂ My father was an industrial chemist and he said if you want to go and work for them , go and work for them .","['PUNCT', 'ADJ', 'NOUN', 'VERB', 'DET', 'ADJ', 'NOUN', 'CCONJ', 'PRON', 'VERB', 'ADP', 'PRON', 'VERB', 'PART', 'VERB', 'CCONJ', 'VERB', 'ADP', 'PRON', 'PUNCT', 'VERB', 'CCONJ', 'VERB', 'ADP', 'PRON', 'PUNCT']",news,"0000000000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000","0000000000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000"
