sentence,pos_seq,genre,preds,true
You can make it different like and make it sort of still a dance area .,"['PRON', 'VERB', 'VERB', 'PRON', 'ADJ', 'INTJ', 'CCONJ', 'VERB', 'PRON', 'ADV', 'ADV', 'ADV', 'DET', 'NOUN', 'NOUN', 'PUNCT']",conversation,00100001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"They 've , they put like twelve , thirteen","['PRON', 'VERB', 'PUNCT', 'PRON', 'VERB', 'INTJ', 'NUM', 'PUNCT', 'NUM']",conversation,00001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
I 've got ta be I wo n't actually do it I 'll just come in run a just give it complete customers and and help,"['PRON', 'VERB', 'VERB', 'PART', 'VERB', 'PRON', 'VERB', 'ADV', 'ADV', 'VERB', 'PRON', 'PRON', 'VERB', 'ADV', 'VERB', 'PART', 'NOUN', 'DET', 'ADV', 'VERB', 'PRON', 'ADJ', 'NOUN', 'CCONJ', 'CCONJ', 'VERB']",conversation,00000000000000101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"We did , we had a snooker table at home and my snooker will never get good .","['PRON', 'VERB', 'PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'VERB', 'ADV', 'VERB', 'ADJ', 'PUNCT']",conversation,00001000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
I used to end up hitting them like a golf ball !,"['PRON', 'VERB', 'PART', 'VERB', 'PART', 'VERB', 'PRON', 'ADP', 'DET', 'NOUN', 'NOUN', 'PUNCT']",conversation,00001000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
how do you Americanize this ?,"['ADV', 'VERB', 'PRON', 'VERB', 'DET', 'PUNCT']",conversation,00001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
We need we needs lots of piles of steaming horse manure and things do n't we around and,"['PRON', 'VERB', 'PRON', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'VERB', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'ADV', 'PRON', 'ADV', 'CCONJ']",conversation,00000010000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"I 've got it in Disco Club Mirror , it 's the front page out the","['PRON', 'VERB', 'VERB', 'PRON', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'PART', 'DET']",conversation,00000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Say if you 're , if you 're really busy at the bar just taking your gloves off and fucking putting them on .","['VERB', 'ADP', 'PRON', 'VERB', 'PUNCT', 'ADP', 'PRON', 'VERB', 'ADV', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADV', 'VERB', 'ADJ', 'NOUN', 'PART', 'CCONJ', 'VERB', 'VERB', 'PRON', 'PART', 'PUNCT']",conversation,00000000000000000101001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
You wan na go !,"['PRON', 'VERB', 'PART', 'VERB', 'PUNCT']",conversation,00010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Volks Volks took them,"['PROPN', 'PROPN', 'VERB', 'PRON']",conversation,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Volks took them into , not Volks , er what they called ?","['NOUN', 'VERB', 'PRON', 'ADP', 'PUNCT', 'ADV', 'PROPN', 'PUNCT', 'INTJ', 'NOUN', 'PRON', 'VERB', 'PUNCT']",conversation,01010000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Yeah , but just think of how much messing about there is .","['INTJ', 'PUNCT', 'CCONJ', 'ADV', 'VERB', 'ADP', 'ADV', 'ADJ', 'VERB', 'ADP', 'ADV', 'VERB', 'PUNCT']",conversation,00000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
They want somebody here from the for half an hour and them not being served first,"['PRON', 'VERB', 'NOUN', 'ADV', 'ADP', 'DET', 'ADP', 'ADJ', 'DET', 'NOUN', 'CCONJ', 'PRON', 'ADV', 'VERB', 'VERB', 'ADV']",conversation,00001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"You know what happens , d' ya know what happens then they 'll get people","['PRON', 'VERB', 'NOUN', 'VERB', 'PUNCT', 'PUNCT', 'PRON', 'VERB', 'NOUN', 'VERB', 'ADV', 'PRON', 'VERB', 'VERB', 'NOUN']",conversation,00000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
People will get so antiseptic that they 'll not be able to stand any sort of germs of any sort .,"['NOUN', 'VERB', 'VERB', 'ADV', 'ADJ', 'ADP', 'PRON', 'VERB', 'ADV', 'VERB', 'ADJ', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']",conversation,00100000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
I shall come tomorrow tonight when it 's dark .,"['PRON', 'VERB', 'VERB', 'NOUN', 'NOUN', 'ADV', 'PRON', 'VERB', 'ADJ', 'PUNCT']",conversation,00000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Rob 's coming to look at lights .,"['PROPN', 'VERB', 'VERB', 'PART', 'VERB', 'ADP', 'NOUN', 'PUNCT']",conversation,00000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Ca n't see a thing .,"['VERB', 'ADV', 'VERB', 'DET', 'NOUN', 'PUNCT']",conversation,00001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
You know that I 'm not gon na get out of course .,"['PRON', 'VERB', 'ADP', 'PRON', 'VERB', 'ADV', 'VERB', 'PART', 'VERB', 'ADP', 'ADP', 'NOUN', 'PUNCT']",conversation,00000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
It wo n't open .,"['PRON', 'VERB', 'ADV', 'VERB', 'PUNCT']",conversation,00010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"I mean , what , what we initially , this was a cloakroom this , this area","['PRON', 'VERB', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PRON', 'ADV', 'PUNCT', 'DET', 'VERB', 'DET', 'NOUN', 'DET', 'PUNCT', 'DET', 'NOUN']",conversation,00000000010001011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
So we were gon na move an office up to here with some natural light in it .,"['ADV', 'PRON', 'VERB', 'VERB', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'ADP', 'ADV', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'PRON', 'PUNCT']",conversation,00010100100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"you know , big wooden","['PRON', 'VERB', 'PUNCT', 'ADJ', 'ADJ']",conversation,00010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
There 's incredible wasted areas in this place !,"['ADV', 'VERB', 'ADJ', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']",conversation,00001010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"As you come down , you know .","['ADP', 'PRON', 'VERB', 'PART', 'PUNCT', 'PRON', 'VERB', 'PUNCT']",conversation,00010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
He 's getting too fast now !,"['PRON', 'VERB', 'VERB', 'ADV', 'ADV', 'ADV', 'PUNCT']",conversation,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Perhaps she 's told him he 's going too fast !,"['ADV', 'PRON', 'VERB', 'VERB', 'PRON', 'PRON', 'VERB', 'VERB', 'ADV', 'ADV', 'PUNCT']",conversation,00000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Going too fast ! brake !,"['VERB', 'ADV', 'ADV', 'PUNCT', 'NOUN', 'PUNCT']",conversation,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
You 'll be old one day just think when you 're a little old man sitting behind,"['PRON', 'VERB', 'VERB', 'ADJ', 'NUM', 'NOUN', 'ADV', 'VERB', 'ADV', 'PRON', 'VERB', 'DET', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'ADP']",conversation,00010000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
today running over cyclists out the way .,"['NOUN', 'VERB', 'ADP', 'NOUN', 'PART', 'DET', 'NOUN', 'PUNCT']",conversation,00000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Do you know who 's that ?,"['VERB', 'PRON', 'VERB', 'NOUN', 'VERB', 'DET', 'PUNCT']",conversation,00000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Oh dear , they ca n't get the stuff up the stairs dear !","['INTJ', 'INTJ', 'PUNCT', 'PRON', 'VERB', 'ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']",conversation,00000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Got a wardrobe like ours and then oh no it is n't it 's a combination one it 's having to go up through the window let's hope they do n't drop it !,"['VERB', 'DET', 'NOUN', 'ADP', 'PRON', 'CCONJ', 'ADV', 'INTJ', 'INTJ', 'PRON', 'VERB', 'ADV', 'PRON', 'VERB', 'DET', 'NOUN', 'NUM', 'PRON', 'VERB', 'VERB', 'PART', 'VERB', 'PART', 'ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'PRON', 'VERB', 'ADV', 'VERB', 'PRON', 'PUNCT']",conversation,00000010000000000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Is it gon na get through the window , anyway ?","['VERB', 'PRON', 'VERB', 'PART', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADV', 'PUNCT']",conversation,00001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"That 's not gon na go through that window anyway , is it ?","['DET', 'VERB', 'ADV', 'VERB', 'PART', 'VERB', 'ADP', 'DET', 'NOUN', 'ADV', 'PUNCT', 'VERB', 'PRON', 'PUNCT']",conversation,10000111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Hold on to this,"['VERB', 'PART', 'ADP', 'DET']",conversation,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Coming back , I 've got ta I 've got ta stand here so I can turn the camera on !","['VERB', 'ADV', 'PUNCT', 'PRON', 'VERB', 'VERB', 'ADP', 'PRON', 'VERB', 'VERB', 'PART', 'VERB', 'ADV', 'ADV', 'PRON', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP', 'PUNCT']",conversation,00000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Yeah they 've got it,"['INTJ', 'PRON', 'VERB', 'VERB', 'PRON']",conversation,00010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Ca n't get through ?,"['VERB', 'ADV', 'VERB', 'PART', 'PUNCT']",conversation,00110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
I 'll I 'll do it I 'll I 'll made the shepherds pie .,"['PRON', 'VERB', 'PRON', 'VERB', 'VERB', 'PRON', 'PRON', 'VERB', 'PRON', 'VERB', 'VERB', 'DET', 'NOUN', 'NOUN', 'PUNCT']",conversation,00000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"I found yeah there is some out there , they were alright so I I I boiled them up they 're alright .","['PRON', 'VERB', 'INTJ', 'ADV', 'VERB', 'DET', 'ADV', 'ADV', 'PUNCT', 'PRON', 'VERB', 'INTJ', 'ADV', 'PRON', 'PRON', 'PRON', 'VERB', 'PRON', 'PART', 'PRON', 'VERB', 'ADJ', 'PUNCT']",conversation,01000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Do n't worry I mean to start with he Sheila 's coming over tomorrow , I ca n't go tomorrow really can I ?","['VERB', 'ADV', 'VERB', 'PRON', 'VERB', 'PART', 'VERB', 'ADP', 'PRON', 'PROPN', 'VERB', 'VERB', 'PART', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'ADV', 'VERB', 'NOUN', 'ADV', 'VERB', 'PRON', 'PUNCT']",conversation,00100001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
She can go with you .,"['PRON', 'VERB', 'VERB', 'ADP', 'PRON', 'PUNCT']",conversation,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
We 're going to estate agents but we thought,"['PRON', 'VERB', 'VERB', 'ADP', 'NOUN', 'NOUN', 'CCONJ', 'PRON', 'VERB']",conversation,00010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Washing powder or big bulky stuff that,"['NOUN', 'NOUN', 'CCONJ', 'ADJ', 'ADJ', 'NOUN', 'ADJ']",conversation,00000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Start thinking , got nothing lose , start","['VERB', 'VERB', 'PUNCT', 'VERB', 'NOUN', 'ADJ', 'PUNCT', 'VERB']",conversation,00000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Got Gateways , we 're going to","['PROPN', 'PROPN', 'PUNCT', 'PRON', 'VERB', 'VERB', 'ADP']",conversation,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
No that 's alright get me a,"['INTJ', 'DET', 'VERB', 'INTJ', 'VERB', 'PRON', 'DET']",conversation,01000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"and mincemeat , that cos that ai n't very heavy to carry , in n it ?","['CCONJ', 'VERB', 'PUNCT', 'ADP', 'ADP', 'DET', 'VERB', 'ADV', 'ADV', 'ADJ', 'PART', 'VERB', 'PUNCT', 'ADP', 'CCONJ', 'PRON', 'PUNCT']",conversation,00010100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Do n't forget to get cooking apples , to put in the mincemeat .","['VERB', 'ADV', 'VERB', 'PART', 'VERB', 'NOUN', 'NOUN', 'PUNCT', 'PART', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']",conversation,00000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"I 've got some cooking apples out there Oh is n't he , I could hit him !","['PRON', 'VERB', 'VERB', 'DET', 'NOUN', 'NOUN', 'ADV', 'ADV', 'INTJ', 'VERB', 'ADV', 'PRON', 'PUNCT', 'PRON', 'VERB', 'VERB', 'PRON', 'PUNCT']",conversation,00000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"carry it between us , that 's no problem is it ?","['VERB', 'PRON', 'ADP', 'PRON', 'PUNCT', 'DET', 'VERB', 'DET', 'NOUN', 'VERB', 'PRON', 'PUNCT']",conversation,00000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
No it 's the flour and things like that we said it 's,"['INTJ', 'PRON', 'VERB', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'DET', 'PRON', 'VERB', 'PRON', 'VERB']",conversation,00000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"That 's what I say , you buy three pound of flour and two pound of mincemeat in a jar .","['DET', 'VERB', 'NOUN', 'PRON', 'VERB', 'PUNCT', 'PRON', 'VERB', 'NUM', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NUM', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']",conversation,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
No I know time you get it back here it is .,"['INTJ', 'PRON', 'VERB', 'NOUN', 'PRON', 'VERB', 'PRON', 'ADV', 'ADV', 'PRON', 'VERB', 'PUNCT']",conversation,00000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"It was when you were playing with it with your fingers , do you remember ?","['PRON', 'VERB', 'ADV', 'PRON', 'VERB', 'VERB', 'ADP', 'PRON', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'PRON', 'VERB', 'PUNCT']",conversation,00000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Anyway it wo n't matter .,"['INTJ', 'PRON', 'VERB', 'ADV', 'VERB', 'PUNCT']",conversation,00001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"He 's been playing with it , he 's bent it out so it .","['PRON', 'VERB', 'VERB', 'VERB', 'ADP', 'PRON', 'PUNCT', 'PRON', 'VERB', 'ADJ', 'PRON', 'PART', 'ADP', 'PRON', 'PUNCT']",conversation,00011000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Will it fit in the garage ?,"['VERB', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']",conversation,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
If it does n't mum anyway it would n't fit in the garage because there 's another car in there .,"['ADP', 'PRON', 'VERB', 'ADV', 'VERB', 'ADV', 'PRON', 'VERB', 'ADV', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'ADV', 'PUNCT']",conversation,00000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Wonder if she goes to MacDonalds every night for her tea ?,"['VERB', 'ADP', 'PRON', 'VERB', 'ADP', 'PROPN', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT']",conversation,00001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
I found it over here .,"['PRON', 'VERB', 'PRON', 'PART', 'ADV', 'PUNCT']",conversation,01010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
I ca n't see it .,"['PRON', 'VERB', 'ADV', 'VERB', 'PRON', 'PUNCT']",conversation,00010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
How do you know which way,"['ADV', 'VERB', 'PRON', 'VERB', 'ADJ', 'NOUN']",conversation,00000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
