sentence,correct_label,prediction
"Para mi Rajoy es un ser como todos los de mas, que os pensabais que el pp con Rajoy salbaria el país, pensarlo muy bien los políticos son como las marionetas están movidos por hilos de los banqueros y del dinero si no os dais cuenta, seguir votandoles que ya veis lo que se consigue, mientras no se cambie la  y los 17 gobiernos el Llamado café para todos, el barco no puede mas, pues la vía de agua y el  que tenemos que soportar, ara que no Lleguemos a buen puerto, bueno PSOE y PP van de la mano para fastidiar al pueblo, y los que vengan ara lo mismo, y si teneis memoria hace 30 años hasta a qui que a pasado siempre lo mismo.",0,0
"Presencia Ciudadana está promoviendo dos iniciativas para que en la coyuntura de las campañas a la Presidencia de la República y a la Jefatura del Gobierno del DF los grupos e individuos representantes de la sociedad civil (academia, organizaciones sociales, grupos de vecinos, etc.) tengamos una incidencia real en las propuestas , en los programas de gobierno y en las políticas públicas de los dos niveles de .",0,0
"El error está en   a partir del capital material, para justificarnos.",0,0
"SAGARPA ha iniciado su Consulta Pública 2006-2012, con la realización de Foros Estatales, cuyo objetivo es obtener de manera directa y participativa las opiniones y propuestas de lo más representativo de la sociedad rural de cada Estado para incorporarlas a los lineamientos de  y programas del Plan Nacional de Desarrollo 2006-2012, y el Programa Sectorial, como base fundamental de sus  con visión a largo plazo.",0,0
Los beneficiarios recibirán un  económico por un monto de un  mensual.,0,0
"La información es la base de la democracia, sostuvo el candidato de la izquierda a la  de la República, Andrés Manuel López Obrador al convocar a los  a no dejarse manipular por la publicidad y la mercadotecnia política que pretende imponer al próximo presidente de México.",0,0
"Crear una cultura de rendición de cuentas y contribuir a la transparencia en la gestión de los  mediante acciones de fiscalización superior, revisión y auditoría integral de las cuentas y actos relativos a la aplicación de los fondos federales, estatales y municipales en estricto  a derecho, asegurando que se ejerzan de manera eficiente en los planes y programas para los que fueron autorizados; así como fincar y promover las responsabilidades que procedan; comprometidos con los principios de legalidad, imparcialidad, veracidad, honradez, reserva y respeto.",0,0
"Al ser cuestionado sobre las alzas en tasas de interés, informó que en este momento se tienen problemas de  de  y eso en consecuencia origina que haya un sobreprecio al crédito financiero.",0,0
Este tipo de teorías solo podrían convencer a alguien que  a  por primera vez el año que viene.,0,0
"Por lo visto preferis que siga gobernando el PSOE, con eso de irse Zapatero no os dais cuenta que queda toda la camarilla que le ha seguido docilmente y pensais que no van a seguir con la misma nefasta política que la actual, Seguiran despilfarrando el dinero del contribuyente en  de las autonomias de  y enchufando a sus amigotes y familiares.",0,0
"De conformidad con la reforma al artículo 139 del Código Fiscal de la Federación publicada en el Diario Oficial de la Federación el 5 de enero de 2004, las notificaciones por estrados se harán fijando durante quince días consecutivos el documento que se pretenda notificar en un sitio abierto al público de las oficinas de la autoridad que efectúe la notificación y publicando el documento citado, durante el mismo plazo, en la página electrónica que al  establezcan las autoridades .",0,0
"La Red de Transporte de Pasajeros brindó servicio gratuito a los asistentes al festejo de fin de  del  del Distrito Federal, en el Ángel de la Independencia, desde las 10:00 de la noche del 31 de diciembre hasta las 3:00 de la mañana del 1 de enero.",0,0
¿Soberanía de quién: del dueño del dinero (el contribuyente) o de un  que alimenta tiburones internacionales con los ahorros de su pueblo y  impuestos?,0,0
"> Monterrey: De acuerdo con el proyecto de dictamen de la Ley de Acceso a la Información Pública que analiza la Comisión de Legislación del Congreso local, a partir del 2 de enero de 2003 los ciudadanos de Nuevo  obtendrán cualquier dato de los poderes Ejecutivo, Legislativo y Judicial del  y los municipios.",0,0
"* Es quizás más afortunado disfrutar coleccionando caracolas que el haber nacido millonario. (Robert Louis Stevenson) * Pocos hombres  poseen sus propiedades; son sus propiedades las que les poseen a ellos. (Robert G. Ingersoll) * Los  de ricos raramente son padres de ricos. (Herbert Kaufman) * La libertad produce riqueza, y la riqueza destruye la libertad. (Henry D. Lloyd) * Quiero ser rica pero no quiero hacer lo que hay que hacer para ser rica. (Gertrude Stein) * El hombre es el único animal que cuanto más tiene, más quiere, el único animal que nunca está satisfecho. (Henry George)",0,0
"UPyD tiene un programa  bastante más claro, con propuestas más firmes, tanto que el PP que el PSOE, partidos que dicen ""vamos a hacer propuestas de empleo"" ""vamos a mejorar tal"" pero nunca dicen cómo lo van a hacer (prometen resultados en vez de proponer  reales).",0,0
¿Considera que las iniciativas de gobierno electrónico a nivel local son suficientes para agilizar y  el que hacer ?,0,0
"Es fácil saber: Que el Banco de México informe porque no creo que esté metido en la red de  y  — Andrés Manuel (@lopezobrador_) agosto 10, 2012 Tengo en mis manos el comprobante electrónico de pago, pero lo niega el secretario de Finanzas del Edomex twl. sh/MEmRIh — Andrés Manuel (@lopezobrador_) agosto 10, 2012 El Banco de México confirma la transferencia de 50 millones del Gob. del Edo.",0,0
"Un  de  examinará todos los aspectos del negocio que se verán afectados por el cambio, para determinar si la empresa puede ser más racional y más eficiente.",0,0
"Pero creo que cambiar de  cada dos , solo nos llevaría al caos.",0,0
"Crear una cultura de rendición de cuentas y contribuir a la transparencia en la gestión de los recursos públicos mediante acciones de fiscalización superior, revisión y auditoría integral de las cuentas y actos relativos a la aplicación de los fondos federales,  y municipales en  apego a derecho, asegurando que se ejerzan de manera eficiente en los planes y programas para los que fueron autorizados; así como fincar y promover las responsabilidades que procedan; comprometidos con los principios de legalidad, imparcialidad, veracidad, honradez, reserva y respeto.",0,0
"* Es quizás más afortunado disfrutar coleccionando caracolas que el haber nacido millonario. (Robert Louis Stevenson) * Pocos hombres ricos poseen sus propiedades; son sus propiedades las que les poseen a ellos. (Robert G. Ingersoll) * Los hijos de ricos raramente son padres de ricos. (Herbert Kaufman) * La libertad produce , y la riqueza destruye la libertad. (Henry D. Lloyd) * Quiero ser rica pero  quiero hacer lo que hay que hacer para ser rica. (Gertrude Stein) * El hombre es el único animal que cuanto más tiene, más quiere, el único animal que nunca está satisfecho. (Henry George)",0,0
"En estos libros  , fomenta la confrontación y el diálogo y se arriesga a abrir otros caminos posibles porque no acepta el cómodo, partidario y repetido uso de ciertas modalidades consagradas de escritura.",0,0
H).-  DE,0,0
"“El ejido en México –y la propiedad comunal– han fracasado rotundamente”, escribió, además de ser “trampas a la democracia, fuentes de perversión , y úteros  del caos que caracteriza a los asentamientos humanos del país... Ejidos y comunidades son de facto un insano cuarto orden de gobierno”.",0,0
-  de  Aguascalientes,0,0
"Ampliar la imagen El director gerente del FMI, Rodrigo Rato, durante la inauguración de la sesión plenaria de ese organismo, realizada en Singapur, donde se autorizó que México, China, Corea del Sur y Turquía incrementaran su poder de voto Foto: Ap Al Fondo  Internacional (FMI) y a las naciones que lo controlan les encanta jugar a la , a la democracia de a mentiritas.",0,0
"Del 26 al 28 de marzo pasado, se  el 24  Mexicano de la Industria de la Construcción, en la Ciudad de Mexico, D.F.",0,0
"Por lo visto preferis que siga gobernando el PSOE, con eso de irse Zapatero no os dais cuenta que queda toda la camarilla que le ha seguido docilmente y pensais que no van a seguir con la misma nefasta  que la actual, Seguiran despilfarrando el dinero del contribuyente en favor de las autonomias de izquierdas y  a sus amigotes y familiares.",0,0
"No obstante hay una diferencia en que cuando un hombre tiene una cantidad de oro y plata por la que se paga zakat, y después adquiere un cantidad adicional de riqueza, deja  la  que ha adquirido y no paga zakat por ella cuando paga el zakat por su riqueza original sino que spera hasta que haya transcurrido un año desde el día en que la adquirió.",0,0
"Los que son como yo luchamos a veces mas por los que son como tu, que no ven mas allá de sus pupilas, el sistema te está quemando todos los días a multitud de personas, que caen en la , y eso no es reparar un cristal o Starbuck, que por cierto no se lo que es, pero a mas de un banco que si han matado, porque te recuerdo que gracias a estos, mucha gente lo están pasando realmente mal, que mucha  caen en el suicidio, y ahí están las estadísticas a esos, si que habría que quemar a alguno.",0,0
Para todos era evidente que el socialismo no sería sino la   hasta sus últimas consecuencias y que la eliminación de la propiedad privada sería sólo un aspecto de un proceso más amplio cuyo eje central estaría constituido por la socialización del poder” (p. 51).,0,0
"Lo que debe tomarse en cuenta en todo caso es que el proyecto que se establezca debe asegurar su rentabilidad, o sea que lo que se obtenga con las contribuciones recaudadas vía impuestos,  sea mayor que los costos en que se incurra para recaudar  .",0,0
"La información es la base de la democracia,  el candidato de la  a la Presidencia de la República, Andrés Manuel López Obrador al convocar a los ciudadanos a no dejarse manipular por la publicidad y la mercadotecnia política que pretende imponer al próximo presidente de México.",0,0
- ¡La  de nuestra  radica en la fuerza de la ciudadanía!,0,0
"Marisol Córdoba | Publicado el Jueves, 20 de Junio de 2013 22:19 El pleno del Consejo General del Instituto Electoral del Estado () exoneró por unanimidad  al consejero presidente, Armando Guerrero Ramírez, por  lo que desechó por infundada la solicitud de remoción hecha por la coalición PRI-PVEM en su contra por considerar que puso en peligro la legitimidad del organismo electoral ante su idea de transferir votos de un  a otro. De la misma manera desecharon la queja contra la consejera Olga Lazcano, que también fue puesto por el PRI acusándola de parcialidad.",0,0
"Costos de reproducción y certificación de documentación e información pública  y tarifas postales a que se  la Ley de Transparencia, autorizados por la Secretaría de Hacienda y Crédito Público mediante oficio 349-A-0019, para el ejercicio fiscal 2007.",0,0
"Si te deposito en  el  de mañana en la mañana, ¿Cuando me estaría llegando la tarjeta?",0,0
"Se supone, por ende, que los criterios para la admisión y el ascenso en la República son estrictos, pero relativamente objetivos e imparciales, y que sus ciudadanos actúan de buena fe en defensa de la autonomía de su República; es decir, que el poder político, el dinero, la belleza física o la fama en otros ámbitos no determinan las evaluaciones o los prestigios literarios y que un escritor aceptado por sus pares no practica el fraude, el tráfico de influencias o cualquiera de esos vicios que suelen encontrase en las  repúblicas del poder y del .",0,0
"El crimen se dio apenas tres meses después del cateo al Rancho El Búfalo, en el municipio de Jiménez,  Chihuahua, ese sí propiedad de Caro Quintero, un terreno de 544 hectáreas cuyo valor no se ha determinado, pero donde se dio el mayor decomiso de marihuana en la historia,  que en el mercado habría alcanzado los 8 mil  de dólares.",0,0
