sentence,pos_seq,genre,preds,true
There are a number of points to bear in mind .,"['ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PART', 'VERB', 'ADP', 'NOUN', 'PUNCT']",news,00000101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"If you rely to your detriment on a misleading reference which was given negligently , you should be able to sue the referee .","['ADP', 'PRON', 'VERB', 'ADP', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADJ', 'VERB', 'VERB', 'ADV', 'PUNCT', 'PRON', 'VERB', 'VERB', 'ADJ', 'PART', 'VERB', 'DET', 'NOUN', 'PUNCT']",news,00010010000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00010010000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
She stipulated that it must never have been involved in an accident .,"['PRON', 'VERB', 'ADP', 'PRON', 'VERB', 'ADV', 'VERB', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']",news,00000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Although he failed to check it had been accident-free , he assured the lady that this was the case .","['ADP', 'PRON', 'VERB', 'PART', 'VERB', 'PRON', 'VERB', 'VERB', 'ADJ', 'PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'VERB', 'DET', 'NOUN', 'PUNCT']",news,00000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
You lose the gift which the will would have made .,"['PRON', 'VERB', 'DET', 'NOUN', 'ADJ', 'DET', 'NOUN', 'VERB', 'VERB', 'VERB', 'PUNCT']",news,"0100000001000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000","0100000001000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000"
"But if the valuer is negligent and you buy the property relying on his report , you may still be able to sue him for damages .","['CCONJ', 'ADP', 'DET', 'NOUN', 'VERB', 'ADJ', 'CCONJ', 'PRON', 'VERB', 'DET', 'NOUN', 'VERB', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'ADV', 'VERB', 'ADJ', 'PART', 'VERB', 'PRON', 'ADP', 'NOUN', 'PUNCT']",news,00000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Ã¢ÂÂ Alas , disclaimers may work if , for example , the property being valued is industrial or an expensive house .","['PROPN', 'INTJ', 'PUNCT', 'NOUN', 'VERB', 'VERB', 'ADP', 'PUNCT', 'ADP', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'VERB', 'VERB', 'VERB', 'ADJ', 'CCONJ', 'DET', 'ADJ', 'NOUN', 'PUNCT']",news,"0000010000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000","0000010000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000"
Disclaimers may also be used by referees and others to rob you of a claim for damages .,"['NOUN', 'VERB', 'ADV', 'VERB', 'VERB', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'PART', 'VERB', 'PRON', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']",news,00000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"But that is why , at the age of 68 , Mr Tyson is not enjoying what he had hoped would be a comfortable retirement .","['CCONJ', 'DET', 'VERB', 'ADV', 'PUNCT', 'ADP', 'DET', 'NOUN', 'ADP', 'NUM', 'PUNCT', 'PROPN', 'PROPN', 'VERB', 'ADV', 'VERB', 'NOUN', 'PRON', 'VERB', 'VERB', 'VERB', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT']",news,01000100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01000100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
That money was invested as might be expected of the Tysons .,"['DET', 'NOUN', 'VERB', 'VERB', 'ADP', 'VERB', 'VERB', 'VERB', 'ADP', 'DET', 'PROPN', 'PUNCT']",news,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
They wanted to do something but felt powerless .,"['PRON', 'VERB', 'PART', 'VERB', 'NOUN', 'CCONJ', 'VERB', 'ADJ', 'PUNCT']",news,00000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Except that the Tysons do n't gamble .,"['ADP', 'ADP', 'DET', 'PROPN', 'VERB', 'ADV', 'VERB', 'PUNCT']",news,00000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
The Labour Party Conference : Policy review throws a spanner in the Whitehall machinery,"['DET', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'NOUN', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN']",news,00000001011001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000001011001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Those are only the most overt changes advocated in the review papers .,"['DET', 'VERB', 'ADV', 'DET', 'ADV', 'ADJ', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'NOUN', 'PUNCT']",news,10000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,10000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"In virtually every case the aim of causing upheaval is explicitly declared , because Labour 's aim would be to upset the bureaucratic order it inherits .","['ADP', 'ADV', 'DET', 'NOUN', 'DET', 'NOUN', 'ADP', 'VERB', 'NOUN', 'VERB', 'ADV', 'VERB', 'PUNCT', 'ADP', 'PROPN', 'PART', 'NOUN', 'VERB', 'VERB', 'PART', 'VERB', 'DET', 'ADJ', 'NOUN', 'PRON', 'VERB', 'PUNCT']",news,10000100000000001000100101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,10000100000000001000100101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
That approach would seek to knock out a keystone of Civil Service tradition .,"['DET', 'NOUN', 'VERB', 'VERB', 'PART', 'VERB', 'PART', 'DET', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'NOUN', 'PUNCT']",news,11010110100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,11010110100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Only the Women 's Ministry would be given equal license .,"['ADV', 'DET', 'PROPN', 'PART', 'PROPN', 'VERB', 'VERB', 'VERB', 'ADJ', 'NOUN', 'PUNCT']",news,00000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Labour 's proposed Department for Legal Administration would take over responsibility for courts and tribunals ; court procedures ; organisation , training and appointment of the legal profession , magistracy and judiciary ; legal aid ; legal services ; and the Sentencing Council .","['PROPN', 'PART', 'VERB', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'VERB', 'VERB', 'PART', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'CCONJ', 'DET', 'PROPN', 'PROPN', 'PUNCT']",news,"0000000011000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000","0000000011000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000"
"Responsibility for the Sex Discrimination Act , the Equal Pay Act and the Equal Opportunities Commission would be given to the Women 's Ministry .","['NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'DET', 'PROPN', 'PROPN', 'PROPN', 'CCONJ', 'DET', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'VERB', 'VERB', 'ADP', 'DET', 'PROPN', 'PART', 'PROPN', 'PUNCT']",news,00000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Labour 's Quality Commission would replace the Audit Commission .,"['PROPN', 'PART', 'PROPN', 'PROPN', 'VERB', 'VERB', 'DET', 'PROPN', 'PROPN', 'PUNCT']",news,00000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"The change in employment may not always be so favourable as yesterday 's either , but the market is now starting to feel bullish and looking for a FT-SE of 3,000 by next year .","['DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADV', 'ADV', 'VERB', 'ADV', 'ADJ', 'ADP', 'NOUN', 'PART', 'DET', 'PUNCT', 'CCONJ', 'DET', 'NOUN', 'VERB', 'ADV', 'VERB', 'PART', 'VERB', 'ADJ', 'CCONJ', 'VERB', 'ADP', 'DET', 'PROPN', 'ADP', 'NUM', 'ADP', 'ADJ', 'NOUN', 'PUNCT']",news,"0010000000000000010010110100000110000
0000000000000000000000000000000000000
0000000000000000000000000000000000000000","0010000000000000010010110100000110000
0000000000000000000000000000000000000
0000000000000000000000000000000000000000"
"Clapham , indeed , accounts for nearly half the 77 fatalities of the last ten years : compare that with the 5,000 deaths and 300,000 injuries every year on the roads .","['PROPN', 'PUNCT', 'ADV', 'PUNCT', 'VERB', 'ADP', 'ADV', 'ADJ', 'DET', 'NUM', 'NOUN', 'ADP', 'DET', 'ADJ', 'NUM', 'NOUN', 'PUNCT', 'VERB', 'ADP', 'ADP', 'DET', 'NUM', 'NOUN', 'CCONJ', 'NUM', 'NOUN', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']",news,00000001000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000001000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"The Transport Secretary , Mr Cecil Parkinson , assured the Commons yesterday that financial considerations would not stand in the way of implementing Sir Anthony Hidden 's 93 recommendations .","['DET', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'VERB', 'DET', 'PROPN', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'ADV', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'VERB', 'PROPN', 'PROPN', 'PROPN', 'PART', 'NUM', 'NOUN', 'PUNCT']",news,"0000000000000000011010000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000","0000000000000000011010000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000"
"Outside the capital , accident and emergency services were being provided in most areas , but the ban on emergency work was tightened .","['ADP', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'VERB', 'VERB', 'VERB', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'CCONJ', 'DET', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'VERB', 'VERB', 'PUNCT']",news,00000000000000000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Like Labour in 1979 , the Conservatives have put military ambulances on standby .","['ADP', 'PROPN', 'ADP', 'NUM', 'PUNCT', 'DET', 'PROPN', 'VERB', 'VERB', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT']",news,00100000100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00100000100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
What has gone wrong ?,"['NOUN', 'VERB', 'VERB', 'ADJ', 'PUNCT']",news,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Mr Duncan Nichol wants to separate the emergency from the non-emergency work .,"['PROPN', 'PROPN', 'PROPN', 'VERB', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'PUNCT']",news,00000100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
He is right to pursue this line .,"['PRON', 'VERB', 'ADJ', 'PART', 'VERB', 'DET', 'NOUN', 'PUNCT']",news,00001110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00001110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Wiltshire and Northumbria have already shown how much can be achieved .,"['PROPN', 'CCONJ', 'PROPN', 'VERB', 'ADV', 'VERB', 'ADV', 'ADJ', 'VERB', 'VERB', 'VERB', 'PUNCT']",news,00000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Meanwhile the flood of letters of a very different sort from anxious Hong Kong citizens to this and every other newspaper office continues .,"['ADV', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'ADV', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'PROPN', 'PROPN', 'NOUN', 'ADP', 'DET', 'CCONJ', 'DET', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'PUNCT']",news,00100000001000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00100000001000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
They may rightly feel that it is all really rather appalling .,"['PRON', 'VERB', 'ADV', 'VERB', 'ADP', 'PRON', 'VERB', 'DET', 'ADV', 'ADV', 'ADJ', 'PUNCT']",news,00010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Now it is making a third bid for influence .,"['ADV', 'PRON', 'VERB', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT']",news,"0001001000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000","0001001000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000"
Heading for default .,"['VERB', 'ADP', 'NOUN', 'PUNCT']",news,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
This market sensitive dispute has taken place as President Bush and Congress continued to spar on a primary cause for government borrowing Ã¢ÂÂ the budget deficit .,"['DET', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'VERB', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'CCONJ', 'PROPN', 'VERB', 'PART', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'VERB', 'PROPN', 'DET', 'NOUN', 'NOUN', 'PUNCT']",news,11100110000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,11100110000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
For the nuclear element in electricity privatisation is the coping stone on which the flotation plans are based .,"['ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'VERB', 'DET', 'VERB', 'NOUN', 'ADP', 'ADJ', 'DET', 'NOUN', 'NOUN', 'VERB', 'VERB', 'PUNCT']",news,00011000011100110100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00011000011100110100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
The 320 inmates will be allowed out of their cells for 14 hours a day with a minimum of six hours education and 13 hours exercise a week .,"['DET', 'NUM', 'NOUN', 'VERB', 'VERB', 'VERB', 'ADP', 'ADP', 'ADJ', 'NOUN', 'ADP', 'NUM', 'NOUN', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NUM', 'NOUN', 'NOUN', 'CCONJ', 'NUM', 'NOUN', 'VERB', 'DET', 'NOUN', 'PUNCT']",news,"0000000000000001000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000","0000000000000001000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000"
Women managers have a choice as to whether they wear trousers or a skirt .,"['NOUN', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'ADP', 'ADP', 'PRON', 'VERB', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'PUNCT']",news,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
An atmosphere poisoned by mistrust,"['DET', 'NOUN', 'VERB', 'ADP', 'NOUN']",news,01100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Five more incinerators currently proposed in various parts of the country will double capacity .,"['NUM', 'ADJ', 'NOUN', 'ADV', 'VERB', 'ADP', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'VERB', 'NOUN', 'PUNCT']",news,"0000000000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000","0000000000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000"
"Then there are the imports : 83,000 tonnes of toxic waste enter British ports annually for incineration or other treatment , a figure which has increased 20-fold in just eight years .","['ADV', 'ADV', 'VERB', 'DET', 'NOUN', 'PUNCT', 'NUM', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'ADV', 'ADP', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'ADJ', 'VERB', 'VERB', 'NUM', 'ADP', 'ADV', 'NUM', 'NOUN', 'PUNCT']",news,00000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Ã¢ÂÂ You get sarcasm mainly .,"['NOUN', 'PRON', 'VERB', 'NOUN', 'ADV', 'PUNCT']",news,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
A lot of my friends are pleased that the company is doing the job they are doing .,"['DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'ADJ', 'ADP', 'DET', 'NOUN', 'VERB', 'VERB', 'DET', 'NOUN', 'PRON', 'VERB', 'VERB', 'PUNCT']",news,01000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"At a nearby house , Leonard Hough , a retired schoolmaster , had earlier told me about Ã¢ÂÂ the fog which he says comes from the factory .","['ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'DET', 'VERB', 'NOUN', 'PUNCT', 'VERB', 'ADV', 'VERB', 'PRON', 'ADP', 'NOUN', 'DET', 'NOUN', 'ADJ', 'PRON', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']",news,00000000000000001000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000001000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
They 've improved the chimney recently and it 's very much better than it was but we still get the smells .,"['PRON', 'VERB', 'VERB', 'DET', 'NOUN', 'ADV', 'CCONJ', 'PRON', 'VERB', 'ADV', 'ADV', 'ADJ', 'ADP', 'PRON', 'VERB', 'CCONJ', 'PRON', 'ADV', 'VERB', 'DET', 'NOUN', 'PUNCT']",news,00000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
And since they 've refused repeatedly to have a public inquiry into what is going on there we 're not certain of the safety of what 's coming out .,"['CCONJ', 'ADP', 'PRON', 'VERB', 'VERB', 'ADV', 'PART', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'VERB', 'VERB', 'PART', 'ADV', 'PRON', 'VERB', 'ADV', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'VERB', 'PART', 'PUNCT']",news,00000001000100110000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000001000100110000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Keith Thomas pressed a button and a huge door clanked upwards so that I could peer into the heart of the furnace .,"['PROPN', 'PROPN', 'VERB', 'DET', 'NOUN', 'CCONJ', 'DET', 'ADJ', 'NOUN', 'VERB', 'ADV', 'ADP', 'ADP', 'PRON', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']",news,00000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Environmental organisations , however , put the emphasis elsewhere .","['ADJ', 'NOUN', 'PUNCT', 'ADV', 'PUNCT', 'VERB', 'DET', 'NOUN', 'ADV', 'PUNCT']",news,00000101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Ã¢ÂÂ There is no incinerator which completely destroys toxic wastes , Madeleine Cobbing , Greenpeace 's toxics campaigner , told me .","['NOUN', 'ADV', 'VERB', 'DET', 'NOUN', 'ADJ', 'ADV', 'VERB', 'ADJ', 'NOUN', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PART', 'NOUN', 'NOUN', 'PUNCT', 'VERB', 'PRON', 'PUNCT']",news,"0000000000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000","0000000000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000"
"Also , how these should function and Ã¢ÂÂ perhaps most important of all Ã¢ÂÂ where you put them .","['ADV', 'PUNCT', 'ADV', 'DET', 'VERB', 'VERB', 'CCONJ', 'PROPN', 'ADV', 'ADV', 'ADJ', 'ADP', 'DET', 'PROPN', 'ADV', 'PRON', 'VERB', 'PRON', 'PUNCT']",news,"0001000000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000","0001000000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000"
