sentence,pos_seq,genre,preds,true
"Trams , it was believed until surprisingly recently , are old-fashioned .","['NOUN', 'PUNCT', 'PRON', 'VERB', 'VERB', 'ADP', 'ADV', 'ADV', 'PUNCT', 'VERB', 'ADJ', 'PUNCT']",news,00000100001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"They had something to do with fish and chips wrapped in newspaper , men in hats , National Health specs , smog and powdered egg .","['PRON', 'VERB', 'NOUN', 'PART', 'VERB', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'PROPN', 'PROPN', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'PUNCT']",news,01001100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"They held up the bright new diesel buses and , even worse , blocked the progress of private motorists in bulbous Austins and lumpen Humbers in canyon-like city thoroughfares .","['PRON', 'VERB', 'PART', 'DET', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'CCONJ', 'PUNCT', 'ADV', 'ADV', 'PUNCT', 'VERB', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'PROPN', 'CCONJ', 'VERB', 'PROPN', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'PUNCT']",news,00001000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01101000000001000000100100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
They picked up power from a spider 's web of unsightly overhead wires .,"['PRON', 'VERB', 'PART', 'NOUN', 'ADP', 'DET', 'NOUN', 'PART', 'NOUN', 'ADP', 'ADV', 'ADJ', 'NOUN', 'PUNCT']",news,00111010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01100010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"They were inflexible in operation , draughty , and mobile reminders of TB epidemics with the enamelled Ã¢ÂÂ Do Not Spit signs screwed to their bulkheads .","['PRON', 'VERB', 'ADJ', 'ADP', 'NOUN', 'PUNCT', 'ADJ', 'PUNCT', 'CCONJ', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'VERB', 'ADV', 'PROPN', 'NOUN', 'VERB', 'ADP', 'ADJ', 'NOUN', 'PUNCT']",news,00010000010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
It plays a key role in keeping city streets on the move and is even the object of the best modern designers ' desire .,"['PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'VERB', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'VERB', 'ADV', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'ADJ', 'NOUN', 'PART', 'NOUN', 'PUNCT']",news,00001110010000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01001110010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"In Milan , for example , the commission to design the new generation of Ã¢ÂÂ Jumbo trams , which went into service in 1979 , was one that leading Italian architects and designers fought over .","['ADP', 'PROPN', 'PUNCT', 'ADP', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'PART', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'ADJ', 'VERB', 'ADP', 'NOUN', 'ADP', 'NUM', 'PUNCT', 'VERB', 'NUM', 'ADP', 'VERB', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'PART', 'PUNCT']",news,00000000010010000001111000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000010000001101000001000011000000000000000000000000000000000000000000000000000000000000000000000000000000000
"After all , the Jumbo , a handsome and imposing articulated unit designed by architect , engineer and critic Klaus Giovanni Koenig , will be seen on the streets of Milan for the next half-century .","['ADV', 'ADV', 'PUNCT', 'DET', 'NOUN', 'PUNCT', 'DET', 'ADJ', 'CCONJ', 'VERB', 'ADJ', 'NOUN', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'ADJ', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'VERB', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']",news,10000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,10000001000000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Standing at traffic lights a Koenig-designed Jumbo is , save for the chatter inside , completely silent .","['VERB', 'ADP', 'NOUN', 'NOUN', 'DET', 'VERB', 'NOUN', 'VERB', 'PUNCT', 'VERB', 'ADP', 'DET', 'NOUN', 'ADV', 'PUNCT', 'ADV', 'ADJ', 'PUNCT']",news,00000000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
The overhead wires are so slight that you have to look hard to see them .,"['DET', 'ADJ', 'NOUN', 'VERB', 'ADV', 'ADJ', 'ADP', 'PRON', 'VERB', 'PART', 'VERB', 'ADJ', 'PART', 'VERB', 'PRON', 'PUNCT']",news,00000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Powers of acceleration and braking are remarkable , the latter far greater than any car .","['NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'ADJ', 'PUNCT', 'DET', 'ADJ', 'ADV', 'ADJ', 'ADP', 'DET', 'NOUN', 'PUNCT']",news,10100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"But sadly , there is no indication that the GMA consortium which will design , operate and maintain the first of the new generation British trams in Manchester will share the looks of their Milanese counterparts .","['CCONJ', 'ADV', 'PUNCT', 'ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'NOUN', 'ADJ', 'VERB', 'VERB', 'PUNCT', 'VERB', 'CCONJ', 'VERB', 'DET', 'ADJ', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'PUNCT']",news,00000000000000000000000000000101000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000001010100000100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Artists ' impressions show a tram that has more in common with the flat-faced , characterless light trains of the toy-like Docklands Light Railway .","['NOUN', 'PART', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADJ', 'VERB', 'ADJ', 'ADP', 'ADJ', 'ADP', 'DET', 'ADJ', 'PUNCT', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'PROPN', 'PROPN', 'PROPN', 'PUNCT']",news,00110000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00110001000001001000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"After all , Mancunians and visitors to the Manchester conurbation are going to have to look at these mechanical millipedes for well into the twenty-first century .","['ADV', 'ADV', 'PUNCT', 'PROPN', 'CCONJ', 'NOUN', 'ADP', 'DET', 'PROPN', 'NOUN', 'VERB', 'VERB', 'PART', 'VERB', 'PART', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'ADV', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']",news,10000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,10000000000000000101001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Now that buses are no longer designed to enhance the streets they serve , Manchester has a chance to make a fresh start with its trams .","['ADV', 'ADP', 'NOUN', 'VERB', 'ADV', 'ADV', 'VERB', 'PART', 'VERB', 'DET', 'NOUN', 'PRON', 'VERB', 'PUNCT', 'NOUN', 'VERB', 'DET', 'NOUN', 'PART', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT']",news,00000000000000010001010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000010010001011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"These are all referred to as Ã¢ÂÂ supertram networks , the implication being that the new-generation tram is an altogether more dynamic form of transport than its pre-war predecessors .","['DET', 'VERB', 'DET', 'VERB', 'ADP', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'NOUN', 'VERB', 'DET', 'ADV', 'ADV', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'PUNCT']",news,10000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,10001000000000010000011000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
What it really means is that the new trams are a hybrid between street car and lightweight suburban train .,"['NOUN', 'PRON', 'ADV', 'VERB', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'CCONJ', 'ADJ', 'ADJ', 'NOUN', 'PUNCT']",news,"0001000000001000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000","0001000000011000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000"
"Although they will slip through the city centre serving the essential parts Ã¢ÂÂ shopping malls , leisure centres , theme parks , amusement arcades and museums Ã¢ÂÂ the Manchester supertrams will also head out of town on a mix of reserved track and existing railway lines .","['ADP', 'PRON', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'NOUN', 'VERB', 'DET', 'ADJ', 'NOUN', 'PROPN', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'PROPN', 'DET', 'PROPN', 'NOUN', 'VERB', 'ADV', 'VERB', 'ADP', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'NOUN', 'PUNCT']",news,"0000000100000000000000000000000010001
000000001000000000000000000000000000000000000000000000000000000000000000000000","0001000010000000000000000000000010000
010000000000000000000000000000000000000000000000000000000000000000000000000000"
"The supertram is , in effect , a low-cost replacement for British Rail 's ageing fleet of suburban diesel multiple-unit trains , those rasping diesels which change gear to the accompaniment of voluminous clouds of acrid black exhaust fumes and the blessing of train spotters .","['DET', 'NOUN', 'VERB', 'PUNCT', 'ADP', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PART', 'VERB', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'DET', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PUNCT']",news,"0000100001000000000000110011101001011
000010010000000000000000000000000000000000000000000000000000000000000000000000","0000100010000011000000110010101011000
000010000000000000000000000000000000000000000000000000000000000000000000000000"
"They will perform some of the same functions , but they will not be an exact replacement for traditional trams .","['PRON', 'VERB', 'VERB', 'DET', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'CCONJ', 'PRON', 'VERB', 'ADV', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT']",news,"0000000000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000","0010000000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000"
"And although the supertram concept will spread through major cities during the next decade , Blackpool will still be alone in its use of traditional double-deckers .","['CCONJ', 'ADP', 'DET', 'NOUN', 'NOUN', 'VERB', 'VERB', 'ADP', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'PROPN', 'VERB', 'ADV', 'VERB', 'ADJ', 'ADP', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT']",news,00000011000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000010000010000000101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"IT WAS unfair of Auden to suggest , in his Ã¢ÂÂ Letter to Lord Byron , that a poet 's Ã¢ÂÂ sense of other people 's very hazy .","['PRON', 'VERB', 'ADJ', 'ADP', 'PROPN', 'PART', 'VERB', 'PUNCT', 'ADP', 'ADJ', 'NOUN', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'ADP', 'DET', 'NOUN', 'PART', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PART', 'ADV', 'ADJ', 'PUNCT']",news,00000000100010000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000010100000000000010000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
But the vaporous presences that float through this slender and anaemic first novel by a notable poet would appear to support the claim .,"['CCONJ', 'DET', 'ADJ', 'NOUN', 'ADJ', 'VERB', 'ADP', 'DET', 'ADJ', 'CCONJ', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'VERB', 'VERB', 'PART', 'VERB', 'DET', 'NOUN', 'PUNCT']",news,"0010011110000000001010000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000","0011011110100000000010000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000"
The book Ã¢ÂÂ which opens a projected sequence of novels that will cover the period from 1968 to the present day Ã¢ÂÂ aims to explore what the blurb describes as Ã¢ÂÂ the painful transition from youth to adulthood .,"['DET', 'NOUN', 'PROPN', 'ADJ', 'VERB', 'DET', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP', 'NUM', 'ADP', 'DET', 'ADJ', 'NOUN', 'PROPN', 'VERB', 'PART', 'VERB', 'NOUN', 'DET', 'NOUN', 'VERB', 'ADP', 'NOUN', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT']",news,"0000101000001001010000101000000010101
000000000000000000000000000000000000000000000000000000000000000000000000000000","0000101000001001010100101000100010101
000000000000000000000000000000000000000000000000000000000000000000000000000000"
"This , of course , is a popular subject : it seems particularly attractive to the poet-turned-novelist because of the scope it offers for the tremulously sensitive probing of feelings .","['DET', 'PUNCT', 'ADP', 'NOUN', 'PUNCT', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'ADV', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADP', 'ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'ADP', 'DET', 'ADV', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT']",news,10000000100001100000101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,10000000100001100000000001110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
What Andrew Motion presents us with here is a static and humourless mood-piece filled with over-elaborate imagery .,"['NOUN', 'PROPN', 'PROPN', 'VERB', 'PRON', 'ADP', 'ADV', 'VERB', 'DET', 'ADJ', 'CCONJ', 'NOUN', 'NOUN', 'VERB', 'ADP', 'ADJ', 'NOUN', 'PUNCT']",news,00000100010111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00010110000111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"The hero , Francis Mayne , is suffering from the adolescent 's emotional confusion and acute self-consciousness .","['DET', 'NOUN', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'PART', 'ADJ', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'PUNCT']",news,00000000100001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"He finds it hard to communicate with people , not least his separated parents .","['PRON', 'VERB', 'PRON', 'ADJ', 'PART', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'ADV', 'ADJ', 'ADJ', 'VERB', 'NOUN', 'PUNCT']",news,01000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"His mother , by contrast , is the most vividly realised character in the book : nervy , flirtatious and selfish , already on her third husband , she thinks primarily of her appearance , even when visiting her dying daughter , Francis 's twin .","['ADJ', 'NOUN', 'PUNCT', 'ADP', 'NOUN', 'PUNCT', 'VERB', 'DET', 'ADV', 'ADV', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADJ', 'PUNCT', 'ADJ', 'CCONJ', 'ADJ', 'PUNCT', 'ADV', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'ADV', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'ADV', 'ADV', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'PUNCT', 'PROPN', 'PART', 'NOUN', 'PUNCT']",news,"0000000000011000000000010000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000","0000100001001000000000010000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000"
"There is a refreshing simplicity and tenderness in Motion 's account of the way Francis nurses her , but she herself is too sketchily drawn for the episode to carry much weight .","['ADV', 'VERB', 'DET', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'PROPN', 'PART', 'NOUN', 'ADP', 'DET', 'NOUN', 'PROPN', 'VERB', 'PRON', 'PUNCT', 'CCONJ', 'PRON', 'PRON', 'VERB', 'ADV', 'ADV', 'VERB', 'ADP', 'DET', 'NOUN', 'PART', 'VERB', 'ADJ', 'NOUN', 'PUNCT']",news,10000001001001000000000010000101000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00010011001001000000000010000101000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"He is finally rejected by the devious , arrogant Keith , who informs him that he is Ã¢ÂÂ obsolete because he does not Ã¢ÂÂ know how to make things happen .","['PRON', 'VERB', 'ADV', 'VERB', 'ADP', 'DET', 'ADJ', 'PUNCT', 'ADJ', 'PROPN', 'PUNCT', 'NOUN', 'VERB', 'PRON', 'ADP', 'PRON', 'VERB', 'ADV', 'ADJ', 'ADP', 'PRON', 'VERB', 'ADV', 'NOUN', 'VERB', 'ADV', 'PART', 'VERB', 'NOUN', 'VERB', 'PUNCT']",news,00000000000000000000000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000010000000000010000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
His response to this rejection is as flat as his reaction to the massive demonstration which Keith has earlier persuaded him to join against the Vietnam War .,"['ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'ADV', 'ADJ', 'ADP', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADJ', 'PROPN', 'VERB', 'ADV', 'VERB', 'PRON', 'PART', 'VERB', 'ADP', 'DET', 'PROPN', 'PROPN', 'PUNCT']",news,01110001001100000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01110001001101000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"This violent event , described at length in hysterically colourful terms , is the only piece of history to be woven convincingly into the plot .","['DET', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'ADP', 'NOUN', 'ADP', 'ADV', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PART', 'VERB', 'VERB', 'ADV', 'ADP', 'DET', 'NOUN', 'PUNCT']",news,"1000000100000001000010101000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000","1100000111000001000010101000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000"
"Other broad hints as to the date are inserted with a comical lack of subtlety : Ã¢ÂÂ My God , darling , have you heard ? exclaims Francis 's mother one day as she greets him , Ã¢ÂÂ Czechoslovakia .","['ADJ', 'ADJ', 'NOUN', 'ADP', 'ADP', 'DET', 'NOUN', 'VERB', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'ADJ', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'VERB', 'PRON', 'VERB', 'PUNCT', 'VERB', 'PROPN', 'PART', 'NOUN', 'NUM', 'NOUN', 'ADP', 'PRON', 'VERB', 'PRON', 'PUNCT', 'NOUN', 'PROPN', 'PUNCT']",news,"0110000001000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000","0100000011000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000"
