sentence,pos_seq,genre,preds,true
how do you Americanize this ?,"['ADV', 'VERB', 'PRON', 'VERB', 'DET', 'PUNCT']",conversation,00011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Supposed to be four hundred in the Ranch House last night .,"['VERB', 'PART', 'VERB', 'NUM', 'NUM', 'ADP', 'DET', 'PROPN', 'PROPN', 'ADJ', 'NOUN', 'PUNCT']",conversation,00000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
We need we needs lots of piles of steaming horse manure and things do n't we around and,"['PRON', 'VERB', 'PRON', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'VERB', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'ADV', 'PRON', 'ADV', 'CCONJ']",conversation,00000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Got ta get it right .,"['VERB', 'PART', 'VERB', 'PRON', 'ADJ', 'PUNCT']",conversation,10100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
You ca n't you ca n't handle money and,"['PRON', 'VERB', 'ADV', 'PRON', 'VERB', 'ADV', 'VERB', 'NOUN', 'CCONJ']",conversation,00000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"I 've got it in Disco Club Mirror , it 's the front page out the","['PRON', 'VERB', 'VERB', 'PRON', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'PART', 'DET']",conversation,00000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"So you ca n't handle , you ca n't handle","['ADV', 'PRON', 'VERB', 'ADV', 'VERB', 'PUNCT', 'PRON', 'VERB', 'ADV', 'VERB']",conversation,00001000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Volks Volks took them,"['PROPN', 'PROPN', 'VERB', 'PRON']",conversation,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Volks took them into , not Volks , er what they called ?","['NOUN', 'VERB', 'PRON', 'ADP', 'PUNCT', 'ADV', 'PROPN', 'PUNCT', 'INTJ', 'NOUN', 'PRON', 'VERB', 'PUNCT']",conversation,01010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Yeah , but just think of how much messing about there is .","['INTJ', 'PUNCT', 'CCONJ', 'ADV', 'VERB', 'ADP', 'ADV', 'ADJ', 'VERB', 'ADP', 'ADV', 'VERB', 'PUNCT']",conversation,00000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Sitting in a suit in a nice office saying , wo !","['VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'VERB', 'PUNCT', 'VERB', 'PUNCT']",conversation,00001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
People will get so antiseptic that they 'll not be able to stand any sort of germs of any sort .,"['NOUN', 'VERB', 'VERB', 'ADV', 'ADJ', 'ADP', 'PRON', 'VERB', 'ADV', 'VERB', 'ADJ', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']",conversation,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
I shall come tomorrow tonight when it 's dark .,"['PRON', 'VERB', 'VERB', 'NOUN', 'NOUN', 'ADV', 'PRON', 'VERB', 'ADJ', 'PUNCT']",conversation,00000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Yeah , I mean it 's all light and smoke and all the tables and chairs are out and","['INTJ', 'PUNCT', 'PRON', 'VERB', 'PRON', 'VERB', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'CCONJ', 'ADJ', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'ADV', 'CCONJ']",conversation,00000001000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Ca n't see a thing .,"['VERB', 'ADV', 'VERB', 'DET', 'NOUN', 'PUNCT']",conversation,00001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
You know that I 'm not gon na get out of course .,"['PRON', 'VERB', 'ADP', 'PRON', 'VERB', 'ADV', 'VERB', 'PART', 'VERB', 'ADP', 'ADP', 'NOUN', 'PUNCT']",conversation,00000000111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
It wo n't open .,"['PRON', 'VERB', 'ADV', 'VERB', 'PUNCT']",conversation,00010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"I mean , what , what we initially , this was a cloakroom this , this area","['PRON', 'VERB', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PRON', 'ADV', 'PUNCT', 'DET', 'VERB', 'DET', 'NOUN', 'DET', 'PUNCT', 'DET', 'NOUN']",conversation,00000000010001010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
So we were gon na move an office up to here with some natural light in it .,"['ADV', 'PRON', 'VERB', 'VERB', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'ADP', 'ADV', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'PRON', 'PUNCT']",conversation,00000100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"I 've got extensions , sure .","['PRON', 'VERB', 'VERB', 'NOUN', 'PUNCT', 'ADJ', 'PUNCT']",conversation,00010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
I tell you what make trestle tables are so expensive are n't they ?,"['PRON', 'VERB', 'PRON', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'VERB', 'ADV', 'ADJ', 'VERB', 'ADV', 'PRON', 'PUNCT']",conversation,00001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"you know , big wooden","['PRON', 'VERB', 'PUNCT', 'ADJ', 'ADJ']",conversation,00010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
There 's incredible wasted areas in this place !,"['ADV', 'VERB', 'ADJ', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']",conversation,00000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"As you come down , you know .","['ADP', 'PRON', 'VERB', 'PART', 'PUNCT', 'PRON', 'VERB', 'PUNCT']",conversation,00010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Look he 's slowing down there !,"['VERB', 'PRON', 'VERB', 'VERB', 'ADV', 'ADV', 'PUNCT']",conversation,10001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
today running over cyclists out the way .,"['NOUN', 'VERB', 'ADP', 'NOUN', 'PART', 'DET', 'NOUN', 'PUNCT']",conversation,01101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Do you know who 's that ?,"['VERB', 'PRON', 'VERB', 'NOUN', 'VERB', 'DET', 'PUNCT']",conversation,00000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Oh dear , they ca n't get the stuff up the stairs dear !","['INTJ', 'INTJ', 'PUNCT', 'PRON', 'VERB', 'ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']",conversation,00000010110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Got a wardrobe like ours and then oh no it is n't it 's a combination one it 's having to go up through the window let's hope they do n't drop it !,"['VERB', 'DET', 'NOUN', 'ADP', 'PRON', 'CCONJ', 'ADV', 'INTJ', 'INTJ', 'PRON', 'VERB', 'ADV', 'PRON', 'VERB', 'DET', 'NOUN', 'NUM', 'PRON', 'VERB', 'VERB', 'PART', 'VERB', 'PART', 'ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'PRON', 'VERB', 'ADV', 'VERB', 'PRON', 'PUNCT']",conversation,00000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"That 's not gon na go through that window anyway , is it ?","['DET', 'VERB', 'ADV', 'VERB', 'PART', 'VERB', 'ADP', 'DET', 'NOUN', 'ADV', 'PUNCT', 'VERB', 'PRON', 'PUNCT']",conversation,10000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"It would n't be if it fell , would it !","['PRON', 'VERB', 'ADV', 'VERB', 'ADP', 'PRON', 'VERB', 'PUNCT', 'VERB', 'PRON', 'PUNCT']",conversation,00000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Hold on to this,"['VERB', 'PART', 'ADP', 'DET']",conversation,11000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Coming back , I 've got ta I 've got ta stand here so I can turn the camera on !","['VERB', 'ADV', 'PUNCT', 'PRON', 'VERB', 'VERB', 'ADP', 'PRON', 'VERB', 'VERB', 'PART', 'VERB', 'ADV', 'ADV', 'PRON', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP', 'PUNCT']",conversation,00000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
He 's just about got it,"['PRON', 'VERB', 'ADV', 'ADP', 'VERB', 'PRON']",conversation,00011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
drop it he shouted !,"['VERB', 'PRON', 'PRON', 'VERB', 'PUNCT']",conversation,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Ca n't get through ?,"['VERB', 'ADV', 'VERB', 'PART', 'PUNCT']",conversation,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
I 've got the carrots here for .,"['PRON', 'VERB', 'VERB', 'DET', 'NOUN', 'ADV', 'ADP', 'PUNCT']",conversation,00001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"I found yeah there is some out there , they were alright so I I I boiled them up they 're alright .","['PRON', 'VERB', 'INTJ', 'ADV', 'VERB', 'DET', 'ADV', 'ADV', 'PUNCT', 'PRON', 'VERB', 'INTJ', 'ADV', 'PRON', 'PRON', 'PRON', 'VERB', 'PRON', 'PART', 'PRON', 'VERB', 'ADJ', 'PUNCT']",conversation,01000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"You do n't look well , you 're not right , I can see , cos you do n't look well .","['PRON', 'VERB', 'ADV', 'VERB', 'ADV', 'PUNCT', 'PRON', 'VERB', 'ADV', 'ADJ', 'PUNCT', 'PRON', 'VERB', 'VERB', 'PUNCT', 'ADP', 'PRON', 'VERB', 'ADV', 'VERB', 'ADV', 'PUNCT']",conversation,00000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Do n't worry I mean to start with he Sheila 's coming over tomorrow , I ca n't go tomorrow really can I ?","['VERB', 'ADV', 'VERB', 'PRON', 'VERB', 'PART', 'VERB', 'ADP', 'PRON', 'PROPN', 'VERB', 'VERB', 'PART', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'ADV', 'VERB', 'NOUN', 'ADV', 'VERB', 'PRON', 'PUNCT']",conversation,00000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Ca n't carry it .,"['VERB', 'ADV', 'VERB', 'PRON', 'PUNCT']",conversation,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Start thinking , got nothing lose , start","['VERB', 'VERB', 'PUNCT', 'VERB', 'NOUN', 'ADJ', 'PUNCT', 'VERB']",conversation,00000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Make a list , I 'll get it for you .","['VERB', 'DET', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'VERB', 'PRON', 'ADP', 'PRON', 'PUNCT']",conversation,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Get and that and all 's there anyway .,"['VERB', 'CCONJ', 'DET', 'CCONJ', 'DET', 'VERB', 'ADV', 'ADV', 'PUNCT']",conversation,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Let me see .,"['VERB', 'PRON', 'VERB', 'PUNCT']",conversation,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Might as well get it in town .,"['VERB', 'ADV', 'ADV', 'VERB', 'PRON', 'ADP', 'NOUN', 'PUNCT']",conversation,00010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
No get a couple of light bulbs .,"['DET', 'VERB', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT']",conversation,00010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"I 've got to get some , what sort of will you need ?","['PRON', 'VERB', 'VERB', 'PART', 'VERB', 'DET', 'PUNCT', 'NOUN', 'NOUN', 'ADV', 'VERB', 'PRON', 'VERB', 'PUNCT']",conversation,00001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
No that 's alright get me a,"['INTJ', 'DET', 'VERB', 'INTJ', 'VERB', 'PRON', 'DET']",conversation,01000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"and mincemeat , that cos that ai n't very heavy to carry , in n it ?","['CCONJ', 'VERB', 'PUNCT', 'ADP', 'ADP', 'DET', 'VERB', 'ADV', 'ADV', 'ADJ', 'PART', 'VERB', 'PUNCT', 'ADP', 'CCONJ', 'PRON', 'PUNCT']",conversation,00010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
I 'll make you some at home got some,"['PRON', 'VERB', 'VERB', 'PRON', 'DET', 'ADP', 'NOUN', 'VERB', 'DET']",conversation,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"I 've got some cooking apples out there Oh is n't he , I could hit him !","['PRON', 'VERB', 'VERB', 'DET', 'NOUN', 'NOUN', 'ADV', 'ADV', 'INTJ', 'VERB', 'ADV', 'PRON', 'PUNCT', 'PRON', 'VERB', 'VERB', 'PRON', 'PUNCT']",conversation,00000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"carry it between us , that 's no problem is it ?","['VERB', 'PRON', 'ADP', 'PRON', 'PUNCT', 'DET', 'VERB', 'DET', 'NOUN', 'VERB', 'PRON', 'PUNCT']",conversation,00000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"That 's what I say , you buy three pound of flour and two pound of mincemeat in a jar .","['DET', 'VERB', 'NOUN', 'PRON', 'VERB', 'PUNCT', 'PRON', 'VERB', 'NUM', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NUM', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']",conversation,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"He 's been playing with it , he 's bent it out so it .","['PRON', 'VERB', 'VERB', 'VERB', 'ADP', 'PRON', 'PUNCT', 'PRON', 'VERB', 'ADJ', 'PRON', 'PART', 'ADP', 'PRON', 'PUNCT']",conversation,00001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"I think we should have chips , do n't you ?","['PRON', 'VERB', 'PRON', 'VERB', 'VERB', 'NOUN', 'PUNCT', 'VERB', 'ADV', 'PRON', 'PUNCT']",conversation,00001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
I have n't got any money .,"['PRON', 'VERB', 'ADV', 'VERB', 'DET', 'NOUN', 'PUNCT']",conversation,00010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Will it fit in the garage ?,"['VERB', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']",conversation,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
It 's only round the corner from her is n't it mum ?,"['PRON', 'VERB', 'ADV', 'ADP', 'DET', 'NOUN', 'ADP', 'PRON', 'VERB', 'ADV', 'PRON', 'ADJ', 'PUNCT']",conversation,00010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Do you think we 'll get a seat ?,"['VERB', 'PRON', 'VERB', 'PRON', 'VERB', 'VERB', 'DET', 'NOUN', 'PUNCT']",conversation,00000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
How do you know which way,"['ADV', 'VERB', 'PRON', 'VERB', 'ADJ', 'NOUN']",conversation,00000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
