sentence,pos_seq,genre,preds,true
Globe artichokes are sprouting new leaves and may need protection from frost in cold areas .,"['PROPN', 'NOUN', 'VERB', 'VERB', 'ADJ', 'NOUN', 'CCONJ', 'VERB', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT']",news,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Summer bedding is looking tired and should be removed so that the ground can be cleaned and fed ready for spring bulbs or wallflowers .,"['NOUN', 'NOUN', 'VERB', 'VERB', 'ADJ', 'CCONJ', 'VERB', 'VERB', 'VERB', 'ADP', 'ADP', 'DET', 'NOUN', 'VERB', 'VERB', 'VERB', 'CCONJ', 'VERB', 'ADJ', 'ADP', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT']",news,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01001000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Nine out of 10 are routine calls , many of which could be carried out by mini cabs .","['NUM', 'ADP', 'ADP', 'NUM', 'VERB', 'ADJ', 'NOUN', 'PUNCT', 'ADJ', 'ADP', 'ADJ', 'VERB', 'VERB', 'VERB', 'PART', 'ADP', 'ADJ', 'NOUN', 'PUNCT']",news,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01100010000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
He is even re-opening the already opened Eastern Harbour tunnel and subway crossing .,"['PRON', 'VERB', 'ADV', 'VERB', 'DET', 'ADV', 'VERB', 'PROPN', 'PROPN', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'PUNCT']",news,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
It also reminds Beijing that permission has been refused for local protesters to erect a replica Statue of Democracy on a permanent site .,"['PRON', 'ADV', 'VERB', 'PROPN', 'DET', 'NOUN', 'VERB', 'VERB', 'VERB', 'ADP', 'ADJ', 'NOUN', 'PART', 'VERB', 'DET', 'NOUN', 'PROPN', 'ADP', 'PROPN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']",news,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Luxury life awaits private jail inmates,"['PROPN', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'NOUN']",news,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
The disposal of toxic wastes is one of the most intractable problems facing industrialised societies .,"['DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'NUM', 'ADP', 'DET', 'ADV', 'ADJ', 'NOUN', 'VERB', 'VERB', 'NOUN', 'PUNCT']",news,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000001010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Even though some of the most dangerous and persistent toxins , including polychlorinated biphenyls , PCBs , are no longer manufactured , quantities of them still exist , and must be got rid of .","['ADV', 'ADP', 'DET', 'ADP', 'DET', 'ADV', 'ADJ', 'CCONJ', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'VERB', 'ADJ', 'PUNCT', 'NOUN', 'PUNCT', 'VERB', 'ADV', 'ADV', 'VERB', 'PUNCT', 'NOUN', 'ADP', 'PRON', 'ADV', 'VERB', 'PUNCT', 'CCONJ', 'VERB', 'VERB', 'VERB', 'VERB', 'ADP', 'PUNCT']",news,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000100000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Then he pressed another knob and a big toy doll in his office window dropped its trousers .,"['ADV', 'PRON', 'VERB', 'DET', 'NOUN', 'CCONJ', 'DET', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'PUNCT']",news,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Anxieties which are currently felt most acutely by those living near destruction plants themselves may not always remain so localised .,"['NOUN', 'ADJ', 'VERB', 'ADV', 'VERB', 'ADV', 'ADV', 'ADP', 'DET', 'VERB', 'ADP', 'NOUN', 'NOUN', 'PRON', 'VERB', 'ADV', 'ADV', 'VERB', 'ADV', 'ADJ', 'PUNCT']",news,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00001000100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"In hard hats and protective glasses , we walked past the huge Ã¢ÂÂ fume cupboard where the most noxious barrels are opened , and arrived at the vast , closed mouth of the furnace itself .","['ADP', 'ADJ', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'ADV', 'DET', 'ADV', 'ADJ', 'NOUN', 'VERB', 'VERB', 'PUNCT', 'CCONJ', 'VERB', 'ADP', 'DET', 'ADJ', 'PUNCT', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PRON', 'PUNCT']",news,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00001000000000100000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"There was a fault on the computer governing the plant , said Mr Wheeler , and the fire had automatically shut down .","['ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'PUNCT', 'VERB', 'PROPN', 'PROPN', 'PUNCT', 'CCONJ', 'DET', 'NOUN', 'VERB', 'ADV', 'VERB', 'PART', 'PUNCT']",news,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000010000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
You could n't hope to convert them .,"['PRON', 'VERB', 'ADV', 'VERB', 'PART', 'VERB', 'PRON', 'PUNCT']",news,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"We get smoke from the steel works across the valley , but we know what that is and we 're not afraid of it .","['PRON', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'CCONJ', 'PRON', 'VERB', 'NOUN', 'DET', 'VERB', 'CCONJ', 'PRON', 'VERB', 'ADV', 'ADJ', 'ADP', 'PRON', 'PUNCT']",news,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Pumps sucked air inwards .,"['NOUN', 'VERB', 'NOUN', 'NOUN', 'PUNCT']",news,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"The wastes include lindane , DDT , out-of-date drugs , carcinogenic chemicals , old cigars and even pornography ( a different kind of pollution ) .","['DET', 'NOUN', 'VERB', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'PUNCT', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'CCONJ', 'ADV', 'NOUN', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'PUNCT']",news,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"If you did not burn chemicals like PCBs , what else would you do with them ?","['ADP', 'PRON', 'VERB', 'ADV', 'VERB', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'ADV', 'VERB', 'PRON', 'VERB', 'ADP', 'PRON', 'PUNCT']",news,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"The company 's figures imply that when you have burnt 99.9999 per cent of a 30,000-tonne annual throughput , a figure of 0.03 of a tonne remains .","['DET', 'NOUN', 'PART', 'NOUN', 'VERB', 'ADP', 'ADV', 'PRON', 'VERB', 'VERB', 'NUM', 'ADP', 'NOUN', 'ADP', 'DET', 'NUM', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'ADP', 'NUM', 'ADP', 'DET', 'NOUN', 'VERB', 'PUNCT']",news,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Stack emissions of PCBs were below the American standard for breathing air - 1,000 times lower than the British equivalent .","['NOUN', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'VERB', 'NOUN', 'PUNCT', 'NUM', 'NOUN', 'ADJ', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']",news,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,10000100100000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Regular soil and grass tests showed no difference between PCB contamination in the immediate area and elsewhere in Wales Ã¢ÂÂ though there are no established Ã¢ÂÂ safe levels for these .,"['ADJ', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'CCONJ', 'ADV', 'ADP', 'PROPN', 'PROPN', 'ADP', 'ADV', 'VERB', 'DET', 'VERB', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'DET', 'PUNCT']",news,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000100100000000000000000010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Five air-monitoring plants had been installed ( he took me to see them ) .,"['NUM', 'VERB', 'NOUN', 'VERB', 'VERB', 'VERB', 'PUNCT', 'PRON', 'VERB', 'PRON', 'PART', 'VERB', 'PRON', 'PUNCT', 'PUNCT']",news,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Later , drums supposedly containing carcinogenic drugs were not opened for checking before burning ( for health reasons ) and three were Ã¢ÂÂ misdescribed .","['ADV', 'PUNCT', 'VERB', 'ADV', 'VERB', 'ADJ', 'NOUN', 'VERB', 'ADV', 'VERB', 'ADP', 'VERB', 'ADP', 'VERB', 'PUNCT', 'ADP', 'NOUN', 'NOUN', 'PUNCT', 'CCONJ', 'NUM', 'VERB', 'NOUN', 'ADJ', 'PUNCT']",news,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"The smell released by a pig or chicken farm is indescribable , and can affect 10 square miles of countryside around .","['DET', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'VERB', 'ADJ', 'PUNCT', 'CCONJ', 'VERB', 'VERB', 'NUM', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADV', 'PUNCT']",news,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"It mostly seems to involve producing food for animals to eat , whose excrement is then collected to assist the growth of more food for animals .","['PRON', 'ADV', 'VERB', 'PART', 'VERB', 'VERB', 'NOUN', 'ADP', 'NOUN', 'PART', 'VERB', 'PUNCT', 'ADJ', 'NOUN', 'VERB', 'ADV', 'VERB', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT']",news,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00001000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
It involves nothing more than putting up 80-foot masts all over the land .,"['PRON', 'VERB', 'NOUN', 'ADJ', 'ADP', 'VERB', 'PART', 'NUM', 'NOUN', 'ADV', 'ADP', 'DET', 'NOUN', 'PUNCT']",news,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
All the food we need will be provided by monster underground funguses producing a regular crop of mushrooms without human assistance .,"['ADJ', 'DET', 'NOUN', 'PRON', 'VERB', 'VERB', 'VERB', 'VERB', 'ADP', 'NOUN', 'ADV', 'VERB', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT']",news,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Cows were thought very unsightly when they were first introduced .,"['PROPN', 'VERB', 'VERB', 'ADV', 'ADV', 'ADV', 'PRON', 'VERB', 'ADV', 'VERB', 'PUNCT']",news,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Even when the hits start , he 's not content .","['ADV', 'ADV', 'DET', 'NOUN', 'VERB', 'PUNCT', 'PRON', 'VERB', 'ADV', 'ADJ', 'PUNCT']",news,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"As it happens , there is a kind of logic behind Buddy .","['ADP', 'PRON', 'VERB', 'PUNCT', 'ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PUNCT']",news,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
How many of us can now recall the real Maria von Trapp or Fanny Brice ?,"['ADV', 'ADJ', 'ADP', 'PRON', 'VERB', 'ADV', 'VERB', 'DET', 'ADJ', 'PROPN', 'PROPN', 'PROPN', 'CCONJ', 'PROPN', 'PROPN', 'PUNCT']",news,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Up , up the alleyway by the Yorkshire , you got Yorkshire House there","['ADV', 'PUNCT', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'PUNCT', 'PRON', 'VERB', 'PROPN', 'PROPN', 'ADV']",conversation,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,10100000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
they must have been putting two thousand in you know,"['PRON', 'VERB', 'VERB', 'VERB', 'VERB', 'NUM', 'NUM', 'ADP', 'PRON', 'VERB']",conversation,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Well I mean , they 'll all be packed up in the bars upstairs would n't they , and everything","['INTJ', 'PRON', 'VERB', 'PUNCT', 'PRON', 'VERB', 'DET', 'VERB', 'VERB', 'PART', 'ADP', 'DET', 'NOUN', 'ADV', 'VERB', 'ADV', 'PRON', 'PUNCT', 'CCONJ', 'NOUN']",conversation,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"you know , leaning over the balcony and all that sort of er","['PRON', 'VERB', 'PUNCT', 'VERB', 'ADP', 'DET', 'NOUN', 'CCONJ', 'ADJ', 'DET', 'NOUN', 'ADV', 'INTJ']",conversation,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
get,['VERB'],conversation,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
probably need to get Ken 's,"['ADV', 'VERB', 'PART', 'VERB', 'PROPN', 'PART']",conversation,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"We we will , I 'm just saying we do wan na get into cocktail and","['PRON', 'PRON', 'VERB', 'PUNCT', 'PRON', 'VERB', 'ADV', 'VERB', 'PRON', 'VERB', 'NOUN', 'PART', 'VERB', 'ADP', 'NOUN', 'CCONJ']",conversation,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Sod off !,"['PROPN', 'PART', 'PUNCT']",conversation,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,11000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Bastards stealing our customers last night !,"['NOUN', 'VERB', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'PUNCT']",conversation,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,11000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"No I do n't , no , no , no , no , no , but I know it wants to be erm","['INTJ', 'PRON', 'VERB', 'ADV', 'PUNCT', 'INTJ', 'PUNCT', 'INTJ', 'PUNCT', 'INTJ', 'PUNCT', 'INTJ', 'PUNCT', 'INTJ', 'PUNCT', 'CCONJ', 'PRON', 'VERB', 'PRON', 'VERB', 'PART', 'VERB', 'NOUN']",conversation,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
They 're treating,"['PRON', 'VERB', 'VERB']",conversation,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
they 're treating alcohol as food .,"['PRON', 'VERB', 'VERB', 'NOUN', 'ADP', 'NOUN', 'PUNCT']",conversation,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
We 're sterilizing the bar with those .,"['PRON', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'PUNCT']",conversation,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Bet it was erm,"['PROPN', 'PRON', 'VERB', 'ADV']",conversation,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
warming it up again that does the damage .,"['VERB', 'PRON', 'PART', 'ADV', 'DET', 'VERB', 'DET', 'NOUN', 'PUNCT']",conversation,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00001101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
So well I shall wander back with my little book now .,"['ADV', 'INTJ', 'PRON', 'VERB', 'VERB', 'ADV', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'ADV', 'PUNCT']",conversation,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
I 'll get some tables up with erm,"['PRON', 'VERB', 'VERB', 'DET', 'NOUN', 'PART', 'ADP', 'NOUN']",conversation,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Used to have tables and extensions you see,"['VERB', 'PART', 'VERB', 'NOUN', 'CCONJ', 'NOUN', 'PRON', 'VERB']",conversation,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"the zone starts the zone starts there , thirty .","['DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'VERB', 'ADV', 'PUNCT', 'NUM', 'PUNCT']",conversation,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Well when you 're eighty odd I doubt it dear .,"['INTJ', 'ADV', 'PRON', 'VERB', 'NUM', 'ADJ', 'PRON', 'VERB', 'PRON', 'ADJ', 'PUNCT']",conversation,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
I 'd go and give him a hand but I do not like ladders Fun is n't it ?,"['PRON', 'VERB', 'VERB', 'CCONJ', 'VERB', 'PRON', 'DET', 'NOUN', 'CCONJ', 'PRON', 'VERB', 'ADV', 'VERB', 'NOUN', 'PROPN', 'VERB', 'ADV', 'PRON', 'PUNCT']",conversation,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Shall we take photographs ?,"['VERB', 'PRON', 'VERB', 'NOUN', 'PUNCT']",conversation,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Well the chap next door 's finding it very amusing !,"['INTJ', 'DET', 'NOUN', 'ADJ', 'NOUN', 'PART', 'VERB', 'PRON', 'ADV', 'ADJ', 'PUNCT']",conversation,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Why ca n't they take it through the back door and up the stair ?,"['ADV', 'VERB', 'ADV', 'PRON', 'VERB', 'PRON', 'ADP', 'DET', 'ADJ', 'NOUN', 'CCONJ', 'ADP', 'DET', 'NOUN', 'PUNCT']",conversation,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Cos Rita assembled it for us .,"['PROPN', 'PROPN', 'VERB', 'PRON', 'ADP', 'PRON', 'PUNCT']",conversation,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
What were you shouting then ?,"['NOUN', 'VERB', 'PRON', 'VERB', 'ADV', 'PUNCT']",conversation,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
