sentence,verb,verb_idx,correct_label,prediction
"At about the same time , according to senior Hutton officials , Mr. Fomon was drinking heavily , though he says that alcohol never affected his ability to do his job ",drink,15,0,0
"His brother Woody , who 's worth $ 100 million , is a grotesque 250-pound alcoholic moron who spends his time watching Arnold Schwarzenegger movies , eating peanuts , and floating stark naked on a rubber raft in his indoor swimming pool listening to favorites from '' My Fair Lady . '' -LRB- He also has raped and assaulted a showgirl . -RRB-/-R",eat,26,0,0
"But this month S & P is trying to take the real estate world by storm , with a marketing campaign targeting 200 , 000 real estate brokers , appraisers and portfolio managers ",target,21,0,0
"Much is made of Mr. Hoxsey 's assertion that his files were open to doubters , but only a few brief seconds are devoted to the fact that when the files were examined they were found to be so incomplete that it was impossible to tell whether the '' cured '' patients actually had had cancer or whether conventional treatment had been effective ",examine,32,0,0
The military said three soldiers also were killed when about 300 rebels attempted to overrun a 30-man government outpost ,kill,7,0,0
The new Johnnie Walker pitch has attractive young women gushing about the wonderful young men in their lives who drink Johnnie Walker ,drink,19,0,0
Anyone who spends a few hours reading his speeches and talking to Democrats familiar with his views learns quickly that Mr. Dukakis has absorbed many of the dovish obsessions of his party 's left ,absorb,23,0,0
Old clothes are often destroyed and new ones donned ; indoctrination is given in social mores and religious beliefs ,destroy,4,0,0
"If the New Orleans Public Service unit misses payment of four consecutive dividends , preferred holders could take control of the company ",miss,7,0,0
"What seems to escape him is that the central value of the free market is that it is inextricably intertwined with human freedom , both spiritually and materially ",escape,3,0,0
"There 's that damn ball of the Renthals that Laurence insists I not miss , and the Todesco wedding , and the final gala for the ballet where I ' m the chairperson ",miss,13,0,0
"He says it was the Koreans who grabbed the knife , wielded the fabric softener like a club , and , what 's more , beat up Ms. Clark 's 67-year - old mother , Ivy King , who was standing nearby , for no good reason except that she is black ",grab,7,0,0
"The company said in mid - June that about 2 , 000 workers were striking six distribution centers in a dispute over wages and benefits ",strike,14,0,0
"Most of these losses must be absorbed by the FSLIC , the industry 's insurer , analysts said ",absorb,6,0,0
"Exhausted by my efforts , I paused a moment in a shell - hole ; in a few seconds I felt myself sinking , and struggle as I might I was sucked down until I was firmly gripped round the waist and still being dragged in ",drag,44,0,0
"When the U.S. expanded its gulf fleet a year ago to protect Kuwaiti tankers flying the U.S. flag , it left little doubt that it was siding with Iraq and the other Arab nations against Iran ",fly,14,0,0
"Its load factor , or percentage of seats filled , rose to 47.4 % from 41.8 % ",fill,8,0,0
"It rained hard Saturday night along the Gulf Coast , and on Sunday morning the infield at McKechnie Field here was so wet that grounds crewmen were using plastic bottles to scoop up the standing water ",rain,1,0,0
"Another writer goes to Bulgaria , eats bad food , stays at a bad hotel whose name he translates as Rathole Fleabag , and generally has a terrible time ",eat,6,0,0
"About US $ 75 million of the debt is owed to the Brunei government , with the remainder due more than 30 international banks that lent the then Khoo - owned National Bank money before it was seized and closed by Brunei in November 1986 ",lend,25,0,0
Most historians of the Tulipmania were so intent on demonstrating the follies of speculative markets and thereby providing a case for controlling market activities that they neglected to examine the market fundamentals of bulb pricing ,examine,28,0,0
The CDC report did not deal with the so - called '' good cholesterol '' -- the high - density form of lipoprotein that gathers up cholesterol in the body and carries it to be destroyed ,destroy,35,0,0
"'' You could change husbands , but not the situation , '' she thinks as she examines snack foods ",examine,16,0,0
"The Federal Home Loan Bank Board , as expected , adopted a resolution intended to reassure Wall Street firms that have lent about $ 12.6 billion to the thrift unit of troubled Financial Corp. of America ",lend,21,0,0
"THE DC-10 ROSE from a runway at Chicago 's O'Hare Airport , slowly rolled over onto its back and hit the ground , killing everyone aboard ",roll,13,0,0
"Schieffelin & Somerset Co. is beginning a boldly different , big - budget advertising campaign that it hopes will persuade more baby boomers to drink its Johnnie Walker Scotch whisky brands ",drink,24,0,0
"John Gil , a San Diego landlord , and Mike Black , an apartment manager , were sued in state Superior Court in San Diego by a tenant who was assaulted by a pet monkey owned by two other renters ",assault,30,0,0
Knight - Ridder stumbled in one past push into information services ,stumble,3,0,0
"Nearly every local union either voted to strike or planned to since the Acustar issue flared up , and while most of those possible walkouts will likely never take place , about three plants are still seriously pursuing grievances , a union official said ",strike,7,0,0
"Pitching a baseball , it was agreed , is akin to striking a golf ball in that it is a complex act that only looks simple ",strike,11,0,0
"They destroyed 450 , 000 acres of sugar beets and other crops ",destroy,1,0,0
"For the most part the events flow swiftly , from the decision by the gamblers to bribe the players , to the players ' decision to accept the bribe , to the games , to the newspaper expose , to the trial ",flow,6,0,0
"Ravin Caldwell , an obscure rookie special - teams player from Arkansas , finally grasped it , probably saving his team 's bacon ",grasp,14,0,0
"Labor unions , too , attack the underground economy ",attack,5,0,0
"In one spectacular 508-point swan dive Oct. 19 , the industrial average crashed back to the level it first surpassed in March 1986 , vaporizing the stunning advances of the intervening months -- along with many investors ' paper profits ",vaporize,24,0,0
"Japanese , West German , Taiwanese and other foreign machine tool builders grabbed business away from U.S. machine builders , both in the U.S. and abroad ",grab,12,0,0
A revenue passenger mile is one paying passenger flown one mile ,fly,8,0,0
"Mr. Cossa 's grain bin may be filling up , but just last month another 100 peasants -- looking for food and security -- moved into the village to escape the fighting in the countryside ",escape,29,0,0
"He disputes the longheld theory that the Great Pyramids were made of limestone blocks cut , dragged long distances , and hoisted into place , arguing that they were made by pouring long - lasting cement ",drag,16,0,0
It may help explain why insider trading could have flourished unchecked for so long on Wall Street ,flourish,9,0,0
"From the 14th century to Corregidor in 1942 , such forts had to be taken by storm before attacking ships could pass ",attack,18,0,0
It is targeted at space testing of SDI technologies ,target,2,0,0
"Yet when ordered to dance by his master , he gamely sprinkles a little sand on the ground and shuffles through a series of rapid dance steps ending in a pathetic little pawing motion that symbolizes his entrapment ",dance,4,0,0
"He added : '' There is so much space out there that people are making deals at good prices , absorbing space ",absorb,20,0,0
Other people love Acapulco -- and do n't miss Frank Sinatra ,miss,8,0,0
"Terry Knowles , special agent in charge of the Sacramento FBI office , declined to say why California was targeted or provide other details ",target,19,0,0
"'' We encourage our people as much as we can to fly on United Airlines and eat Kellogg cereals , '' says Jack Ryan , executive vice president of Leo Burnett Co . , which also handles advertising for GM 's Oldsmobile division ",eat,16,0,0
"Colombia signed a $ 1 billion loan with 112 of its bank creditors , showing that banks still are willing to lend to the more - creditworthy Latin American countries ",lend,21,0,0
"Under the pact , Ashland will treat the contaminated soil , and it will pump and treat ground water to meet drinking - water standards , among other things ",pump,14,0,0
"Peter Lynch , who runs Fidelity Investments ' mammoth Magellan Fund , said the recent performance of the big funds , which stumbled badly late last year , should shoot down the theory that they are '' over the hill . '",stumble,22,0,0
The rest would go to more than 30 international banks that lent the National Bank money before it was seized and closed by Brunei in November 1986 ,lend,11,0,0
"Like tiny beacons at night , alligators ' eyes reflect a brilliant red when struck by a beam of light ",strike,14,0,0
But critics say too much competition is emerging in the business for the tiny population targeted ,target,15,0,0
Some are trying to escape childhoods troubled by missing fathers or drug - addicted mothers ,escape,4,0,0
Mr. Andrews ate rancid mutton fat and drank mare 's milk in the Gobi with the best and worst of them ,drink,1,0,0
Part of the drop was attributed to the lessening severity of Hurricane Gilbert and expectations it would miss major U.S. oil facilities ,miss,17,0,0
"In seats of supple leather , Belgian students drink wine and listen to personal stereos ",drink,8,0,0
"'' I was so happy that I practically danced back into the house , '' Mr. Popejoy says ",dance,8,0,0
The debate for the rematch was so withering that Nissan Motor Co. used a news clip of Mr. Tucker 's criticisms in its bid to keep the UAW out of its Tennessee plant ,wither,7,0,0
"The only thing certain is that a Korean merchant wholly dependent on the good will of his customers would be crazy to attack a black grandmother in a virtually all - black neighborhood -- and Mr. Chung , who cleaned fish for three years to scrape together the money to buy his market , seems anything but crazy ",attack,22,0,0
"The media have given him a ticket to ride , but they 're unlikely to leave him in the driver 's seat for long ",ride,8,0,0
"And if occupancy ran low , the administrator would just let the doctors know and the beds would fill up ",fill,18,0,0
"First Federal was then to absorb several other troubled thrifts in federally assisted mergers , as part of the Federal Savings and Loan Insurance Corp. 's so - called Southwest Plan to rescue the many ailing savings and loans based in the region ",absorb,5,0,0
"He said these proposals '' ought always to be listened to with great precaution , and ought never to be adopted till after having been long and carefully examined , not only with the most scrupulous , but with the most suspicious attention ",examine,28,0,0
"The funds rate , which is the rate on reserves that banks lend each other overnight , strongly influences many other rates , including those that dealers must pay to finance their bond holdings ",lend,12,0,0
And they die anyway . ',die,2,0,0
"Virginia Belden , who sells vacuum cleaners and sewing machines at the Towne East store , however , frets that some shoppers might miss the thrill of getting a bargain ",miss,23,0,0
"The EPA 's current emission standard for radium is five picocuries per liter , a standard that corresponds to a risk whereby one of 10 , 000 people exposed to such an emission level over a lifetime would die ",die,38,0,0
"In June 1986 , the Department of Correction announced that killer William Horton had escaped while on a weekend off from prison -- his 10th furlough ",escape,14,0,0
"The federal judge , while backing the pill last week , has left open the possibility he might strike it down at a later date under different conditions ",strike,18,0,0
"Prompted by news reports of alleged misappropriation of funds , the SEC visited the firm 's New York headquarters last week with the intention of examining business records ",examine,25,0,0
"These Protestants retaliate by physically attacking Catholics , Mr. Donnelly says ",attack,5,0,0
"However , there is no targeting to areas where soil erosion affects watersheds ",target,5,0,0
Phalanx can be overwhelmed when a ship is attacked by several missiles at once -LRB- the Stark was struck by two Exocets -RRB- ,attack,8,0,0
"Few things give him more satisfaction now , it seems , than the hundreds of roses , fruit trees and berry bushes the 57-year - old Mr. Lance and a grandson have planted together ",plant,32,0,0
"Federated 's board , following an all - day meeting yesterday , is expected to direct its financial advisers to examine alternatives to the Campeau bid , the sources said ",examine,20,0,0
"By hitching a ride on these proteins , drugs can be very narrowly targeted to attack diseased cells , Mr. McCamant says ",attack,15,0,0
"He notes that Iraq defused American anger last year by offering to pay damages after an Iraqi jet fighter mistakenly fired at the frigate USS Stark , killing 37 seamen ",kill,27,0,0
"'' I do n't think we could carry Iowa even if it rains every day , '' says Washington GOP consultant Eddie Mahe , who stayed out of the GOP nomination contest but will work for Mr. Bush this fall ",rain,12,0,0
But I think it would be wise for all Americans to remember that the British were ruthless colonial masters wherever the Union Jack flew . -LRB- We fought the Revolutionary War over the issue . -RRB-/-R,fly,23,0,0
"And so long as one - third of the black population is mired in poverty , blacks will not hear of dismantling programs that enabled so many within their ranks to escape poverty in the first place ",escape,31,0,0
"Nikko 's Mr. Axilrod predicts the central bank will try to hold the interest rate on federal funds -- the closely watched rate on reserves that banks lend each other overnight -- at about 6 1 2 % , down from the 6 3 4 % rate in recent weeks ",lend,27,0,0
"To fill these growing gaps , Congress increasingly has turned to employers to expand coverage to even more employees and non - employees ",fill,1,0,0
"Currently , if they do n't plant an allotted percentage of their so - called crop base with subsidized crops , the government penalizes them the next year by reducing the size of their base , thus cutting their subsidy payments ",plant,6,0,0
"Among those who drink alcoholic beverages world - wide , 8 % consume daily amounts that are damaging to their health and to society ",drink,3,0,0
"So far , two participants have died , a child has apparently been struck and killed , two racers have received paralyzing injuries and close to 30 more have been seriously hurt ",strike,13,0,0
At that level the department could permit farmers in the government program to plant on more land ,plant,13,0,0
But he said Cigna 's after - tax gain wo n't be material because the company will absorb certain deferred taxes of the division ,absorb,17,0,0
Most - Remarkable Injury -- Angels outfielder Chili Davis dislocated a toe when he kicked a chair after popping out in a June 26 home game against Milwaukee ,kick,14,0,0
"Many American firms are stumbling badly , and most of their problems appear to stem from their mistaken assumption that what works at home will work in Britain ",stumble,4,0,0
"They appear in the internecine killing between different mafia groups , and the killing of judges , journalists , police and government leaders opposed to the drug traffic ",kill,5,0,0
"Iran said its jets bombarded an Iraqi military base and oil refinery in Baghdad , and Iraq said its forces attacked 10 Iranian towns ",attack,20,0,0
The finding of the crack could prompt a re - examination of the struts on the rockets used for Discovery to ensure that cracks have n't been missed there ,miss,27,0,0
Another major Japanese concern is that any mold that slips throught U.S. screening procedures would flourish during the long passage to Japan ,flourish,15,0,0
His native caution strikes a responsive chord with the average German ,strike,3,0,0
"Data rooms opened this week , and for each of the eight packages , at least 10 companies plan to examine the information , Mr. Ketelsen said ",examine,20,0,0
"Nothing Like the Sun '' left you relatively cool , you wo n't want to miss these concerts featuring the former Police chief and his hot new band ",miss,15,0,0
"News of Mr. Bilzerian 's filing , under the Hart - Scott - Rodino Antitrust Act , knocked FlightSafety 's stock up $ 2.25 a share yesterday to close at $ 26.75 in New York Stock Exchange composite trading ",knock,17,0,0
But that bid withered after the Oct. 19 stock market crash ,wither,3,0,0
"An estimated 18 , 100 Americans will die from it this year , making the disease the fifth - greatest cause of cancer deaths ",die,7,0,0
But Sen. Quayle stumbled twice during the day trying to explain his decision to enter the National Guard in 1969 during the Vietnam War ,stumble,3,0,0
"He said incinerator temperatures of as much as 1 , 000 degrees Celsius are enough to destroy the mineral ",destroy,16,0,0
"Then again , other gases might cause a lot of clouds to form , blocking sunlight and cooling things off ",cool,17,0,0
Or marvelously grisly -LRB- like Trotsky careening around with his assassin 's pickax stuck in his head ; or the male hustler brutally bludgeoning Latin heartthrob Ramon Novarro -RRB- ,stick,13,0,0
Mr. Paulson also flew over China ,fly,3,0,0
We begged his mother for months to let us take him into Nha Trang and have it fixed ,fix,17,0,0
A countywide sewage - treatment plant recently began operations here ; the smell in a nearby neighborhood is so awful that one teen - age girl says she ca n't eat at home ,eat,30,0,0
"Most of the banks specifically have targeted marketing campaigns at profitable small companies . -LRB- Separately , Dai - Ichi Kangyo said it will name Ichiro Nakamura , now a vice president , as chairman , succeeding Tetsuya Fujimori ",target,6,0,0
'' I have long suspected that more people are sleeping apart because of snoring than are sleeping together for all other reasons combined . ',sleep,16,0,0
"The size of a Dalmatiner , these horses were ridden by teen - age boys dressed up as Valkyries to give an illusion of distance in the first production of the '' Ring . '",ride,9,0,0
"Since then , Mr. Cahouet has filled nearly every major spot in Mellon 's upper management with executives from New York and West Coast banking centers ",fill,6,0,0
"'' Nothing less than targeted , mandated reductions in acid - rain emissions in the U.S . '' will satisfy Canada , Mr. Mulroney said in his prepared remarks ",target,4,0,0
"Two executive vice presidents resigned from First Chicago Corp. to take other jobs , and the banking concern shifted some officers to fill the vacancies ",fill,22,0,0
"Spring potatoes have been planted on 81 , 900 acres , down 1 % from last year but up 6 % from two years ago ",plant,4,0,0
"Lots of people ride bicycles , joggers are out in fair numbers , and the last time I passed a tennis complex , all the courts were full ",ride,3,0,0
"In retelling the story of Freud 's life and work , Peter Gay plows a furrow already dug deep by many previous Freud biographers and historians of psychoanalysis ",plow,13,0,0
"Of course , none or only some of the rules apply to Utah 's private clubs -LRB- open to out - of - towners at a $ 5 fee -RRB- and beer bars , which sell setups and uncork wine but ca n't touch the liquor that you are free to bring in ",touch,43,0,0
"British farmers flourish under the EC 's Common Agriculture Policy , and its food companies have grown to global giants , in part because of EC markets ",flourish,2,0,0
"The solvent failed to dissolve non - cholesterol gallstones in two patients , however ",dissolve,4,0,0
Israeli warplanes destroyed a PLO base in a Druse - held hilltop above Beirut in Israel 's deepest air raid into Lebanon this year ,destroy,2,0,0
"And when Mr. Chirac did get an opponent , he attacked the Francois Mitterrand of 1981 , not the one of 1988 ",attack,10,0,0
"If dry weather cuts normal production by just three bushels an acre , the nation 's soybean stockpiles could evaporate by next year , says Richard Loewy , senior grain and oilseed analyst at Prudential - Bache Securities Inc ",evaporate,19,0,0
"While the chief contracting officer in the cruise - missile office , Mr. Parkin in 1982 helped Mr. Galvin get a $ 225 , 964 contract to study the targeting equipment for the Tomahawk missile , according to the Navy and Mr. Parkin ",target,29,0,0
"'' This is the kind of junk we ca n't even melt into other garbage , '' says a major coin wholesaler who asked to remain anonymous because he has sold other coins under the auspices of the Marshall Islands ",melt,11,0,0
"The difference : An ever wealthier South Korea can imagine absorbing the poorer , less - populated Communist North , but Taiwan , no matter how rich , would be swallowed whole by the massive Chinese mainland ",absorb,10,0,0
Mr. Tyson has denied that he tried to kill himself and that he assaulted his wife ,assault,13,0,0
And Jackson adviser Roger Wilkins warned that '' trust and loyalty are bound to wither '' if the lines of communication between the two camps are not kept open ,wither,14,0,0
"The pas de deux danced the past week by Secretary of State Shultz and Senator Sam Nunn has been dreadful political ballet , with the Reagan administration discovering what happens when you choose to dance with your political enemies ",dance,34,0,0
"Though riding the luge is a fairly dangerous sport , the scariest moment for the Philippines ' Mr. Ocampo came a week before the Olympics when his credentials to participate were temporarily blocked by Philippine bureaucrats ",ride,1,0,0
"Sears shares escaped with little damage , falling just 1 8 to 34 1 2 in active trading ",escape,2,0,0
"E.F. HUTTON & CO . : Now in the process of being absorbed by Shearson Lehman Brothers , Hutton does n't seem to have picked stocks as well as Shearson did ",absorb,12,0,0
But a source close to Black & Decker acknowledged that the company had received the information from American Standard and said that the company 's representatives will meet with American Standard officials this afternoon to examine nonpublic information ,examine,35,0,0
"'' I tried to move and talk but that was impossible , '' recalled an Australian boy in 1973 , after he fell ill from eating puffer fish ",eat,25,0,0
It really is a shame the famous old astrologer and Reagan friend Carroll Righter died last week and missed all this ,miss,18,0,0
"The company had a $ 14.24 billion working capital surplus at year end , but $ 13.98 billion of that came from money lent by GMAC to the parent , which took over financing of wholesale sales to dealers ",lend,23,0,0
The outlook for the Peruvian miners strike remained cloudy ,strike,6,0,0
"From the answer to the Vietnam issue , should it ever be conclusively decided , will flow the prevailing view of America 's world role ",flow,16,0,0
The kinky Keynesians who devised it will be lucky to escape across the Potomac with their pie charts ,escape,10,0,0
"'' But it would be unusual for the appeals court to kick him out , since all the judges have to live with each other . '",kick,11,0,0
"Limited grew so quickly and was such a hit on Wall Street for so long '' that some of us thought it could escape the current fashion retail slump , but that is n't the case . '",escape,23,0,0
Others are drinking heavily ,drink,2,0,0
Some are trying to escape childhoods troubled by missing fathers or drug - addicted mothers ,miss,8,0,0
"Blacks who have quit white - run businesses say they do n't miss insults from whites who often did n't even realize they were insulting , or the edginess on the part of whites uncomfortable around blacks ",miss,12,0,0
"The pumps can be reprogrammed by telephone to alter dosages , and he says that one of his young patients recently resumed riding a bicycle ",ride,22,0,0
Pakistani cheating could prompt Moscow to declare the accords void or to attack Afghan - resistance camps in Pakistan ,attack,12,0,0
"He did n't set a deadline for destroying PCBs , but said movable disposal units might be leased from the U.S. to help eliminate those stored in warehouses across the country ",destroy,7,0,0
"'' A German , '' said Mr. Bradford , '' is just not going to drink beer out of a can . '",drink,15,0,0
"In the letter , Tom Matthews , Eastern 's senior vice president of human resources , asked the mediation board to begin a 30-day countdown after which the machinists union would be free to strike -- and Eastern free to impose unilaterally the cost -- saving contract that it wants ",strike,34,0,0
"'' We have n't dug down to see '' what is missing , says Mr. Nelson ",miss,11,0,0
"Soybean seed sales skidded last spring in South Carolina , and dealers were forced to destroy tens of thousands of bags ",destroy,15,0,0
"It also said that 35 , 478 troops were wounded and that 311 remained missing in the Soviet Union 's battle with anti - Kabul Moslem insurgents ",miss,14,0,0
"Some of those arrested were dragged from buses that were to take them back to Managua ; others , such as 18-year - old Norman Lenin Cardoza -LRB- who denies ever attending the rally -RRB- and attorney Roger Guevara Mena , were arrested by state security police days later ",drag,5,0,0
"Two young women in the front seat were n't wearing belts , but escaped without permanent injuries ",escape,13,0,0
"Currently , the company is fixing only 200 to 300 units a day , far below TRW 's goal of 2 , 000 units a day ",fix,5,0,0
"About 80 separate documents had to be filled out , many of them in an effort to reassure institutional money managers about the company 's credit - worthiness and prospects , Mr. Koch says , adding , '' There were times I wanted to kill . '",fill,7,0,0
"Dave Hoover rolls his 400-pound minijet above the air - show crowd , swooping to within a dozen feet of the runway and popping his landing gear in and out ",roll,2,0,0
"But as most of those certificates are destroyed in favor of computer records , the investor who requests a certificate will have to wait until it 's delivered by the city or state that issued the bond ",destroy,7,0,0
"In the classic model , a bull market flourishes when money flows into the market ",flourish,8,0,0
"In late June , for example , a group that included Teddy Roosevelt 's great - great - granddaughter stood down some bulldozers trying to plow a road through a moor near the island village of Siasconset ",plow,25,0,0
"Mr. Grauer added , '' The commission totally missed the point ",miss,8,0,0
Phalanx can be overwhelmed when a ship is attacked by several missiles at once -LRB- the Stark was struck by two Exocets -RRB- ,strike,18,0,0
Then he drop - kicked the ball through some goal posts about 50 yards distant ,kick,4,0,0
"Thus , Japanese companies would have to fight it out with foreign rivals that are targeting the same niche , including Fokker B.V. of the Netherlands , British Aerospace PLC , MBB and Boeing ",target,15,0,0
"But when the rangers drove the girls to the ranger station , the unattended youth sped away , drank heavily , and 10 hours later smashed into a motorcyclist ",drink,4,0,0
The shelling killed two people in his kibbutz ,kill,2,0,0
Reserving enables banks to absorb losses on bad credits ,absorb,4,0,0
"Its theme -- Peter dragging Russia out of the dank Dark Ages -- is vast and lofty , and perhaps only a man who dreamed and drank too much would have had the gumption to cut so wide and deep a swath into the heart of Russia ",drink,26,0,0
"Like many recent LBOs gone public , however , Days Inns had begun to wither even before the market crash , as investor interest in small issues began to wane ",wither,14,0,0
Dollars flowed from automated teller machines ,flow,1,0,0
"Smaller , more precise probes were developed that researchers hoped would home in on the missing DNA bit and , possibly , the DMD gene itself ",miss,15,0,0
"When a New York magazine confronted Wasserstein Perella with an as - yet - unpublished unflattering story about the new firm , Wasserstein Perella officials suspected First Boston of planting it ",plant,29,0,0
"Together they strike back , forming a company to produce clothes for the senior - citizen set ",strike,2,0,0
"If he and the Senate differ sharply on the answers , the treaties probably will die in the Senate , and the setback to U.S.Soviet relations will be severe ",die,15,0,0
"On Friday , Commander Abdul Haq 's troops attacked Kabul Airport with new Sacher incendiary rockets ",attack,8,0,0
"The revolutionary gallium arsenide circuits used in a forthcoming model , the Cray-3 , experienced cooling problems that resulted in millions of dollars of added costs ",cool,15,0,0
The low pressure causes liquid in the arm to evaporate and to be pulled into the pipe ,evaporate,9,0,0
"In addition to warning pilots when they hit unexpected , low - altitude wind shear , the new required equipment will provide the crew with computer - generated instructions on the best path to take to escape the wind shear ",escape,36,0,0
"Several Wall Street investment bankers said clients have instructed them to examine the feasibility of topping the Swiss giant 's bid , but emphasized that interest so far is preliminary ",examine,11,0,0
"In short , a completely effective SDI would give the Soviets what they do not now have : the ability to strike the U.S. without fear of retaliation ",strike,21,0,0
"In this nervous , jumpy world economic reality matters less than the rumors and out - of - context scraps of information that pour into the trading rooms ",pour,23,0,0
Whether that should be welcome news or cause for alarm depends on one 's confidence in the ability of Congress to write rules for markets without destroying them ,destroy,26,0,0
'' We 're going to keep attacking . ',attack,6,0,0
"In the third '' mansion , '' the lascivious emperor , Diocletian -LRB- Patrick Dupond -RRB- , dances a pas de deux with the youth and then repeats it , almost step for step , with the queen ",dance,17,0,0
"Winos will drink anything if need be , but when they have the money to buy what they want , they tend to hew to the familiar . -LRB- Sales resistance may help explain why the handful of low - end products that companies have tried to launch in the past 20 years mostly have bombed . -RRB-/-R",drink,2,0,0
"Arden L. Bement Jr . , vice president , technical resources , of TRW Inc . , was named a director of this maker of electronic test and measurement instruments , filling a vacancy ",fill,31,0,0
Coke is even directly attacking coffee 's breakfast appeal with radio ads urging people to drink something cold to come '' alive in the morning . ',drink,15,0,0
"Stones are laid close together , generally slanting inward , with each stone touching as many others as possible ",touch,13,0,0
"When the baby drops a rattle , Mr. Prentnieks scoops it up and puts it in the baby 's fist -- still listening to Mr. Jackson 's speech with his camera rolling ",roll,3,0,0
A revenue passenger mile is one paying passenger flown one mile ,fly,8,0,0
"Here in Masaya , supporters of a group known as the Mothers of Political Prisoners were brutally attacked by turbas in a well - documented incident in March ",attack,17,0,0
"Koversada , maybe humanity 's greatest undraped conurbation , sleeps more than 100 , 000 ",sleep,9,0,0
"Last Tuesday , a federal jury in Akron , Ohio said it could n't identify a defect that could have caused an Audi 5000 to suddenly accelerate in an accident that killed a six - year - old boy ",kill,31,0,0
"Here in Masaya , supporters of a group known as the Mothers of Political Prisoners were brutally attacked by turbas in a well - documented incident in March ",attack,17,0,0
"'' While physicians should never directly cause death , they must always act in the best interest of their patients and that sometimes includes allowing them to die , '' Dr. Sammons said in a statement ",die,27,0,0
Thousands of Chinese soccer fans battled police and besieged a rival team 's hotel during a riot Monday night ,besiege,8,0,0
"'' We are beginning to ride the same boat as the U.S . , '' says Yasuo Hayashi , the director of the Ministry of International Trade and Industry 's textile division ",ride,5,0,0
