,sentence,correct_label,verb,verb_idx,prediction
20,"His brother Woody , who 's worth $ 100 million , is a grotesque 250-pound alcoholic moron who spends his time watching Arnold Schwarzenegger movies , eating peanuts , and floating stark naked on a rubber raft in his indoor swimming pool listening to favorites from '' My Fair Lady . '' -LRB- He also has raped and assaulted a showgirl . -RRB-/-R",0,eat,26,0
21,"Much is made of Mr. Hoxsey 's assertion that his files were open to doubters , but only a few brief seconds are devoted to the fact that when the files were examined they were found to be so incomplete that it was impossible to tell whether the '' cured '' patients actually had had cancer or whether conventional treatment had been effective ",0,examine,32,0
22,The military said three soldiers also were killed when about 300 rebels attempted to overrun a 30-man government outpost ,0,kill,7,0
23,The new Johnnie Walker pitch has attractive young women gushing about the wonderful young men in their lives who drink Johnnie Walker ,0,drink,19,0
24,Anyone who spends a few hours reading his speeches and talking to Democrats familiar with his views learns quickly that Mr. Dukakis has absorbed many of the dovish obsessions of his party 's left ,0,absorb,23,0
25,Old clothes are often destroyed and new ones donned ; indoctrination is given in social mores and religious beliefs ,0,destroy,4,0
26,"If the New Orleans Public Service unit misses payment of four consecutive dividends , preferred holders could take control of the company ",0,miss,7,0
27,"What seems to escape him is that the central value of the free market is that it is inextricably intertwined with human freedom , both spiritually and materially ",0,escape,3,0
28,"There 's that damn ball of the Renthals that Laurence insists I not miss , and the Todesco wedding , and the final gala for the ballet where I ' m the chairperson ",0,miss,13,0
29,"He says it was the Koreans who grabbed the knife , wielded the fabric softener like a club , and , what 's more , beat up Ms. Clark 's 67-year - old mother , Ivy King , who was standing nearby , for no good reason except that she is black ",0,grab,7,0
30,"The company said in mid - June that about 2 , 000 workers were striking six distribution centers in a dispute over wages and benefits ",0,strike,14,0
31,"Most of these losses must be absorbed by the FSLIC , the industry 's insurer , analysts said ",0,absorb,6,0
32,"Exhausted by my efforts , I paused a moment in a shell - hole ; in a few seconds I felt myself sinking , and struggle as I might I was sucked down until I was firmly gripped round the waist and still being dragged in ",0,drag,44,0
33,"When the U.S. expanded its gulf fleet a year ago to protect Kuwaiti tankers flying the U.S. flag , it left little doubt that it was siding with Iraq and the other Arab nations against Iran ",0,fly,14,0
34,"Its load factor , or percentage of seats filled , rose to 47.4 % from 41.8 % ",0,fill,8,0
35,"It rained hard Saturday night along the Gulf Coast , and on Sunday morning the infield at McKechnie Field here was so wet that grounds crewmen were using plastic bottles to scoop up the standing water ",0,rain,1,0
36,"Another writer goes to Bulgaria , eats bad food , stays at a bad hotel whose name he translates as Rathole Fleabag , and generally has a terrible time ",0,eat,6,0
37,"About US $ 75 million of the debt is owed to the Brunei government , with the remainder due more than 30 international banks that lent the then Khoo - owned National Bank money before it was seized and closed by Brunei in November 1986 ",0,lend,25,0
38,"American officials have concluded that the Kuwaiti hijacking is the work of a Lebanese Shiite terrorist named Imad Mugniyah who has been trying for more than four years to free his wife 's brother from prison in Kuwait , where he was convicted in 1984 of building a bomb used to attack the U.S. Embassy ",0,attack,51,0
39,Most historians of the Tulipmania were so intent on demonstrating the follies of speculative markets and thereby providing a case for controlling market activities that they neglected to examine the market fundamentals of bulb pricing ,0,examine,28,0
40,The CDC report did not deal with the so - called '' good cholesterol '' -- the high - density form of lipoprotein that gathers up cholesterol in the body and carries it to be destroyed ,0,destroy,35,0
41,"'' You could change husbands , but not the situation , '' she thinks as she examines snack foods ",0,examine,16,0
42,"The Federal Home Loan Bank Board , as expected , adopted a resolution intended to reassure Wall Street firms that have lent about $ 12.6 billion to the thrift unit of troubled Financial Corp. of America ",0,lend,21,0
43,"THE DC-10 ROSE from a runway at Chicago 's O'Hare Airport , slowly rolled over onto its back and hit the ground , killing everyone aboard ",0,roll,13,0
44,"Schieffelin & Somerset Co. is beginning a boldly different , big - budget advertising campaign that it hopes will persuade more baby boomers to drink its Johnnie Walker Scotch whisky brands ",0,drink,24,0
45,"John Gil , a San Diego landlord , and Mike Black , an apartment manager , were sued in state Superior Court in San Diego by a tenant who was assaulted by a pet monkey owned by two other renters ",0,assault,30,0
46,Knight - Ridder stumbled in one past push into information services ,0,stumble,3,0
47,"Nearly every local union either voted to strike or planned to since the Acustar issue flared up , and while most of those possible walkouts will likely never take place , about three plants are still seriously pursuing grievances , a union official said ",0,strike,7,0
48,"Pitching a baseball , it was agreed , is akin to striking a golf ball in that it is a complex act that only looks simple ",0,strike,11,0
49,"They destroyed 450 , 000 acres of sugar beets and other crops ",0,destroy,1,0
50,"For the most part the events flow swiftly , from the decision by the gamblers to bribe the players , to the players ' decision to accept the bribe , to the games , to the newspaper expose , to the trial ",0,flow,6,0
51,"Ravin Caldwell , an obscure rookie special - teams player from Arkansas , finally grasped it , probably saving his team 's bacon ",0,grasp,14,0
52,"Labor unions , too , attack the underground economy ",0,attack,5,0
53,"Despite the problem , the Daedalus is almost ready for its main mission : a recreation this spring of the flight of the mythological Greek inventor Daedalus , who escaped from prison on the island of Crete by making wax - and - feather wings and flying 70 miles to the mainland of Greece ",0,escape,29,0
54,"In one spectacular 508-point swan dive Oct. 19 , the industrial average crashed back to the level it first surpassed in March 1986 , vaporizing the stunning advances of the intervening months -- along with many investors ' paper profits ",0,vaporize,24,0
55,"Japanese , West German , Taiwanese and other foreign machine tool builders grabbed business away from U.S. machine builders , both in the U.S. and abroad ",0,grab,12,0
56,A revenue passenger mile is one paying passenger flown one mile ,0,fly,8,0
57,"He disputes the longheld theory that the Great Pyramids were made of limestone blocks cut , dragged long distances , and hoisted into place , arguing that they were made by pouring long - lasting cement ",0,drag,16,0
58,It may help explain why insider trading could have flourished unchecked for so long on Wall Street ,0,flourish,9,0
59,"From the 14th century to Corregidor in 1942 , such forts had to be taken by storm before attacking ships could pass ",0,attack,18,0
60,"Mr. Della Femina became a fixture on TV news reports about acquired immune deficiency syndrome , for example , after his agency created the line , '' I enjoy sex , but I ' m not ready to die for it , '' for LifeStyles condoms ",0,die,38,0
61,It is targeted at space testing of SDI technologies ,0,target,2,0
62,"Yet when ordered to dance by his master , he gamely sprinkles a little sand on the ground and shuffles through a series of rapid dance steps ending in a pathetic little pawing motion that symbolizes his entrapment ",0,dance,4,0
63,"He added : '' There is so much space out there that people are making deals at good prices , absorbing space ",0,absorb,20,0
64,Other people love Acapulco -- and do n't miss Frank Sinatra ,0,miss,8,0
65,"Terry Knowles , special agent in charge of the Sacramento FBI office , declined to say why California was targeted or provide other details ",0,target,19,0
66,"'' We encourage our people as much as we can to fly on United Airlines and eat Kellogg cereals , '' says Jack Ryan , executive vice president of Leo Burnett Co . , which also handles advertising for GM 's Oldsmobile division ",0,eat,16,0
67,"Colombia signed a $ 1 billion loan with 112 of its bank creditors , showing that banks still are willing to lend to the more - creditworthy Latin American countries ",0,lend,21,0
68,"Under the pact , Ashland will treat the contaminated soil , and it will pump and treat ground water to meet drinking - water standards , among other things ",0,pump,14,0
69,"Peter Lynch , who runs Fidelity Investments ' mammoth Magellan Fund , said the recent performance of the big funds , which stumbled badly late last year , should shoot down the theory that they are '' over the hill . '",0,stumble,22,0
70,The rest would go to more than 30 international banks that lent the National Bank money before it was seized and closed by Brunei in November 1986 ,0,lend,11,0
71,"Like tiny beacons at night , alligators ' eyes reflect a brilliant red when struck by a beam of light ",0,strike,14,0
72,But critics say too much competition is emerging in the business for the tiny population targeted ,0,target,15,0
73,Some are trying to escape childhoods troubled by missing fathers or drug - addicted mothers ,0,escape,4,0
74,"Carl C. Icahn , Texaco Inc. 's major shareholder , sued to dissolve the company 's agreement with Pennzoil Co. that bars Pennzoil from supporting his reorganization plan for Texaco ",0,dissolve,12,0
75,Mr. Andrews ate rancid mutton fat and drank mare 's milk in the Gobi with the best and worst of them ,0,drink,1,0
76,Part of the drop was attributed to the lessening severity of Hurricane Gilbert and expectations it would miss major U.S. oil facilities ,0,miss,17,0
77,"In seats of supple leather , Belgian students drink wine and listen to personal stereos ",0,drink,8,0
78,"'' I was so happy that I practically danced back into the house , '' Mr. Popejoy says ",0,dance,8,0
79,The debate for the rematch was so withering that Nissan Motor Co. used a news clip of Mr. Tucker 's criticisms in its bid to keep the UAW out of its Tennessee plant ,0,wither,7,0
80,"The only thing certain is that a Korean merchant wholly dependent on the good will of his customers would be crazy to attack a black grandmother in a virtually all - black neighborhood -- and Mr. Chung , who cleaned fish for three years to scrape together the money to buy his market , seems anything but crazy ",0,attack,22,0
81,"The media have given him a ticket to ride , but they 're unlikely to leave him in the driver 's seat for long ",0,ride,8,0
82,"And if occupancy ran low , the administrator would just let the doctors know and the beds would fill up ",0,fill,18,0
83,"First Federal was then to absorb several other troubled thrifts in federally assisted mergers , as part of the Federal Savings and Loan Insurance Corp. 's so - called Southwest Plan to rescue the many ailing savings and loans based in the region ",0,absorb,5,0
84,"He said these proposals '' ought always to be listened to with great precaution , and ought never to be adopted till after having been long and carefully examined , not only with the most scrupulous , but with the most suspicious attention ",0,examine,28,0
85,"The funds rate , which is the rate on reserves that banks lend each other overnight , strongly influences many other rates , including those that dealers must pay to finance their bond holdings ",0,lend,12,0
86,And they die anyway . ',0,die,2,0
87,"Virginia Belden , who sells vacuum cleaners and sewing machines at the Towne East store , however , frets that some shoppers might miss the thrill of getting a bargain ",0,miss,23,0
88,"The EPA 's current emission standard for radium is five picocuries per liter , a standard that corresponds to a risk whereby one of 10 , 000 people exposed to such an emission level over a lifetime would die ",0,die,38,0
89,"In June 1986 , the Department of Correction announced that killer William Horton had escaped while on a weekend off from prison -- his 10th furlough ",0,escape,14,0
90,"The federal judge , while backing the pill last week , has left open the possibility he might strike it down at a later date under different conditions ",0,strike,18,0
91,"Prompted by news reports of alleged misappropriation of funds , the SEC visited the firm 's New York headquarters last week with the intention of examining business records ",0,examine,25,0
92,"These Protestants retaliate by physically attacking Catholics , Mr. Donnelly says ",0,attack,5,0
93,"However , there is no targeting to areas where soil erosion affects watersheds ",0,target,5,0
94,Phalanx can be overwhelmed when a ship is attacked by several missiles at once -LRB- the Stark was struck by two Exocets -RRB- ,0,attack,8,0
95,"Few things give him more satisfaction now , it seems , than the hundreds of roses , fruit trees and berry bushes the 57-year - old Mr. Lance and a grandson have planted together ",0,plant,32,0
96,"Federated 's board , following an all - day meeting yesterday , is expected to direct its financial advisers to examine alternatives to the Campeau bid , the sources said ",0,examine,20,0
97,"By hitching a ride on these proteins , drugs can be very narrowly targeted to attack diseased cells , Mr. McCamant says ",0,attack,15,0
98,"He notes that Iraq defused American anger last year by offering to pay damages after an Iraqi jet fighter mistakenly fired at the frigate USS Stark , killing 37 seamen ",0,kill,27,0
99,"'' I do n't think we could carry Iowa even if it rains every day , '' says Washington GOP consultant Eddie Mahe , who stayed out of the GOP nomination contest but will work for Mr. Bush this fall ",0,rain,12,0
100,But I think it would be wise for all Americans to remember that the British were ruthless colonial masters wherever the Union Jack flew . -LRB- We fought the Revolutionary War over the issue . -RRB-/-R,0,fly,23,0
101,"And so long as one - third of the black population is mired in poverty , blacks will not hear of dismantling programs that enabled so many within their ranks to escape poverty in the first place ",0,escape,31,0
102,"Nikko 's Mr. Axilrod predicts the central bank will try to hold the interest rate on federal funds -- the closely watched rate on reserves that banks lend each other overnight -- at about 6 1 2 % , down from the 6 3 4 % rate in recent weeks ",0,lend,27,0
103,"To fill these growing gaps , Congress increasingly has turned to employers to expand coverage to even more employees and non - employees ",0,fill,1,0
104,"Currently , if they do n't plant an allotted percentage of their so - called crop base with subsidized crops , the government penalizes them the next year by reducing the size of their base , thus cutting their subsidy payments ",0,plant,6,0
105,"Among those who drink alcoholic beverages world - wide , 8 % consume daily amounts that are damaging to their health and to society ",0,drink,3,0
106,"So far , two participants have died , a child has apparently been struck and killed , two racers have received paralyzing injuries and close to 30 more have been seriously hurt ",0,strike,13,0
107,At that level the department could permit farmers in the government program to plant on more land ,0,plant,13,0
108,But he said Cigna 's after - tax gain wo n't be material because the company will absorb certain deferred taxes of the division ,0,absorb,17,0
109,Most - Remarkable Injury -- Angels outfielder Chili Davis dislocated a toe when he kicked a chair after popping out in a June 26 home game against Milwaukee ,0,kick,14,0
110,"Many American firms are stumbling badly , and most of their problems appear to stem from their mistaken assumption that what works at home will work in Britain ",0,stumble,4,0
111,"They appear in the internecine killing between different mafia groups , and the killing of judges , journalists , police and government leaders opposed to the drug traffic ",0,kill,5,0
112,"Iran said its jets bombarded an Iraqi military base and oil refinery in Baghdad , and Iraq said its forces attacked 10 Iranian towns ",0,attack,20,0
113,The finding of the crack could prompt a re - examination of the struts on the rockets used for Discovery to ensure that cracks have n't been missed there ,0,miss,27,0
114,Another major Japanese concern is that any mold that slips throught U.S. screening procedures would flourish during the long passage to Japan ,0,flourish,15,0
115,His native caution strikes a responsive chord with the average German ,0,strike,3,0
116,"Data rooms opened this week , and for each of the eight packages , at least 10 companies plan to examine the information , Mr. Ketelsen said ",0,examine,20,0
117,"Nothing Like the Sun '' left you relatively cool , you wo n't want to miss these concerts featuring the former Police chief and his hot new band ",0,miss,15,0
118,"News of Mr. Bilzerian 's filing , under the Hart - Scott - Rodino Antitrust Act , knocked FlightSafety 's stock up $ 2.25 a share yesterday to close at $ 26.75 in New York Stock Exchange composite trading ",0,knock,17,0
119,But that bid withered after the Oct. 19 stock market crash ,0,wither,3,0
120,"An estimated 18 , 100 Americans will die from it this year , making the disease the fifth - greatest cause of cancer deaths ",0,die,7,0
121,I confess I fear word will get out that '' the man in the green house is a soft touch '' -- and that I will soon have several '' Clints '' knocking on my door ,0,knock,32,0
122,But Sen. Quayle stumbled twice during the day trying to explain his decision to enter the National Guard in 1969 during the Vietnam War ,0,stumble,3,0
123,"He said incinerator temperatures of as much as 1 , 000 degrees Celsius are enough to destroy the mineral ",0,destroy,16,0
124,"Then again , other gases might cause a lot of clouds to form , blocking sunlight and cooling things off ",0,cool,17,0
125,Or marvelously grisly -LRB- like Trotsky careening around with his assassin 's pickax stuck in his head ; or the male hustler brutally bludgeoning Latin heartthrob Ramon Novarro -RRB- ,0,stick,13,0
126,Mr. Paulson also flew over China ,0,fly,3,0
127,We begged his mother for months to let us take him into Nha Trang and have it fixed ,0,fix,17,0
128,A countywide sewage - treatment plant recently began operations here ; the smell in a nearby neighborhood is so awful that one teen - age girl says she ca n't eat at home ,0,eat,30,0
129,"Most of the banks specifically have targeted marketing campaigns at profitable small companies . -LRB- Separately , Dai - Ichi Kangyo said it will name Ichiro Nakamura , now a vice president , as chairman , succeeding Tetsuya Fujimori ",0,target,6,0
130,'' I have long suspected that more people are sleeping apart because of snoring than are sleeping together for all other reasons combined . ',0,sleep,16,0
131,"The size of a Dalmatiner , these horses were ridden by teen - age boys dressed up as Valkyries to give an illusion of distance in the first production of the '' Ring . '",0,ride,9,0
132,"Since then , Mr. Cahouet has filled nearly every major spot in Mellon 's upper management with executives from New York and West Coast banking centers ",0,fill,6,0
133,"'' Nothing less than targeted , mandated reductions in acid - rain emissions in the U.S . '' will satisfy Canada , Mr. Mulroney said in his prepared remarks ",0,target,4,0
134,"Two executive vice presidents resigned from First Chicago Corp. to take other jobs , and the banking concern shifted some officers to fill the vacancies ",0,fill,22,0
135,"Spring potatoes have been planted on 81 , 900 acres , down 1 % from last year but up 6 % from two years ago ",0,plant,4,0
136,"Lots of people ride bicycles , joggers are out in fair numbers , and the last time I passed a tennis complex , all the courts were full ",0,ride,3,0
137,"In retelling the story of Freud 's life and work , Peter Gay plows a furrow already dug deep by many previous Freud biographers and historians of psychoanalysis ",0,plow,13,0
138,"Of course , none or only some of the rules apply to Utah 's private clubs -LRB- open to out - of - towners at a $ 5 fee -RRB- and beer bars , which sell setups and uncork wine but ca n't touch the liquor that you are free to bring in ",0,touch,43,0
139,"British farmers flourish under the EC 's Common Agriculture Policy , and its food companies have grown to global giants , in part because of EC markets ",0,flourish,2,0
140,"The solvent failed to dissolve non - cholesterol gallstones in two patients , however ",0,dissolve,4,0
141,Israeli warplanes destroyed a PLO base in a Druse - held hilltop above Beirut in Israel 's deepest air raid into Lebanon this year ,0,destroy,2,0
142,"And when Mr. Chirac did get an opponent , he attacked the Francois Mitterrand of 1981 , not the one of 1988 ",0,attack,10,0
143,"If dry weather cuts normal production by just three bushels an acre , the nation 's soybean stockpiles could evaporate by next year , says Richard Loewy , senior grain and oilseed analyst at Prudential - Bache Securities Inc ",0,evaporate,19,0
144,"While the chief contracting officer in the cruise - missile office , Mr. Parkin in 1982 helped Mr. Galvin get a $ 225 , 964 contract to study the targeting equipment for the Tomahawk missile , according to the Navy and Mr. Parkin ",0,target,29,0
145,"'' This is the kind of junk we ca n't even melt into other garbage , '' says a major coin wholesaler who asked to remain anonymous because he has sold other coins under the auspices of the Marshall Islands ",0,melt,11,0
146,"Director John McTiernan -LRB- '' Predator '' -RRB- has efficiently slapped together the ingredients for a big , ear - shattering action film : slick , heavily armed villains ; a wife in peril ; stupid TV journalists who only make things worse ; a renegade cop who singlehandedly destroys the bad guys against impossible odds ",0,destroy,49,0
147,"The difference : An ever wealthier South Korea can imagine absorbing the poorer , less - populated Communist North , but Taiwan , no matter how rich , would be swallowed whole by the massive Chinese mainland ",0,absorb,10,0
148,Mr. Tyson has denied that he tried to kill himself and that he assaulted his wife ,0,assault,13,0
149,And Jackson adviser Roger Wilkins warned that '' trust and loyalty are bound to wither '' if the lines of communication between the two camps are not kept open ,0,wither,14,0
150,"The pas de deux danced the past week by Secretary of State Shultz and Senator Sam Nunn has been dreadful political ballet , with the Reagan administration discovering what happens when you choose to dance with your political enemies ",0,dance,34,0
151,"Though riding the luge is a fairly dangerous sport , the scariest moment for the Philippines ' Mr. Ocampo came a week before the Olympics when his credentials to participate were temporarily blocked by Philippine bureaucrats ",0,ride,1,0
152,"Sears shares escaped with little damage , falling just 1 8 to 34 1 2 in active trading ",0,escape,2,0
153,"E.F. HUTTON & CO . : Now in the process of being absorbed by Shearson Lehman Brothers , Hutton does n't seem to have picked stocks as well as Shearson did ",0,absorb,12,0
154,But a source close to Black & Decker acknowledged that the company had received the information from American Standard and said that the company 's representatives will meet with American Standard officials this afternoon to examine nonpublic information ,0,examine,35,0
155,"'' I tried to move and talk but that was impossible , '' recalled an Australian boy in 1973 , after he fell ill from eating puffer fish ",0,eat,25,0
156,It really is a shame the famous old astrologer and Reagan friend Carroll Righter died last week and missed all this ,0,miss,18,0
157,"The company had a $ 14.24 billion working capital surplus at year end , but $ 13.98 billion of that came from money lent by GMAC to the parent , which took over financing of wholesale sales to dealers ",0,lend,23,0
158,The outlook for the Peruvian miners strike remained cloudy ,0,strike,6,0
159,"At least Mr. Gay is honest enough , in this instance , to acknowledge that Freud 's entire '' psychoanalysis '' of Leonardo rested on the mistranslation of an Italian word into the German text that served as Freud 's source -- and that '' this gaffe , '' though first pointed out in 1923 , was '' never acknowledged by Freud . . . '",0,rest,23,0
160,"From the answer to the Vietnam issue , should it ever be conclusively decided , will flow the prevailing view of America 's world role ",0,flow,16,0
161,The kinky Keynesians who devised it will be lucky to escape across the Potomac with their pie charts ,0,escape,10,0
162,"'' But it would be unusual for the appeals court to kick him out , since all the judges have to live with each other . '",0,kick,11,0
163,"Limited grew so quickly and was such a hit on Wall Street for so long '' that some of us thought it could escape the current fashion retail slump , but that is n't the case . '",0,escape,23,0
164,Others are drinking heavily ,0,drink,2,0
165,Some are trying to escape childhoods troubled by missing fathers or drug - addicted mothers ,0,miss,8,0
166,"Blacks who have quit white - run businesses say they do n't miss insults from whites who often did n't even realize they were insulting , or the edginess on the part of whites uncomfortable around blacks ",0,miss,12,0
167,"At the same time , Coleco 's diversification plan -- which industry analysts approve of as a way to smooth out the company 's ups and down of the past -- has been disappointing so far ",0,smooth,19,0
168,"The pumps can be reprogrammed by telephone to alter dosages , and he says that one of his young patients recently resumed riding a bicycle ",0,ride,22,0
169,Pakistani cheating could prompt Moscow to declare the accords void or to attack Afghan - resistance camps in Pakistan ,0,attack,12,0
170,"He did n't set a deadline for destroying PCBs , but said movable disposal units might be leased from the U.S. to help eliminate those stored in warehouses across the country ",0,destroy,7,0
171,"'' A German , '' said Mr. Bradford , '' is just not going to drink beer out of a can . '",0,drink,15,0
172,"In the letter , Tom Matthews , Eastern 's senior vice president of human resources , asked the mediation board to begin a 30-day countdown after which the machinists union would be free to strike -- and Eastern free to impose unilaterally the cost -- saving contract that it wants ",0,strike,34,0
173,"'' We have n't dug down to see '' what is missing , says Mr. Nelson ",0,miss,11,0
174,"Soybean seed sales skidded last spring in South Carolina , and dealers were forced to destroy tens of thousands of bags ",0,destroy,15,0
175,"It also said that 35 , 478 troops were wounded and that 311 remained missing in the Soviet Union 's battle with anti - Kabul Moslem insurgents ",0,miss,14,0
176,"Some of those arrested were dragged from buses that were to take them back to Managua ; others , such as 18-year - old Norman Lenin Cardoza -LRB- who denies ever attending the rally -RRB- and attorney Roger Guevara Mena , were arrested by state security police days later ",0,drag,5,0
177,"Two young women in the front seat were n't wearing belts , but escaped without permanent injuries ",0,escape,13,0
178,"Currently , the company is fixing only 200 to 300 units a day , far below TRW 's goal of 2 , 000 units a day ",0,fix,5,0
179,"About 80 separate documents had to be filled out , many of them in an effort to reassure institutional money managers about the company 's credit - worthiness and prospects , Mr. Koch says , adding , '' There were times I wanted to kill . '",0,fill,7,0
180,"Dave Hoover rolls his 400-pound minijet above the air - show crowd , swooping to within a dozen feet of the runway and popping his landing gear in and out ",0,roll,2,0
181,"But as most of those certificates are destroyed in favor of computer records , the investor who requests a certificate will have to wait until it 's delivered by the city or state that issued the bond ",0,destroy,7,0
182,"In the classic model , a bull market flourishes when money flows into the market ",0,flourish,8,0
183,"In late June , for example , a group that included Teddy Roosevelt 's great - great - granddaughter stood down some bulldozers trying to plow a road through a moor near the island village of Siasconset ",0,plow,25,0
184,"Mr. Grauer added , '' The commission totally missed the point ",0,miss,8,0
185,Phalanx can be overwhelmed when a ship is attacked by several missiles at once -LRB- the Stark was struck by two Exocets -RRB- ,0,strike,18,0
186,Then he drop - kicked the ball through some goal posts about 50 yards distant ,0,kick,4,0
187,"Thus , Japanese companies would have to fight it out with foreign rivals that are targeting the same niche , including Fokker B.V. of the Netherlands , British Aerospace PLC , MBB and Boeing ",0,target,15,0
188,"But when the rangers drove the girls to the ranger station , the unattended youth sped away , drank heavily , and 10 hours later smashed into a motorcyclist ",0,drink,4,0
189,The shelling killed two people in his kibbutz ,0,kill,2,0
190,Reserving enables banks to absorb losses on bad credits ,0,absorb,4,0
191,"Its theme -- Peter dragging Russia out of the dank Dark Ages -- is vast and lofty , and perhaps only a man who dreamed and drank too much would have had the gumption to cut so wide and deep a swath into the heart of Russia ",0,drink,26,0
192,"Like many recent LBOs gone public , however , Days Inns had begun to wither even before the market crash , as investor interest in small issues began to wane ",0,wither,14,0
193,Dollars flowed from automated teller machines ,0,flow,1,0
194,"Smaller , more precise probes were developed that researchers hoped would home in on the missing DNA bit and , possibly , the DMD gene itself ",0,miss,15,0
195,"When a New York magazine confronted Wasserstein Perella with an as - yet - unpublished unflattering story about the new firm , Wasserstein Perella officials suspected First Boston of planting it ",0,plant,29,0
196,"Together they strike back , forming a company to produce clothes for the senior - citizen set ",0,strike,2,0
197,"If he and the Senate differ sharply on the answers , the treaties probably will die in the Senate , and the setback to U.S.Soviet relations will be severe ",0,die,15,0
198,"On Friday , Commander Abdul Haq 's troops attacked Kabul Airport with new Sacher incendiary rockets ",0,attack,8,0
199,The low pressure causes liquid in the arm to evaporate and to be pulled into the pipe ,0,evaporate,9,0
200,"In addition to warning pilots when they hit unexpected , low - altitude wind shear , the new required equipment will provide the crew with computer - generated instructions on the best path to take to escape the wind shear ",0,escape,36,0
201,"Several Wall Street investment bankers said clients have instructed them to examine the feasibility of topping the Swiss giant 's bid , but emphasized that interest so far is preliminary ",0,examine,11,0
202,"In short , a completely effective SDI would give the Soviets what they do not now have : the ability to strike the U.S. without fear of retaliation ",0,strike,21,0
203,"In this nervous , jumpy world economic reality matters less than the rumors and out - of - context scraps of information that pour into the trading rooms ",0,pour,23,0
204,Whether that should be welcome news or cause for alarm depends on one 's confidence in the ability of Congress to write rules for markets without destroying them ,0,destroy,26,0
205,'' We 're going to keep attacking . ',0,attack,6,0
206,"In the third '' mansion , '' the lascivious emperor , Diocletian -LRB- Patrick Dupond -RRB- , dances a pas de deux with the youth and then repeats it , almost step for step , with the queen ",0,dance,17,0
207,"Winos will drink anything if need be , but when they have the money to buy what they want , they tend to hew to the familiar . -LRB- Sales resistance may help explain why the handful of low - end products that companies have tried to launch in the past 20 years mostly have bombed . -RRB-/-R",0,drink,2,0
208,"Arden L. Bement Jr . , vice president , technical resources , of TRW Inc . , was named a director of this maker of electronic test and measurement instruments , filling a vacancy ",0,fill,31,0
209,Coke is even directly attacking coffee 's breakfast appeal with radio ads urging people to drink something cold to come '' alive in the morning . ',0,drink,15,0
210,"Stones are laid close together , generally slanting inward , with each stone touching as many others as possible ",0,touch,13,0
211,"When the baby drops a rattle , Mr. Prentnieks scoops it up and puts it in the baby 's fist -- still listening to Mr. Jackson 's speech with his camera rolling ",0,roll,3,0
212,A revenue passenger mile is one paying passenger flown one mile ,0,fly,8,0
