sentence,pos_seq,genre,preds,true
probably need to get Ken 's,"['ADV', 'VERB', 'PART', 'VERB', 'PROPN', 'PART']",conversation,00010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
probably need to get Ken 's permission !,"['ADV', 'VERB', 'PART', 'VERB', 'PROPN', 'PART', 'NOUN', 'PUNCT']",conversation,00010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
They 're treating,"['PRON', 'VERB', 'VERB']",conversation,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Bet it was erm,"['PROPN', 'PRON', 'VERB', 'ADV']",conversation,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Speak to you later .,"['VERB', 'ADP', 'PRON', 'ADV', 'PUNCT']",conversation,01000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
That 's what we said .,"['DET', 'VERB', 'NOUN', 'PRON', 'VERB', 'PUNCT']",conversation,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
I 'm watching these .,"['PRON', 'VERB', 'VERB', 'DET', 'PUNCT']",conversation,00010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Is that what you want ?,"['VERB', 'DET', 'NOUN', 'PRON', 'VERB', 'PUNCT']",conversation,01000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Well I I ca n't think !,"['INTJ', 'PRON', 'PRON', 'VERB', 'ADV', 'VERB', 'PUNCT']",conversation,"0000000000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000","0000000000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000"
You see I mean,"['PRON', 'VERB', 'PRON', 'VERB']",conversation,01000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
We 'll call in .,"['PRON', 'VERB', 'VERB', 'PART', 'PUNCT']",conversation,00110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
You use that ?,"['PRON', 'VERB', 'DET', 'PUNCT']",conversation,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Well in the summer you wo n't need jumpers will you like this ?,"['INTJ', 'ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'ADV', 'VERB', 'NOUN', 'VERB', 'PRON', 'VERB', 'DET', 'PUNCT']",conversation,01000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
I ca n't think that one person in a car on their own would want to go to MacDonalds too often .,"['PRON', 'VERB', 'ADV', 'VERB', 'ADP', 'NUM', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'VERB', 'VERB', 'PART', 'VERB', 'ADP', 'PROPN', 'ADV', 'ADV', 'PUNCT']",conversation,00000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Well there 's one on there , I ca n't remember","['INTJ', 'ADV', 'VERB', 'NUM', 'ADP', 'ADV', 'PUNCT', 'PRON', 'VERB', 'ADV', 'VERB']",conversation,"0000000000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000","0000000000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000"
I suppose you like that film .,"['PRON', 'VERB', 'PRON', 'ADP', 'DET', 'NOUN', 'PUNCT']",conversation,00001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Do you know it was only five lines .,"['VERB', 'PRON', 'VERB', 'PRON', 'VERB', 'ADV', 'NUM', 'NOUN', 'PUNCT']",conversation,00000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Can you pass me that er , sheet ?","['VERB', 'PRON', 'VERB', 'PRON', 'ADP', 'INTJ', 'PUNCT', 'NOUN', 'PUNCT']",conversation,00000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Yeah , we got five minutes .","['INTJ', 'PUNCT', 'PRON', 'VERB', 'NUM', 'NOUN', 'PUNCT']",conversation,00010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"yes , join you all","['INTJ', 'PUNCT', 'VERB', 'PRON', 'DET']",conversation,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"That 's the way I feel , am I not allowed ?","['DET', 'VERB', 'DET', 'NOUN', 'PRON', 'VERB', 'PUNCT', 'VERB', 'PRON', 'ADV', 'VERB', 'PUNCT']",conversation,00010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Mind you , when we were over","['VERB', 'PRON', 'PUNCT', 'ADV', 'PRON', 'VERB', 'ADP']",conversation,00000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"What they gon na , what they gon na by the pound ?","['NOUN', 'PRON', 'VERB', 'PART', 'PUNCT', 'NOUN', 'PRON', 'VERB', 'ADP', 'ADP', 'DET', 'NOUN', 'PUNCT']",conversation,00000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
I wished I 'd of done when I lost all my weight,"['PRON', 'VERB', 'PRON', 'VERB', 'ADV', 'VERB', 'ADV', 'PRON', 'VERB', 'ADJ', 'ADJ', 'NOUN']",conversation,00000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"No , no , we just bought it up","['INTJ', 'PUNCT', 'INTJ', 'PUNCT', 'PRON', 'ADV', 'VERB', 'PRON', 'PART']",conversation,00000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"No , that 's what everybody thought","['INTJ', 'PUNCT', 'DET', 'VERB', 'NOUN', 'NOUN', 'VERB']",conversation,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"They have n't mentioned it this year , have they ?","['PRON', 'VERB', 'ADV', 'VERB', 'PRON', 'DET', 'NOUN', 'PUNCT', 'VERB', 'PRON', 'PUNCT']",conversation,00000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Yeah , I already told that .","['INTJ', 'PUNCT', 'PRON', 'ADV', 'VERB', 'DET', 'PUNCT']",conversation,00000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
No I never swore everybody to secrecy but they all know it you cos you told them !,"['INTJ', 'PRON', 'ADV', 'VERB', 'NOUN', 'PART', 'VERB', 'CCONJ', 'PRON', 'DET', 'VERB', 'PRON', 'PRON', 'ADP', 'PRON', 'VERB', 'PRON', 'PUNCT']",conversation,00000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
But Stuart when we 've done the we 're gon na book that .,"['CCONJ', 'PROPN', 'ADV', 'PRON', 'VERB', 'VERB', 'DET', 'PRON', 'VERB', 'VERB', 'PART', 'VERB', 'DET', 'PUNCT']",conversation,00000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Sort of jewellery you see .,"['ADV', 'ADP', 'NOUN', 'PRON', 'VERB', 'PUNCT']",conversation,00001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
That was gone seven o'clock when,"['DET', 'VERB', 'VERB', 'NUM', 'NOUN', 'ADV']",conversation,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"time er , put it right .","['NOUN', 'INTJ', 'PUNCT', 'VERB', 'PRON', 'ADJ', 'PUNCT']",conversation,00010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Oh I did n't know that !,"['INTJ', 'PRON', 'VERB', 'ADV', 'VERB', 'DET', 'PUNCT']",conversation,00000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
I did n't know he said that to him !,"['PRON', 'VERB', 'ADV', 'VERB', 'PRON', 'VERB', 'ADP', 'ADP', 'PRON', 'PUNCT']",conversation,00000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
I said to John,"['PRON', 'VERB', 'ADP', 'PROPN']",conversation,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
wipe it off but nobody knows who you are anyway so what difference does it make ?,"['VERB', 'PRON', 'PART', 'CCONJ', 'NOUN', 'VERB', 'NOUN', 'PRON', 'VERB', 'ADV', 'ADV', 'ADJ', 'NOUN', 'VERB', 'PRON', 'VERB', 'PUNCT']",conversation,"1000000000000001000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000","1000000000000001000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000"
sort of sit there putting what the solicitor said in your,"['ADV', 'ADV', 'NOUN', 'ADV', 'VERB', 'NOUN', 'DET', 'NOUN', 'VERB', 'ADP', 'ADJ']",conversation,00001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
We ca n't afford any sloppiness .,"['PRON', 'VERB', 'ADV', 'VERB', 'DET', 'NOUN', 'PUNCT']",fiction,00010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Paula guessed .,"['PROPN', 'VERB', 'PUNCT']",fiction,"0000000000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000","0000000000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000"
Ã¢ÂÂ Shall we sit over there in the corner ?,"['NOUN', 'VERB', 'PRON', 'VERB', 'ADV', 'ADV', 'ADP', 'DET', 'NOUN', 'PUNCT']",fiction,"0000000000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000","0000000000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000"
"In the meantime , do n't forget your friends , eh Paula ?","['ADP', 'DET', 'NOUN', 'PUNCT', 'VERB', 'ADV', 'VERB', 'ADJ', 'NOUN', 'PUNCT', 'INTJ', 'PROPN', 'PUNCT']",fiction,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
I smiled at the severity of Ellen 's judgment .,"['PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'PART', 'NOUN', 'PUNCT']",fiction,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Ã¢ÂÂ What do you make of Rickie ?,"['NOUN', 'NOUN', 'VERB', 'PRON', 'VERB', 'ADP', 'PROPN', 'PUNCT']",fiction,00001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
I promise you one thing ; he 's brought none of it on board .,"['PRON', 'VERB', 'PRON', 'NUM', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'VERB', 'NOUN', 'ADP', 'PRON', 'ADP', 'NOUN', 'PUNCT']",fiction,00001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
The plane lurches into motion .,"['DET', 'NOUN', 'VERB', 'ADP', 'NOUN', 'PUNCT']",fiction,00110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
He would like to say something more graceful .,"['PRON', 'VERB', 'VERB', 'PART', 'VERB', 'NOUN', 'ADV', 'ADJ', 'PUNCT']",fiction,00000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
She speaks Swahili to the servant .,"['PRON', 'VERB', 'PROPN', 'ADP', 'DET', 'NOUN', 'PUNCT']",fiction,00010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
He walks without a backward glance .,"['PRON', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']",fiction,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Ã¢ÂÂ I 'll talk to him .,"['NOUN', 'PRON', 'VERB', 'VERB', 'ADP', 'PRON', 'PUNCT']",fiction,"0000100000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000","0000100000000000000000000000000000000
000000000000000000000000000000000000000000000000000000000000000000000000000000"
Do n't worry .,"['VERB', 'ADV', 'VERB', 'PUNCT']",fiction,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Ã¢ÂÂ No , I 'm here to make a report to the governor .","['NOUN', 'INTJ', 'PUNCT', 'PRON', 'VERB', 'ADV', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']",fiction,00000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
He is descended from Mbatian .,"['PRON', 'VERB', 'VERB', 'ADP', 'PROPN', 'PUNCT']",fiction,00110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Ã¢ÂÂ We know this .,"['NOUN', 'PRON', 'VERB', 'DET', 'PUNCT']",fiction,00010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
She wants me to talk to you .,"['PRON', 'VERB', 'PRON', 'PART', 'VERB', 'ADP', 'PRON', 'PUNCT']",fiction,00000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"Ã¢ÂÂ What I want to say is this , there was a misunderstanding .","['NOUN', 'NOUN', 'PRON', 'VERB', 'PART', 'VERB', 'VERB', 'DET', 'PUNCT', 'ADV', 'VERB', 'DET', 'NOUN', 'PUNCT']",fiction,00000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Ã¢ÂÂ I have offered cattle to his family .,"['NOUN', 'PRON', 'VERB', 'VERB', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT']",fiction,00000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
They wo n't hold up proceedings while we talk to him .,"['PRON', 'VERB', 'ADV', 'VERB', 'PART', 'NOUN', 'ADP', 'PRON', 'VERB', 'ADP', 'PRON', 'PUNCT']",fiction,00011000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00011000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
But the government wants to take away my son also .,"['CCONJ', 'DET', 'NOUN', 'VERB', 'PART', 'VERB', 'ADV', 'ADJ', 'NOUN', 'ADV', 'PUNCT']",fiction,00000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Fahfakhs said that .,"['PROPN', 'VERB', 'DET', 'PUNCT']",fiction,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Ã¢ÂÂ He will not talk to his son .,"['NOUN', 'PRON', 'VERB', 'ADV', 'VERB', 'ADP', 'ADJ', 'NOUN', 'PUNCT']",fiction,00000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
I ca n't support it .,"['PRON', 'VERB', 'ADV', 'VERB', 'PRON', 'PUNCT']",fiction,00010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
We can consider three possible changes :,"['PRON', 'VERB', 'VERB', 'NUM', 'ADJ', 'NOUN', 'PUNCT']",academic,00100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
How can man make history if at the same time it is history which makes him ?,"['ADV', 'VERB', 'VERB', 'VERB', 'NOUN', 'ADP', 'ADP', 'DET', 'ADJ', 'NOUN', 'PRON', 'VERB', 'NOUN', 'ADJ', 'VERB', 'PRON', 'PUNCT']",academic,00010010000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00010010000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
