verbs,sentences,preds,true
rain,"'' I was in the stands when it rained , '' said Victor Lespinasse , a floor broker for Dean Witter Reynolds , Chicago ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000010000000000000000000000000000000000000000000000000000000000000000000000000
sleep,"'' I found myself sleeping out on the steps in boot camp , '' he recalls ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000100000000000000000000000000000000000000000000000000000000000000000000000000000
sleep,"As a child , the 28-year - old Mr. Hellman spent three years sleeping in an underground bunker as rockets screamed overhead ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000100000000000000000000000000000000000000000000000000000000000000000000
stick,"When mixed with the blood of infected people , CBre3 sticks to the antibodies , causing a visually observable reaction ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000100000000000000000000000000000000000000000000000000000000000000000000000
touch,"This version stated that '' the other two men in the plane died , probably before Lt . Bush touched the water . '",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000100000000000000000000000000000000000000000000000000000000000000
absorb,Shocks from one - time changes in the terms of trade should be absorbed by adjustments in exchange - rate terms -- not price levels ,0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000100000000000000000000000000000000000000000000000000000000000000000000
absorb,"While the rest of the nation watched with mere curiosity or slight concern , the nation 's fourth - largest city was thoroughly absorbed by the approach of Hurricane Gilbert ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000010000000000000000000000000000000000000000000000000000000000
absorb,Mr. Ennis said he believes Rockwood got into financial difficulty because its expansion efforts '' outstripped its ability to absorb those activities . ',0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000100000000000000000000000000000000000000000000000000000000000000
absorb,"'' In a small company , the CEO and his people become so absorbed in the Eleven that it dominates the existence of the company . '",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000100000000000000000000000000000000000000000000000000000000000000000000
absorb,"The House - passed version also includes the 4 % raise , but would require agencies to absorb only half of the cost ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000010000000000000000000000000000000000000000000000000000000000000000
absorb,"Jordan , with a flagging economy and a 4.2 % annual birth - rate , could n't absorb another influx of refugees no matter how sympathetically it viewed their plight ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000010000000000000000000000000000000000000000000000000000000000000000
attack,'' Otherwise we will also be attacked . ',0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000001000000000000000000000000000000000000000000000000000000000000000000000000000
attack,'' A Bright Shining Lie '' will be attacked by those who have trimmed their judgments to this decade 's prevailing winds ,0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000010000000000000000000000000000000000000000000000000000000000000000000000000
attack,"The approach is raising eyebrows in the cigarette industry , which generally refrains from attacking the competition by name ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000010000000000000000000000000000000000000000000000000000000000000000000
attack,"Their report , to be published here Saturday in the Lancet , a leading British medical journal , immediately was attacked by some radiation specialists as too optimistic ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000010000000000000000000000000000000000000000000000000000000000000
attack,"The specialist system has been attacked frequently since the October market crash , especially by the Chicago - based futures markets ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000010000000000000000000000000000000000000000000000000000000000000000000000000000
attack,"In his previous handling of the case , Judge Brieant roundly attacked the merits of the Pennzoil judgment ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000010000000000000000000000000000000000000000000000000000000000000000000000
attack,"'' The big question is whether the pest problems are happening by themselves or whether opportunistic insects are attacking weakened trees , '' said David Marvin , a maple syrup producer in Johnson , Vt ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000001000000000000000000000000000000000000000000000000000000000000000
cool,"The drought is expected to draw down agricultural stockpiles , which could help '' cool '' the third - quarter - GNP report , economists said ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000010000000000000000000000000000000000000000000000000000000000000000000
cool,The suit alleged that Tamiami Gun Shop broke Florida gun laws by selling Mr. Katz the gun without the required 48-hour '' cooling off '' period ,0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000100000000000000000000000000000000000000000000000000000000000
cool,"Some U.S. officials believe that in time emotions will cool , and necessity once more will draw Iran toward normalizing relations with the U.S ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000001000000000000000000000000000000000000000000000000000000000000000000000000
cool,"If the story has cooled , it is because Speaker Wright and the Democratic caucus pulled the plug at the right moment ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000100000000000000000000000000000000000000000000000000000000000000000000000000000
cool,"If it cools off , they worry about lower earnings , which also would hurt the market ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0010000000000000000000000000000000000000000000000000000000000000000000000000000000
cool,'' The army would n't be able to cool it down or control it ,0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000010000000000000000000000000000000000000000000000000000000000000000000000000
cool,"He also said that if the dispute ca n't be settled by the end of the new cooling off period , Messrs ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000010000000000000000000000000000000000000000000000000000000000000000
cool,"While the 17 male supers who play guards and courtiers cool our heels , we are shoehorned into a room 15 feet square , reading newspapers and exchanging small talk ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000100000000000000000000000000000000000000000000000000000000000000000000000
dance,'' You 're not going to be able to dance and diddle here . ',0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000001000000000000000000000000000000000000000000000000000000000000000000000000
dance,He just might dance into the 1990s ,0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0001000000000000000000000000000000000000000000000000000000000000000000000000000000
dance,"He proposed what ministers in many countries have only danced around -- movement toward a global fixed - rate system , possibly linked to gold ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000001000000000000000000000000000000000000000000000000000000000000000000000000
dance,"Mr. McMillin doubts a rash of food takeovers will occur , because many companies already are dancing to Wall Street 's tune ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000100000000000000000000000000000000000000000000000000000000000000000
dance,"He has been in public life a long time , and no large skeletons have come dancing out of the closet yet ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000100000000000000000000000000000000000000000000000000000000000000000
dance,"Mr. McVeigh , a seven - year Smith Barney veteran , said his department was profitable until the crash and until Primerica '' started dancing on my head . '",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000001000000000000000000000000000000000000000000000000000000000
destroy,'' Any company in this market that hiccups is just destroyed ,0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000100000000000000000000000000000000000000000000000000000000000000000000000
destroy,"This destroys cancerous cells but also wipes out the patient 's '' good '' white blood cells that guard the immune system , leaving a patient vulnerable for almost a month to death by infection ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0100000000000000000000000000000000000000000000000000000000000000000000000000000000
destroy,"'' It would be much too much to say this will destroy either the parent company or { Cosmos } , '' says Dan Nielsen , an analyst with SBCI Securities -LRB- Asia -RRB- Ltd ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000010000000000000000000000000000000000000000000000000000000000000000000000
destroy,"An example : Last fall , Joseph Biden 's campaign was destroyed after a leaked videotape showed similarities between his speech and one given by British Labor Party leader Neil Kinnock ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000010000000000000000000000000000000000000000000000000000000000000000000000
die,"Long term , he says Newnam will live or die on its efforts to stress quality ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000001000000000000000000000000000000000000000000000000000000000000000000000000
die,"There were many who thought that the dream would die with the dreamer , but it continues on ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000001000000000000000000000000000000000000000000000000000000000000000000000000
die,"'' We can play democracy until we die of '' democratitis acuta '' and our post mortem will be very democratic , but very dead . '",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000100000000000000000000000000000000000000000000000000000000000000000000000000
die,"In order to focus federal resources on the SSC , its backers decided that Isabelle had to die ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000010000000000000000000000000000000000000000000000000000000000000000
die,The first time I read an article by humorist P.J. O'Rourke -- '' Among the EuroWeenies '' in Rolling Stone magazine -- I thought I was going to die laughing ,0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000100000000000000000000000000000000000000000000000000000
die,Recruit Cosmos is turning into the scandal that refuses to die -- but also refuses to spin out of control ,0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000100000000000000000000000000000000000000000000000000000000000000000000000
die,"Neither man is currently a government official , but the idea of a reprise of Mr. Kissinger 's famed opening to China in the early 1970s is so tantalizing that the rumor refuses to die ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000100000000000000000000000000000000000000000000000
die,The last clatterings of a standing ovation die down ,0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000100000000000000000000000000000000000000000000000000000000000000000000000000
die,"But fires that have charred about 675 , 000 acres in Alaska were left to die on their own ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000001000000000000000000000000000000000000000000000000000000000000000000
dissolve,Puma spokesman Uto Duethorn said Mr. Becker and Puma mutually agreed to dissolve the agreement this month ,0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000001000000000000000000000000000000000000000000000000000000000000000000000
dissolve,"'' Of course , the bondholders will have to ask : Is dissolving the company better than reorganization ? '",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000001000000000000000000000000000000000000000000000000000000000000000000000
dissolve,Tennis Lady said that after the sale it expects to '' dissolve the company or invest in new businesses . ',0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000010000000000000000000000000000000000000000000000000000000000000000000000
dissolve,"The lighting is cool throughout ; the sets are wispily painted scenes of trees and a castle , which dissolve easily from exteriors to interiors ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000100000000000000000000000000000000000000000000000000000000000000
drag,"'' As a result , gold and silver were dragged down more by platinum than by crude oil , '' he said ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000001000000000000000000000000000000000000000000000000000000000000000000000000
drag,'' He could n't take being dragged in ,0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000001000000000000000000000000000000000000000000000000000000000000000000000000000
drag,"The usually buoyant muscle man drags his way through the picture , though director Walter Hill probably should share the guilt for Arnold 's apparent lethargy ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000010000000000000000000000000000000000000000000000000000000000000000000000000000
eat,"'' These guys who are poisoning our youth with drugs and who are making money on it , we 'll make them eat it , '' he said ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000100000000000000000000000000000000000000000000000000000000000
eat,"Domestic private consumption has been eating up about $ 3 billion or more a year , even during the war ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000010000000000000000000000000000000000000000000000000000000000000000000000000000
eat,"The latter cells act normally as scavengers that eat up invading organisms , but also may be responsible for cell - to - cell infection of the AIDS virus ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000010000000000000000000000000000000000000000000000000000000000000000000000000
eat,They will eat crow for what they have been saying ,0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0010000000000000000000000000000000000000000000000000000000000000000000000000000000
escape,But Mr. Quayle ca n't seem to escape controversy ,0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000100000000000000000000000000000000000000000000000000000000000000000000000000
escape,Young Jean escaped her family into literature and into a fast crowd she found at the University of Colorado ,0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0010000000000000000000000000000000000000000000000000000000000000000000000000000000
escape,Money that escapes the pockets of bureaucrats disappears into rat holes ,0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0010000000000000000000000000000000000000000000000000000000000000000000000000000000
evaporate,"But party leaders ' hopes of writing a broadly worded document began to evaporate , as early versions of platform planks were cluttered with specific promises ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000100000000000000000000000000000000000000000000000000000000000000000000
evaporate,'' The specialness evaporates when a hands - on operation becomes a finger on a monolithic hand . ',0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0001000000000000000000000000000000000000000000000000000000000000000000000000000000
evaporate,"As to competitive advantages from devaluation , they will evaporate quickly ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000001000000000000000000000000000000000000000000000000000000000000000000000000
evaporate,"When they repeated the tests with the special precautions , the sensational results evaporated ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000100000000000000000000000000000000000000000000000000000000000000000000
evaporate,That measure assumed surpluses were the problem ; now the surpluses are evaporating ,0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000001000000000000000000000000000000000000000000000000000000000000000000000
examine,"The GAO was also to examine if the law has caused excessive red tape for employers , and if the law is being implemented well ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000010000000000000000000000000000000000000000000000000000000000000000000000000000
examine,The discovery has led air - safety investigators to examine a possible link between the Continental craft and two aircraft accidents that involved fuselage cracking ,0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000001000000000000000000000000000000000000000000000000000000000000000000000000
examine,"A Nielsen spokeswoman said the ratings company is examining '' several different approaches '' to measure commercial ratings , and is running '' several test programs '' using passive meters ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000010000000000000000000000000000000000000000000000000000000000000000000000000
examine,"'' I privately examined this company 's ability to deal with Japanese equities , and secretly induced the Ministry of Finance to focus on this point , '' says Mr. Miyoda ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0001000000000000000000000000000000000000000000000000000000000000000000000000000000
examine,"A U.S. District Court judge in Pittsburgh , who was examining BNS 's compliance with federal bank - borrowing regulations , has said he would remove his injunction if Koppers and BNS agreed to merge ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000100000000000000000000000000000000000000000000000000000000000000000000000
fill,Locusts fill the eerie silence of old battlegrounds ; peasants give live locusts to their babies as toys ,0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0100000000000000000000000000000000000000000000000000000000000000000000000000000000
fill,The executives ' positions at their previous agencies have n't yet been filled ,0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000001000000000000000000000000000000000000000000000000000000000000000000000
flood,The U.S. Patent and Trademark Office is flooded with them ,0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000100000000000000000000000000000000000000000000000000000000000000000000000000
flood,"The protein , called CD4 , mimics the virus 's natural targets in the body , thus flooding the system with false targets and diverting the virus from its normal course of attack ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000010000000000000000000000000000000000000000000000000000000000000000
flourish,"A giant bank , once rumored to be failing , suddenly flourishes ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000010000000000000000000000000000000000000000000000000000000000000000000000
flow,'' Day by day the opportunity was flowing away like blood draining out of my arm . '' -RRB-/-R,0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000100000000000000000000000000000000000000000000000000000000000000000000000000
flow,The bolt and trigger flowed silently and smoothly as a river down its banks ,0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000100000000000000000000000000000000000000000000000000000000000000000000000000000
grasp,But he grasped the potential of putting the two together ,0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0010000000000000000000000000000000000000000000000000000000000000000000000000000000
melt,"The international Food Court , serving up a melting pot of fast food , approximates a municipal park ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000010000000000000000000000000000000000000000000000000000000000000000000000000
miss,Nearly every scene seems to be missing something ,0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000001000000000000000000000000000000000000000000000000000000000000000000000000000
miss,"Your July 11 editorial '' ' Breach ' of Faith '' on the Krasnoyarsk radar , the AntiBallistic Missile Treaty , the strategic defense initiative , etc . misses the point ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000100000000000000000000000000000000000000000000000000000
miss,"They miss the point ignored by most city planners in Latin America : People , not planners , make cities ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0100000000000000000000000000000000000000000000000000000000000000000000000000000000
plant,"Last week , after a team had gone through its paces , one of the handlers forgot to remove a stick of dynamite that had been planted in the suitcase ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000010000000000000000000000000000000000000000000000000000000
plant,"It is time to join the X - maquis , go gray like artemisia , and start planting toward the xeric year 2000 ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000010000000000000000000000000000000000000000000000000000000000000000
pour,"'' The drivers smelled anti - freeze , noticed smoke pouring from the engines , and within 10 to 15 minutes , the engines were engulfed in flames . '",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000100000000000000000000000000000000000000000000000000000000000000000000000
rain,"'' It 's raining proposals , not moisture , '' says Sen. Tom Daschle , Democrat of South Dakota ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0001000000000000000000000000000000000000000000000000000000000000000000000000000000
rest,Real power still rests with Pretoria just as it does with Jerusalem ,0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0001000000000000000000000000000000000000000000000000000000000000000000000000000000
rest,"Thus , a first milestone has been reached on the road to rebuilding an international monetary order , though it rests on the will and ability of governments to impose self - discipline ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000010000000000000000000000000000000000000000000000000000000000000
rest,"But Norman Augustine , Martin Marietta 's vice chairman and chief executive officer , is n't pulling out the cigars and resting on his laurels ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000001000000000000000000000000000000000000000000000000000000000000
rest,It is time these escapist myths are put to rest ,0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000001000000000000000000000000000000000000000000000000000000000000000000000000
rest,"However , the final outcome of negotiations on these joint ventures rests largely on whether Texaco can fight off Mr. Icahn at the annual meeting ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000010000000000000000000000000000000000000000000000000000000000000000000000
ride,"'' It feels , '' says one uneasy rider , '' like I ' m riding the tailgate of a tornado . '",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000010000000000000000000000000000000000000000000000000000000000000000000000000
ride,"Even with so much riding on the outcome , the obstacles to an agreement remain formidable ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000100000000000000000000000000000000000000000000000000000000000000000000000000000
ride,"Both animals went into the book at $ 3.40-to- $ 1 , but about $ 5 , 000 more of the first - place mutuel pool rode Private Terms 's nose to an inglorious ninth ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000010000000000000000000000000000000000000000000000000000000
ride,The movie producer and distributor has a lot riding on the picture ,0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000100000000000000000000000000000000000000000000000000000000000000000000000000000
smooth,U.S. defense analysts say the draft would create a mechanism to smooth out conflicts over design or work - sharing ,0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000010000000000000000000000000000000000000000000000000000000000000000000000
smooth,But the launch was n't completely smooth ,0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000001000000000000000000000000000000000000000000000000000000000000000000000000000
smooth,Taking over a business from a parent is n't always smooth sailing ,0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000100000000000000000000000000000000000000000000000000000000000000000000000
stick,Unless Medicare wants to come up with the resources to fund competent inspection it looks as if we are going to be stuck with the work of the hacks currently doing the job ,0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000100000000000000000000000000000000000000000000000000000000000
stick,"To avoid being stuck with an outdated backlog , many are waiting until they run out before reordering ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0001000000000000000000000000000000000000000000000000000000000000000000000000000000
stick,"Intel and Motorola have sought to undo the reputation they got for haughtiness here during chip shortages in 1984 , when Japanese customers were often stuck at the end of their delivery lists ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000100000000000000000000000000000000000000000000000000000000
strike,Lightning has n't struck twice : The best of his last three films was the documentary '' Chuck Berry : Hail ,0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0001000000000000000000000000000000000000000000000000000000000000000000000000000000
strike,"The telephone companies generally have been restrained from striking out against such services because of First Amendment concerns and because , as public utilities and monopolies , telephone companies have a duty to offer services without discrimination ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000010000000000000000000000000000000000000000000000000000000000000000000000000
strike,"'' We still have the ' highly confident ' letter , '' he says , alluding to the letters from Drexel once brandished by corporate raiders to strike fear in the hearts of incumbent managements ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000001000000000000000000000000000000000000000000000000000000
stumble,"London share prices finished a bumpy session little changed Monday , after the market stumbled on news of an unexpected rise in U.K. interest rates ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000010000000000000000000000000000000000000000000000000000000000000000000
stumble,"Johnson & Johnson may have stumbled upon a Fountain of Youth cream , according to preliminary research released yesterday ",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000010000000000000000000000000000000000000000000000000000000000000000000000000000
