verbs,sentences,preds,true
attack,U.S. officials said evidence suggests that a Japanese terrorist arrested last month in New Jersey with homemade bombs was on his way to attack a target in New York City ,0000010000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
attack,"Here in Masaya , supporters of a group known as the Mothers of Political Prisoners were brutally attacked by turbas in a well - documented incident in March ",0000000000000000000000100000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
attack,Sparrows used to have a rep for selectively attacking yellow crocuses such as '' E.A ,0000001010000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
attack,Tamil militants attacked and set fire to two Moslem fishing villages in eastern Sri Lanka ,0000000000001000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
attack,The PLO said it would attack Israeli targets to avenge Sunday 's killing of three guerrillas and Monday 's bombing of a ship intended to carry Palestinian deportees to Israel ,0000000000000000000000010000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
attack,"This expert also believes that Pyongyang might use helicopters it has bought from the West , which are identical to those used by the Seoul army , to attack student demonstrators ",0000100000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
attack,The view contradicts administration claims that Moscow knew it was attacking a non - military target ,0000010000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
attack,"It is to this purpose that SDI laser technology can be uniquely directed , where moving targets can be attacked almost immediately after they are detected ",0000010000000000000010000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
attack,"Here in Masaya , supporters of a group known as the Mothers of Political Prisoners were brutally attacked by turbas in a well - documented incident in March ",0000000000000000000000100000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
attack,These do n't protect anything and are n't designed to kill attacking guerrillas ,0100000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
attack,"The best of show in painting , Oleg Stavrowsky 's 40-inch by 72-inch oil of a stagecoach being attacked by bandits , went for $ 14 , 000 ",0000000000100000000000010000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
attack,"Preassembling attacking teams on a number of single bases , so that the loss of no one base could mess things up too badly , would help , although it would be a logistical nightmare ",0000000000010000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
besiege,"In 1347 , Mongols besieging the Black Sea port of Caffa began to sicken and die from the plague ",0000000000000001000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
cool,"Zero makes cases , cabinets and cooling equipment for the electronics industry and industrial and consumer use ",0000000010000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
cool,They can generate such heat they need cooling fans ; trunk - mounting avoids turning the passenger compartment into a blast furnace ,0000000000000000001000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
cool,"Japanese companies already are at the forefront of development of an older generation of superconductors , those that have to be cooled almost to absolute zero ",0000000000000000010000100000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
cool,"Engineers in uniforms and hardhats are everywhere , many maintaining the technological heart of the levitating train : its roadbed of specially cooled superconducting magnets ",0000100000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
cool,"The revolutionary gallium arsenide circuits used in a forthcoming model , the Cray-3 , experienced cooling problems that resulted in millions of dollars of added costs ",0000000000000000010000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
cool,"Normal cooling costs are defined as the expected costs to cool a residence in average August weather , which is based on temperature records for the past 30 years ",0000000000000000000000001000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
cool,"Home here is a 12-by-15-foot room , cooled by two portable fans and crowded with three beds and boxes of clothes ",0000000000000000100000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
dance,"They were greeted by dancing pigs , flying pigs and several hundred thousand people pigging out ",0000000000010000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
dance,"Joffrey Ballet : The bicoastal company dances its first Manhattan season since the death of founder Robert Joffrey , whose own '' Remembrances '' pas de deux will be revived ",0000000000000000000010000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
dance,"Bill Byron , a regional sales manager for Columbus Wallcovering Co . , danced wildly down the runway in a purple '' country kitchen '' material ",0000000100000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
dance,"And for those of you planning ahead , this year the troupe will dance '' The Nutcracker '' Dec. 1 - 31 . -LRB- 212 -RRB- 870 - 5690 ",0100000001000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
dance,"'' This music is n't meant to be watched , it 's intended to be danced , '' Mr. Gutierrez pleads from the stage ",0000000000001000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
dance,"At the end of the group 's 40-minute set , the audience members have decided they do n't care about the museum 's rules either , and they 're dancing in the aisles ",0000000000000000100000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
dance,"Even more inadvertently hilarious is Alexander Godunov , the Soviet defector who used to dance for a living ",0000000000000001000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
dance,"Charles Jude , Mr. Nureyev 's partner , danced with a youthful resilience that reflected unfavorably on the latter 's growing infirmity ",0000000000000100000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
dance,Racism has gone largely unnoticed as images of Brazilians of all shades dancing the samba at Carnival created a sense of racial harmony ,0000000000000000010000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
dance,"When Danny dances with Helen , who is dubious about the whole enterprise , he tells her that it 's all a surprise for her , it 's her Valentine 's Day card ",0000000010000000010000010000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
dance,Khopa and Ticha danced and juggled soccer balls at a Radio City Music Hall press preview announcing an upcoming tour of the Moscow circus ,0000000000000000001000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
dance,"They began from scratch , amateurs learning to sing and dance and act , working up to 18 hours a day , almost every day ",0000000000000000000000100000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
dance,"Plucking bonbons with a pinkie in the air , or daintily miming a billiard shot , he seems almost to be dancing through the role , a rosy cherub in grownup clothing ",0000000000000000001000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
dance,"'' I was so happy that I practically danced back into the house , '' Mr. Popejoy says ",0000010000100000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
dance,"For the group dances , Mr. Morris devised choreography that was more athletic and no less compelling ",0000000001000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
destroy,"A virus is a computer program , often hidden in apparently normal computer software , that instructs the computer to change or destroy information at a given time or after a certain sequence of commands ",0000000000100001000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
destroy,"Soybean seed sales skidded last spring in South Carolina , and dealers were forced to destroy tens of thousands of bags ",0000000100000001000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
destroy,"Tropical storm Chris spawned tornadoes that damaged houses , destroyed mobile homes and caused at least one death in the Carolinas before gradually weakening ",0000010000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
destroy,"This is also true , I believe , with respect to the famous Buddhist university at Nalanda , India , which too was destroyed by the Moslem hordes , who had no respect for others ' learning ",0000000000000000000000000000000001000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
destroy,"But as most of those certificates are destroyed in favor of computer records , the investor who requests a certificate will have to wait until it 's delivered by the city or state that issued the bond ",0000000000000000000000000000000001000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
destroy,"Last year , Mexico claimed that the equivalent of 6 , 200 acres of poppies were destroyed , up from 5 , 900 acres the previous year ",0000010000000000000000000010000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
destroy,"Israel has agreed to develop an interceptor missile for the U.S. that would destroy short - range ground - to - ground missiles , state - owned Israel Aircraft Industries said ",0000000010010000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
destroy,"So in February 1985 , three years after her paintings were destroyed , Ms. Smith sued Chase in a New York civil court for $ 25 , 000 ",0000000000000000000000010000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
destroy,The treaty requires that the Army 's 420 Pershing missiles be destroyed ,0001000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
destroy,"Furthermore , records that were supposed to be destroyed sometimes are n't , and they , too , occasionally surface ",0001000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
destroy,"The department maintained that fighter aircraft , for example , '' must be fast enough and maneuverable enough to evade and destroy enemy aircraft ",0001000100000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
destroy,A Soviet Foreign Ministry aide disputed claims by U.S. officials that an explosion last week destroyed the only plant producing rocket fuel for SS-24 intercontinental missiles ,0000000000100000000000101000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
destroy,"Companies still spend billions of dollars printing and storing forms -- - and destroying them when , say , an address changes ",0000000000000000010000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
destroy,"'' People destroy coral reefs that take thousands of years to build , affecting all the fish that use it for food and shelter , just for a piece of decoration , '' says Mr. McCloud ",0000010000000000010010000010000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
destroy,"The chief substitutes will likely be variations on this chemical structure but with less chlorine , the element thought to destroy atmospheric ozone ",0000000000000000000001000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
destroy,Israeli warplanes destroyed a PLO base in a Druse - held hilltop above Beirut in Israel 's deepest air raid into Lebanon this year ,0000000000000000000010010000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
destroy,He testified that he was ordered by the Robins former general counsel in 1975 to destroy sensitive documents about the Dalkon Shield ,0010000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
destroy,Philippine troops launched a massive '' search and destroy '' operation in the Bicol region of Luzon following a Saturday attack by communist rebels in which 13 anti - guerrilla troops were killed ,0000000000000000010000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
destroy,"'' We are offering now to free them from their nightmares of security -- we do n't want to destroy Israel , we want to coexist ",0000000000000001000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
destroy,"He did n't set a deadline for destroying PCBs , but said movable disposal units might be leased from the U.S. to help eliminate those stored in warehouses across the country ",0000001000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
die,"He just wo n't die , the untamable , lubricious monster monk from Siberia who darkened the imperial doorstep of Nicholas and Alexandra ",0000100000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
die,"An estimated 18 , 100 Americans will die from it this year , making the disease the fifth - greatest cause of cancer deaths ",0000000100010000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
die,Many patients still die relatively quickly ,0001000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
die,"When the parents die , ownership of the entire property transfers directly to the kids , '' he says ",0001000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
die,A critical 10-day period in which much of the $ 22 billion corn crop must germinate or die sterile is passing without adequate rain ,0000000000000000010000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
die,Weyerhaeuser Co. said it has budgeted an extra $ 1 million to replace seedlings that may die ,0000000000000010100000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
die,"'' While physicians should never directly cause death , they must always act in the best interest of their patients and that sometimes includes allowing them to die , '' Dr. Sammons said in a statement ",0000000000000000000001000001000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
die,He adds : '' To die in defense of one 's country is one thing ; to die unnecessarily because of a defect in a product is quite another . ',0000010000000000010000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
die,"'' If we keep this up , we 'll die with our flag . '",0000000001000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
die,We are all afraid to die and all we can do is count the days till we go home . . . ,0000010000101000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
die,And they die anyway . ',0010000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
die,"And a current red - and - black billboard in Mount Vernon , N.Y . , warns that '' People who do drugs go to hell before they die . '",0000000000000000010001000000100000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
die,"About 40 , 000 newborns are afflicted each year with the disease ; about 10 , 000 die from it ",0000000010000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
die,"'' Some of these older people would die before they 'd go to a hospital in Huntsville or Decatur , '' says Tony Williams ",0000000100000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
die,"Should he die soon , the debate would be further sidetracked ",0010000000100000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
die,"Now , it is said that Duivree can not die ",0000010001000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
die,"The deity is Col . Lee Kuang - chien , the most senior KMT officer to die in the 1949 battle ",0000000000000000100100000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
die,A motorcycle rider is 10 times more likely to die in an accident than an automobile driver . -RRB-/-R,0000000001000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
die,"Nothing dates faster than a business book because trends change , statistics lose meaning , companies get liquidated , executives get the ax , and people die ",0000000000000000000000000010000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
die,"'' He will take up my gun when I die , '' the captain says ",0000000001000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
die,"Civilians die , and the population turns against the mujahedeen ",0100000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
die,"'' That 's not such a young age to die here , '' she says ",0000000001000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
die,One of St. Bonaventure 's books ends with the sentence : '' Let us die then and enter into that darkness . ',0000000000000010001100000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
dissolve,"And while TPA early showed itself far superior to streptokinase in dissolving deadly blood clots , that advantage has n't been transferred to the medical bottom line : better survival rates for patients ",0000000000000000100000000000000100000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
dissolve,"Although some research indicates that Activase can dissolve clots faster than streptokinase , there is n't any published research showing that the Genentech product can increase survival but such research may be available soon ",0000100000000000000010100000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
dissolve,"The potentially fatal clots dissolved within two hours among 82 % of patients given Genentech 's Activase brand of TPA , compared with 48 % who used Abbokinase , Abbott Laboratories 's brand of urokinase ",0000000000000010000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
dissolve,"Eminase is given as a single injection over four to five minutes , but appears to dissolve blood clots effectively for several hours ",0000000000000000000010000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
dissolve,Previously reported experiments show that the drugs quickly dissolve the blood clot that initially blocked one of the heart 's vital coronary arteries causing the heart attack ,0000100000001000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
dissolve,Do n't take them with orange juice . -LRB- They wo n't dissolve well . -RRB-/-R,0000000000000100000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
dissolve,"Eminase is given as a single injection over four to five minutes , but appears to dissolve blood clots effectively for several hours ",0000000000000000000010000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
dissolve,"By changing formulas for solvents , he says , UNC '' can take superalloy scrap , dissolve it , and separate out the various metals . '",0001000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
dissolve,Some companies had also counted on being able to come up with anti - plaque toothpastes that actually kill the bacteria instead of simply dissolving it or scrubbing it away ,0000000000000000100000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
dissolve,Actigall could be used to dissolve the fragments that remain from that procedure ,0000000010010000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
dissolve,"The cyanide dissolves , or leaches out the gold , and the water is collected at the bottom of the heap for treatment to remove its precious cargo ",0000000000000000000001000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
drag,One ad in the campaign developed by Lintas : Campbell - Ewald & Co. shows a Chevrolet S-10 compact pickup dragging a Ford Ranger into a '' crater of fire . ',0000000000000000000000001000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
drag,"Some already haul in well over $ 1 , 000 worth a week -- better than they can do dragging for scallops or mussels these days ",0000100000000000001010000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
drag,"A few years ago , Dr. Zimmerman and his colleagues dragged nests of two different termite species into the lab and measured their methane output ",0000000000000000010000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
drag,"In it , the hero gets dragged to the '' Cave Town '' mall by his mom , gets lost , gets found , and is rewarded with an ice cream cone ",0000010000010000001001000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
drag,"After burying the eggs in the sand , it dragged its body back and forth across the beach until it had eliminated any clues to the nest 's location ",0000000000000000000000010000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
drink,"Now , the pock - marked nightspot is crowded with men drinking arak liquor and slapping dominoes and backgammon pieces on rickety tables ",0000000000000000000000100000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
drink,"As a solid red , however , good pinot noir is so pleasurable to drink , so versatile with food that demand from consumers is increasing rapidly , putting pressure on short supply ",0000000000000000000010000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
drink,"Among those who drink alcoholic beverages world - wide , 8 % consume daily amounts that are damaging to their health and to society ",0000000010000001000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
drink,"But when the rangers drove the girls to the ranger station , the unattended youth sped away , drank heavily , and 10 hours later smashed into a motorcyclist ",0000000000000000000000000010000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
drink,"'' Now if one group calls for a demonstration , the others will sit home and drink coffee because they do n't want to share the credit ",0000001000000000000010000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
drink,"Last year , more than 10 , 000 Soviets died from drinking home brew or spirits , and more than a half - million people nationwide were punished for moonshining , newspaper reports have said ",0100000000000000000000000000100000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
drink,"You ca n't drink at all if you do n't order something to eat , and you ca n't drink in a restaurant bar , even if you do order something to eat ",0000000010000000000000000000100000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
drink,"Film clips 30 and 40 years old are used to contrast the '' horrors '' of conventional surgery , radiation and chemotherapy treatments with the ease of drinking a dose of Hoxsey 's tonic ",0000000000000000000000000000010000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
drink,And it did n't help that law - enforcement officials have reported problems with 19- and 20-year - olds coming to Wyoming from neighboring states to drink ,0000010000000000000000000010000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
drink,My impression is that he does n't drink . ',0001000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
drink,Others say they still can drink wine even after their livers are too far gone to handle spirits ,0100000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
drink,"At about the same time , according to senior Hutton officials , Mr. Fomon was drinking heavily , though he says that alcohol never affected his ability to do his job ",0000000000000000000001000010100000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
drink,"His father , a bootlegger and dance - hall operator , shot and killed his own brother in self - defense , and later drank himself to death ",0000000000000001000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
drink,"'' Heineken has been hurt seriously since it became fashionable to drink Corona , '' says Frank Walters , research director for the liquor industry newsletter Impact ",0000000000000000000001000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
drink,"Schieffelin & Somerset Co. is beginning a boldly different , big - budget advertising campaign that it hopes will persuade more baby boomers to drink its Johnnie Walker Scotch whisky brands ",0000000000000001000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
drink,"Many who live in the zone still seem almost hyper - American : They drink harder , pray more , salute faster ",0000000010000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
drink,"His father , a bootlegger and dance - hall operator , shot and killed his own brother in self - defense , and later drank himself to death ",0000000000000001000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
drink,"'' The celebrity could bring more damage to the program and to somebody else 's recovery if they started drinking again , '' says Chris Jorgensen , vice president of communications ",0000000000000000000000000100000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
drink,"The theory behind the strategy : If it 's there , people will drink it ",0010000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
drink,"It is Babe who ends up drinking too much because she never wins her battles against family convention and it is Babe who comes to an early , tragic end ",0000000000000000000000000000100000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
drink,"Similar rites are involved in ascending to positions of leadership ; a new shaman , for example , is expected to work , drink or drug himself into a trance ",0000000000000001000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
drink,"'' Young adults tend to drink beer more for refreshment than any kind of connoisseur taste , '' he says ",0000000010000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000
