verbs,sentences,preds,true
fix,"Also , growing competition is forcing many utilities to lower rates , though costs remain fixed , thus squeezing profits ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000001000000000000000000000
00000000000000000000000000000000000000000000"
fix,"Currently , the company is fixing only 200 to 300 units a day , far below TRW 's goal of 2 , 000 units a day ","0000010000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
fix,"'' If it is n't working , we 'll fix it , '' says Mr. Teets , promising further restructuring if the dog is n't running right in the next few years ","0000000001000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
fix,We certainly do not need price limits ; Washington wo n't be any better at fixing stock prices than it was at fixing gasoline prices ,"0000000000000001000000100000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
fix,"This approach is just one of several being weighed to fix the small leak on the launch pad and avoid rolling Discovery back to a hangar for repairs , which could delay the planned early September launch by as much as two months ","0000000000000000000010000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
flow,"So far , the rare discovery of aflatoxin in the Midwest two weeks ago has only served to slow the normal drop in corn futures prices that comes as the harvest flows into hundreds of grain elevators , and they in turn sell futures contracts at the Chicago Board of Trade in order to hedge their purchases from farmers ","0000000000000000000000000000000100000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
fly,"In a discussion on board his Air Force jet as he flew to a speech here , Mr. Bush also indicated that he would attempt to have it both ways in budget negotiations with Congress , saying he is willing to negotiate deficit - reduction steps but wo n't want to include new taxes in the negotiations ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000010000000000000000000000000
00000000000000000000000000000000000000000000"
fly,"It 's a great fare , but there 's a slight problem : Eastern does n't fly that route ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000100000000000000000000
00000000000000000000000000000000000000000000"
fly,"In return it got to shape the festivities , glamorizing things with a sprinkling of film and rock music personalities -LRB- Jane Seymour , Pierce Brosnan and Ringo Starr supplied this year 's dazzle -RRB- and flying in a roster of writers and photographers for publicity ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000001
00000000000000000000000000000000000000000000"
fly,"Using cameras that shoot up to 44 , 000 pictures a second , and then turning them into slow - motion movies , the Boston photographer has helped customers solve problems with baseball pitchers ' throwing arms , high - speed factory machines , flashlamps that trigger lasers and a wide array of things that explode , fly , break apart or otherwise move too quickly to be seen clearly ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000100000000000000000000000"
fly,"When the chairman of Santa Fe Southern Pacific Corp. flew into town a few months ago in the corporate jet , a small group of trainmen here knew they had struck a raw nerve ","0000000000000000000000000000001000000
00000000000000000000000000000000000000000000","0000000001000000000000000000000000000
00000000000000000000000000000000000000000000"
fly,"He added , '' Hal -LRB- Riney -RRB- flew into Miami this morning and offered us certain reassurances about the relationship that led us to the decision . '","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000010000000000000000000000000000
00000000000000000000000000000000000000000000"
fly,"'' If you fly with five connections , you can earn 15 , 000 miles , '' says William Byrnes , a Boston - based free - lance writer who has devised several ways to make so many connections ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0001000000000000000000000000000000000
00000000000000000000000000000000000000000000"
fly,"Delta Air Lines said it flew 3.94 billion revenue passenger miles in December , a 26.7 % increase from the 3.11 billion miles it flew in December 1986 ","0000010000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
fly,"Like everyone else in this movie , he 's in the grip of his family , superstition and fear of death ; right after he asks Loretta to marry him she drops him at the airport so he can fly to Italy where his mother keeps lingering on her deathbed ","0000000000000000000000000000000100000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
fly,Flying to Slovenia from the Yugoslav south is n't unlike flying to the Midwest from the Mideast ,"0000000000100000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
fly,"As usual , Ms. Larsen strove to avoid the obvious by focusing on her emotional response rather than the natural phenomenon itself : '' I want to give the listener not the sound of a bird as much as the feeling of flying . '","0000000000010000000000000000000000000
00000100000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
fly,"In Washington , where both the film and the feast opened last week to rave reviews , Chef Yannick Cam of Le Pavillon had to fly in fresh black truffles -- at $ 335 a pound -- from France ","0000000000000000000000000100000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
grab,"His one spectacular crime came in the wee hours of Aug. 8 , 1963 , his 34th birthday , when he and his pals grabbed 120 sacks of well - worn bank notes being sent to London for pulping ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000001000000000000
00000000000000000000000000000000000000000000"
grab,"Shortly after 6 p.m . , the shark grabs a final tuna - head snack off a line and glides off into the gloom ","0000000010000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
grab,Suggest someone else grab a mitt and squat awhile ,"0001000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
kick,"Among the tantrums he admits : heaving a faulty phone across the control room , kicking in a TV screen to force NBC to buy a new one , and assaulting construction workers who were too noisy during taping ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000001000000000000000000000
00000000000000000000000000000000000000000000"
kick,"His legislative tactics include ripping microphones off the speaker 's desk to prevent his calling a vote , jumping on desks to kick away piles of paper recording offensive legislation and rolling on the floor in shoving matches with KMT opponents ","0000000000000000001000100000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
kill,"A JETLINER CRASHED at Dallas - Fort Worth Airport , killing 13 people ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000100000000000000000000000000
00000000000000000000000000000000000000000000"
kill,"His pal Shorty -LRB- John Mahoney -RRB- is an apparently gentle man , driven to killing blacks in cold blood in the middle of the night by the death of his son in Vietnam and by the loss of his farm ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000001000000000000000000000
00000000000000000000000000000000000000000000"
kill,The guerrillas claim they killed 35 Angolans and 15 Cubans ,"0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000100000000000000000000000000000000
00000000000000000000000000000000000000000000"
kill,"The parts , which included a tail assembly for the F-104 and a key component of the A-7 's stability system , were critical items , and Navy fliers could have been killed if the parts were used , the prosecutor said ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000010000
00000000000000000000000000000000000000000000"
kill,"According to Indian government estimates , more than 2 , 800 people were killed by the escaping gas and thousands were injured ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000100000000000000000000000
00000000000000000000000000000000000000000000"
kill,"-- The high court , 6 - 2 , temporarily reversed U.S. attempts to strip an alleged Nazi collaborator of U.S. citizenship and ordered new hearings for a retired New Jersey dental technician who is accused of helping to kill Jews in Lithuania during World War II ","0000000000100000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00100000000000000000000000000000000000000000"
kill,"In Beirut , the pro - Iranian group Jihad threatened to kill its American and French captives if any attempt was made to storm the jetliner ",0000000000010000000000010000000000000000000000000000000000000000000000000000000000,0000000000010000000000000000000000000000000000000000000000000000000000000000000000
kill,"Meanwhile , a Palestinian was reported killed and the PLO called for a '' day of firebombs '' April 21 ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000001000000000000000000000000000000
00000000000000000000000000000000000000000000"
kill,"In the West Bank , troops fired on Arab youths , killing at least one ","0000000000010000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
kill,"In fact , nursery accidents killed an average of 81 children a year between 1980 and 1986 ","0000010000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
kill,"In 1983 , North Korean agents are believed to have set off a bomb in Rangoon , Burma , that killed four South Korean cabinet ministers and 13 other Koreans in what may have been an attempt on the life of then - President Chun Doo Hwan ","0000000000000000000010000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
kill,"But in talking with the FBI agent , the man not only denied he 'd killed anyone , he said that he had n't escaped from prison , that the warden had simply told him to leave one day after more than 20 years behind bars ","0000000000000001000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
kill,Federal researchers are exploring a possible new biological weapon against cells infected with the virus that causes AIDS . Scientists at the National Institutes of Health are studying a chemical that seeks and kills AIDS - infected blood cells without harming healthy ones ,"0000000000000000000000000000000001000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
kill,"With her giant henchman , the evil Gen. Kael -LRB- possibly named after the film critic of the New Yorker magazine , Pauline Kael -RRB- , she 's out to kill the baby who 's destined to end her rule ","0000000000000000000000000000001000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
knock,"-- Last September , 22-year - old Kimberly Isaac of Baton Rouge , La . , was badly scraped over a large part of her body when a 1977 LTD she had just parked in a grocery - store lot backed up , knocking her over and dragging her in circles ","0000000000000000001000000000000000000
00000000001000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
knock,"Cale Yarborough 's car spun out of control on the first turn , '' knocking out nine other vehicles ","0000000000000010000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
knock,"-- Last September , 22-year - old Kimberly Isaac of Baton Rouge , La . , was badly scraped over a large part of her body when a 1977 LTD she had just parked in a grocery - store lot backed up , knocking her over and dragging her in circles ","0000000000000000000000000000000000000
00000010001000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
knock,I confess I fear word will get out that '' the man in the green house is a soft touch '' -- and that I will soon have several '' Clints '' knocking on my door ,"0000000000000000000100000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
lend,"About US $ 75 million of the debt is owed to the Brunei government , with the remainder due more than 30 international banks that lent the then Khoo - owned National Bank money before it was seized and closed by Brunei in November 1986 ","0000000000000000000000000000000000000
10000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
melt,"Mr. Martineau also says the tractors reflect another Russian approach to manufacturing : '' You could melt down one Belarus and make three American tractors with the amount of metal the Russians have put in it , '' he says ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000100000000000000000000
00000000000000000000000000000000000000000000"
melt,"It held open houses for prospective investors at the mine , where large amounts of rock were dug and ground up , filtered and washed , then melted in a furnace and '' poured into what were represented to be precious - metal blocks , shaped like pyramids , '' according to the criminal indictment filed against Mr. Barbara and four others in state court in Las Cruces , N.M ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000001000000000
00000000000000000000000000000000000000000000"
melt,"But mindful of Daedalus 's brash son , Icarus , who flew too close to the sun , melted his wings and fell fatally to the sea , they carefully avoid hubris ","0000000000010000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000001000000000000000000
00000000000000000000000000000000000000000000"
melt,"'' We had to melt it down with hot water , as hot as your head could stand , before we could comb the hair out , '' recalls Jennie Aguilar , a beauty - school instructor in Canoga Park , Calif ","0000100000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
miss,"In case you missed it , this low - budget exploitation flick is one of the record 263 films that qualify for Academy Award nominations by virtue of the fact that they opened in 1987 and played for at least a week in Los Angeles ","0000000000000000000000000000000000001
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
plant,"Mr. Shamir spent Tu Bishvat planting a tree at a Jewish settlement on the occupied West Bank , where he said he expected the settlement movement to grow and flourish ","0000000000000000000000000000010000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
plant,Just as the American romance with the English garden has come to full bloom and Americans finally are pronouncing Jekyll properly -- Jeekill -- we get reliable intimations of an infinitely droughty future and must begin planting against the imminent desertification of our Anglo - style gardens ,"0000000000000000000000000000000000001
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
plant,"These were incentives , the official visitor said , to get them planting again ","0000000000001000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
plant,"Showing off a rose garden he planted with his own hands , Mr. Lance quietly volunteers : '' One of the great things about roses , unlike people from time to time , is that you get back what you put into them . '","0000001000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
play,Mr. Gorbachev has complained that children play soccer with loaves of bread because they 're so cheap ,"0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000001000000000000000000000000000000
00000000000000000000000000000000000000000000"
play,"Audiences love the interplay between Brown , a renowned bassist , and Harris , whose technique and volcanic energy moved one colleague to say , '' If God meant us to play like that , He would have given us 88 fingers . '","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000100000
00000000000000000000000000000000000000000000"
pour,"'' As long as the rains come pouring down on our land , we have hope . '",0000010100000000000000000000000000000000000000000000000000000000000000000000000000,0000000100000000000000000000000000000000000000000000000000000000000000000000000000
pour,"As we watch everybody eat -- Dan pouring rather a lot of salt on his chicken salad and from the looks of it , running out of banter -- a local pollster makes conversation with the press ","0000100000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
pour,"Lone Star Industries Inc. says its new cement , Pyrament , is so durable and fast - drying that an airplane can land on it four hours after it is poured , and so versatile it can be poured in almost any temperature ","0000000000000000000000000000000000000
01000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
pour,'' She 's only had the chance to practice her conviction politics because the other side has been pouring paraffin over themselves and putting matches to it in front of the television cameras at routine intervals . ',"0000000000000000001000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
pump,"Gary Floyd , owner of Johnson 's Corner , says he pumped one million fewer gallons of diesel fuel in 1987 than a year earlier ","0000000000010000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
pump,"Harvey D. White , an Auckland cardiologist , found that '' no dramatic difference '' emerged from a small study comparing TPA with streptokinase in preserving the heart 's pumping power and in prolonging survival following a first heart attack ","0000000000000000000000000000010000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
pump,Recovery efforts off the coast of Florida had been delayed while the workers pumped toxic gases from the 30-year - old vessel ,"0000000000000100000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
rain,One of their favorite songs has the line : '' It rains and rains Until the stones will break . ',0000000000010100000000000000000000000000000000000000000000000000000000000000000000,0000000000010000000000000000000000000000000000000000000000000000000000000000000000
rain,"'' The most harrowing time is when it rains , and this year it rained every single day except for two days in six weeks ","0000000010000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000010000000000000000000000
00000000000000000000000000000000000000000000"
rain,"Foul weather delayed the regatta , but it finally took place on Jan. 2 : '' It rained during the first race , rained and hailed during the second , and snowed during the third , '' Mr. Taylor wrote ","0000000000000000010000010000000000000
00000000000000000000000000000000000000000000","0000000000000000000000010000000000000
00000000000000000000000000000000000000000000"
rain,"'' I do n't think we could carry Iowa even if it rains every day , '' says Washington GOP consultant Eddie Mahe , who stayed out of the GOP nomination contest but will work for Mr. Bush this fall ","0000000000001000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
rain,"The dual rallies were touched off by falling commodity prices , which came in reaction to rain in the parched Farm Belt ","0000100000000000100000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
roll,"While American car - buyers still reflexively believe automobiles built in Japan are so good they roll on water , Honda in marketing the cars it is sending back home will boast that its Ohio - built Accords are American ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000100000000000000000000
00000000000000000000000000000000000000000000"
roll,"Most of the machinery in Toyota Motor Corp. 's $ 800 million auto plant in Georgetown , Ky . , came from Japan , for example , and Toyota spokesmen say that when the first cars roll off the assembly line this spring , 40 % of the total value will be imported ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000001
00000000000000000000000000000000000000000000"
roll,"The plant , the company 's second - largest , has annual slitting and rolling capacity of about 120 , 000 tons ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000010000000000000000000000
00000000000000000000000000000000000000000000"
roll,"Mr. Groner touches down at the Orlando airport at 5:54 a.m . , and a dumpster - size container carrying our package is rolled onto a truck bound for a sorting center in Longwood , Fla ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000010000000000000
00000000000000000000000000000000000000000000"
roll,'' But who 's going to roll the dice ? ',"0000001000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
roll,"When the baby drops a rattle , Mr. Prentnieks scoops it up and puts it in the baby 's fist -- still listening to Mr. Jackson 's speech with his camera rolling ","0000000000000000000000000000000100000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
sleep,"'' He ate and slept until he looked like he was going to break , '' recalls Kathleen Perry ",0010100000000000000000000000000000000000000000000000000000000000000000000000000000,0000100000000000000000000000000000000000000000000000000000000000000000000000000000
sleep,"As the wifely paragon sits , waiting and weaving , you nearly go to sleep the piece is so static ","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000010000000000000000000000
00000000000000000000000000000000000000000000"
sleep,"I have to tell you I ' ve been through many periods in my life where I have n't slept at night , where I had a very hard time sleeping at night ",0000000000000000000100000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000001000000000000000000000000000000000000000000000000000
sleep,"The plant in Delta , Pa . , about 45 miles down the Susquehanna River from Three Mile Island , was ordered to be closed after some of Peach Bottom 's reactor operators were found playing video games and others were caught sleeping at the controls ","0000000000000000000000000000000000000
00000100000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
