verbs,sentences,preds,true
attack,"As the recent Ikle - Wohlstetter report , '' Discriminate Deterrence '' -LRB- the source of the nearby maps -RRB- , to President Reagan makes clear , it 's far more likely that the Soviets would attack first on the more vulnerable fringes of the alliance , perhaps in the Persian Gulf or Norway ","0000001100000010000110001111100110010
00000000000001001000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
attack,"Because a commitment to hold open the 74.4 miles of supply road to Khost from Gardez would require even more Soviet casualties and force , the optimists surmise that the Soviets are attacking Khost to get out of Afghanistan ","1011000000001010000000000000001000010
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
attack,"The point of this review is not necessarily to let off the Eritreans , who have recently come under deservedly strong criticism for attacking two food convoys , but to demonstrate how famine in northern Ethiopia is part of something much broader and more complex than drought ","0100100110101111000000001000000010110
10001000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
attack,"The only thing certain is that a Korean merchant wholly dependent on the good will of his customers would be crazy to attack a black grandmother in a virtually all - black neighborhood -- and Mr. Chung , who cleaned fish for three years to scrape together the money to buy his market , seems anything but crazy ","1010010100000010111010000100100001000
10100000010001101000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
attack,"I arrived in Vietnam in early 1968 , as green as the beret I wore , and was assigned to the Special Forces '' A '' team that had the dubious distinction , two weeks later , of being one of the first attacked during the Tet offensive ","0000001111101001000000000011101111001
11000001010000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
attack,"Next , a member of his audience , attired in a garment resembling the flag , attacked him ","0101010100000001010000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
attack,"This suggests a panicky response from the Vincennes , particularly since a Pentagon air - combat specialist quoted by Mr. Kaplan in the Boston Globe said that an attacking F-14 probably would be traveling '' at at least 550 to 580 knots , '' 100 knots faster than Adm. Crow says the Airbus was flying , and '' well under 1 , 000 feet . . . ","1100010110000000110000010100000000010
00001100100000010010000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
attack,"But Iran 's positions , overrun in last Saturday 's attack on Majnoon , were just a few thin lines of hillocks ; the fortifications of an army that expects to attack rather than defend ","0001110101000100010000001010100010000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
besiege,"When radicals besieged his hotel while he was visiting Seoul last week , he promised them he would make yet another effort to play up to North Korea -- by renewing the offer to let the North host several Olympic events ","0001011111001000111000000100010001000
01000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
besiege,Thousands of Chinese soccer fans battled police and besieged a rival team 's hotel during a riot Monday night ,"0100100000000000111000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
cool,"Company officials could n't be reached for elaboration , but Gary P. Smaby , who follows the industry for Needham & Co . , said he understood that cooling problems had developed that could delay delivery of the machine ","0000000010001110000000010010000001101
00000000000000000000000000000000000000000000","0000000000000000000000000000100000000
00000000000000000000000000000000000000000000"
cool,"Justin makes building products , cooling towers and boots ","0000100000000000000000000000000000000
00000000000000000000000000000000000000000000","0000010000000000000000000000000000000
00000000000000000000000000000000000000000000"
cool,"The Nuclear Regulatory Commission fined Detroit Edison Co . $ 25 , 000 for the faulty design of a core cooling system at the Detroit - based utility 's Fermi 2 nuclear reactor ",0000011010000000000001100010110010000000000000000000000000000000000000000000000000,0000000000000000000010000000000000000000000000000000000000000000000000000000000000
cool,"A front is then expected to move in but it will cool temperatures only slightly , to 40 to 50 degrees ","0000000001100101011110000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
dance,"The picture spans the quarter - century between the mid-'50s and the early ' 80s , which gives Ms. Lange the chance to frequently change her hair style , to wear a variety of clothes and to dance the Twist ","1000000101001001100000001011111000101
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
dance,"'' I have undergraduate degrees in chemistry and marketing , but I ' m going to law school in the fall and I hope this will pay for it , '' says Sasha , who wears eyeglasses when she dances . -LRB- '' These glasses are fake , '' she explains ","0011000001000111010010100110000001000
00100010011000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
dance,"Most of the rules are left unspoken : Do n't move , do n't talk , do n't laugh , do n't sneeze -- and , definitely , do n't dance ","0000101110010011000110110111000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
dance,"The leads in the second performance -LRB- Ludmila Lopukhova and Simon Dow -RRB- were better than those at the premiere -LRB- Karin Averty and Jean - Charles Gil -RRB- , but there were more enjoyable performances from younger members of the company , such as Joanna Berman , Wendy Van Dyck and Mikko Nissinen , who danced the first act pas de trois on opening night , and Andre Reyes , who replaced the latter on the following afternoon ","1100101000001000100100000000010101001
0000011101100000010100010000100001100
000000","0000000000000000000000000000000000000
0000000000000000000000000000000000000
000000"
dance,He tap - danced around the stage to his own falsetto and flopped to the floor to the accompaniment of his booming bass ,"0100000110000001000010000000000000000
0000000000000000000000000000000000000
000000","0000000000000000000000000000000000000
0000000000000000000000000000000000000
000000"
dance,"This three - part '' Nature '' miniseries presents the history of the area and its amazingly rich flora and fauna , including bat - eared foxes , dancing ostriches , shrimp - eating flamingos and leaping bush babies ","1001000110010000010001010101001000000
01000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
dance,"'' Sam is one of a kind , '' Mr. Glass said , adding that he was n't '' going to dance the hula on Wall Street . '","0000000000001000000110000011100000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
dance,"Tomorrow night at New York 's swank Pierre Hotel , 200 advertising executives in black tie will dance to the jazz of Ann Hampton Callaway and dine on grilled salmon , filet of beef Peregourdine and pastry tulips filled with praline ice cream ","1001000100000000000010001000001001000
01101000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
dance,"As the wiry Mr. Rios dances with a plump , middle - age woman , he yells in Spanish , '' I ' m legal now . '","0010011001000011000100001101000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
dance,"Yet when ordered to dance by his master , he gamely sprinkles a little sand on the ground and shuffles through a series of rapid dance steps ending in a pathetic little pawing motion that symbolizes his entrapment ","0000001110000110000000000000000101100
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
dance,She watched an older couple dancing outside in the restaurant 's courtyard ,"0000000000110000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
dance,"In the third '' mansion , '' the lascivious emperor , Diocletian -LRB- Patrick Dupond -RRB- , dances a pas de deux with the youth and then repeats it , almost step for step , with the queen ","1000010000101101000001000000010000010
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
dance,"Set up on a strobe - lighted stage , Barbie and her buddies appear to move all by themselves , holding guitars and dancing up a storm amid flashing blue and pink lights ","0000101010010001000101011000000110000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
dance,"Meanwhile , though , we may ask what will happen to dance back here , where the facilities Brussels has offered Mr. Morris , including a $ 1.5 million annual budget , are apparently not to be thought of ","1010100010101000010000000011000110010
11000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
dance,"And one of the congregation 's most remarkable and fervent prayers came from worshipers toward the back of the church who began dancing and chanting : '' Come , Tambo , come . '","0100110100000100010110000100100000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
dance,"In company with Susan Jaffe , Christine Dunham and Leslie Browne , Mikhail Baryshnikov , formerly of Leningrad 's Kirov Ballet , and now director of American Ballet Theatre , danced the revised version of Balanchine 's sublime '' Apollo '' with a blend of spontaneity and concentration that charged the entire evening with wonder ","1010010100010010011011010100111000011
00000000100110100000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
dance,"Indeed , the musical 's whole point is expressed through a single climactic , apocalyptic number called '' Rockland , '' in which the cast , suddenly dressed in hip , punky clothes , leather jackets and army fatigues , sings '' We dance together in a bar to the same creeping sense of ennui . '","0100001010010110100100000100000011000
00100001000101011011000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
dance,Instead of dancing they watch rock video . ',"0100111000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
dance,"In his own weird way , Mr. Waters has captured the gleeful garishness of the early ' 60s , when high - school girls wore demure bows in their ratted hair and deadened their lips with palest pink lip gloss -- and believed that racial harmony was inevitable if teens of all flavors could dance together on TV ","1100010000011001000000000000001000000
10000001000100100000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
destroy,"Horace Furumoto , chairman and chief executive officer , said the company recently has completed its first phase as a public company , which included the development of lasers for removing birthmarks and for destroying kidney stones without surgery ","0110000010000010000010000011001000001
01000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
destroy,R.G. Barry Corp. said that fire destroyed one of its Mexican plants and that as a result projected 1988 sales are expected to be reduced 3 % to 4 % ,"0100111000110100011000000000100000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
destroy,"Nevertheless , petroleum markets remain stubbornly soft despite recurring signals of a possible turnaround , including major gains in petroleum demand and supply interruptions , such as last week 's explosion that destroyed the Piper Alpha platform in the North Sea ","0010110000000010000100001001010110001
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
destroy,"They destroyed 450 , 000 acres of sugar beets and other crops ","1111000010000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
destroy,"The agreement , to be announced today , marks the first time an industry using chlorofluorocarbons , or CFCs , has voluntarily decided to phase out the chemicals because they can destroy the Earth 's protective ozone layer ","0111000100001100100100100000000001100
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
destroy,"Once the people move , these houses will be destroyed ","0000100001000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
destroy,"A federal magistrate in New Orleans accused the brokerage unit of PaineWebber Inc. of relentless '' stonewalling '' -- among other things , permitting potential evidence to be destroyed -- to prevent a customer - complaint lawsuit from going to trial ","0000001000101010101010100000110001000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
destroy,"'' What the U.S. should do , rather than destroying those oil wells , is capture them as prizes of war and turn their production over for the benefit of the U.S. and its other allies in the gulf , '' he said ","0000011100100100010100100000010000000
01000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
destroy,"Because they 're so accurate , cruise missiles can use conventional bombs to destroy targets that only a few years ago required nuclear warheads ","1000011001000001100011010000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
destroy,"The agreement , to be announced today , marks the first time an industry using chlorofluorocarbons , or CFCs , has voluntarily decided to phase out the chemicals because they can destroy the Earth 's protective ozone layer ","1111000100001100000101110000000101100
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
destroy,"Conjoining them is like pounding square pegs into round holes , destroying the superconductors ' ability to conduct large electrical current without resistance -- their hallmark and the source of commercial excitement about them ","0011011001100001000010000000110000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
destroy,"The indictment also charges that Mr. Frankel , 32 , and Mr. Yagoda , 44 , committed perjury and obstruction of justice when they testified before the SEC in 1986 , and that Mr. Frankel further attempted to obstruct the SEC 's investigation when he directed a co - conspirator at Drexel to destroy certain documents ","1000000101001101000010001001010010100
01011000101010000010000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
destroy,"Bishop de Landa , recalled to Spain in 1568 , went down in history as a book - burner for destroying the Maya codices , an act that seems more understandable as we learn more about their civilization ","1001001001100000001000100110001110010
0000000000000000000000000000000000000
000000","0000000000000000000000000000000000000
0000000000000000000000000000000000000
000000"
destroy,"While the Meadowlands ' share of betting alone pays the interest on the bonds for the entire sports and entertainment complex , three more recent tracks -- Garden State Park in Cherry Hill , N.J . , resurrected after being destroyed in a fire ; Canterbury Downs in Shakopee , Minn . , and Birmingham -- have had losses totaling nearly $ 80 million in just three years after combined investments of $ 320 million ","0001001100100100100000010001000001001
0110000000001010000010000000010000001
000000","0000000000000000000000000000000000000
0000000000000000000000000000000000000
000000"
destroy,'' Moscow has been 80 % destroyed because Communists do n't like Russia . ',"0000001000000010000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
destroy,"The advertisements featured a letter from the company 's Universal Pictures unit responding to an offer from Bill Bright , president of the San Bernardino , Calif .- based Campus Crusade for Christ , to pay $ 10 million in exchange for all copies of the film , '' which would promptly be destroyed . '","0000110110011000001110000101010001000
01010011011001100000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
destroy,"When buried in landfills , the oxidizing agents react with metal salts in the soil , and the links between the polymers are destroyed ","1100101001000001001100010000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
destroy,"And instead of reacting to this aggression by destroying Iranian naval assets , defense leaders responded by saturating the Gulf with American military forces that were not supposed to engage their aggressor , but instead were supposed to intimidate him by their mere presence ","0000100100101000000001001000000100100
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
destroy,"Director John McTiernan -LRB- '' Predator '' -RRB- has efficiently slapped together the ingredients for a big , ear - shattering action film : slick , heavily armed villains ; a wife in peril ; stupid TV journalists who only make things worse ; a renegade cop who singlehandedly destroys the bad guys against impossible odds ","0001000100010000110000110100100000000
11110000001010011000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
destroy,It actually demonstrated its ability to destroy target drones in flight ,"0000000100000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
destroy,So only a direct hit on the concrete hangar or an extremely close miss can destroy the plane on the ground ,"1100000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
die,"In small type , the ad does state that just 5 , 800 of the 241 million Americans will die this year of skin cancer and that '' odds are it wo n't be your funeral . '","1000000100010000000000010000001100000
10000000000000000000000000000000000000000000","0000000000000000000100000000000000000
00000000000000000000000000000000000000000000"
die,About 25 % of those children die of liver cancer or cirrhosis ,1001100000000000000000000000000000000000000000000000000000000000000000000000000000,0000001000000000000000000000000000000000000000000000000000000000000000000000000000
die,"Immune - suppressed children often die of illnesses like chicken pox , meningitis , measles and pneumonia ",0000110011011010100000000000000000000000000000000000000000000000000000000000000000,0000010000000000000000000000000000000000000000000000000000000000000000000000000000
die,And millions of animals will die ,0110010000000000000000000000000000000000000000000000000000000000000000000000000000,0000010000000000000000000000000000000000000000000000000000000000000000000000000000
die,"But the EPA and medical specialists have estimated that , even if schools eliminate asbestos quickly , 1 , 000 to 7 , 000 people already exposed to the substance in their school years would die from asbestos - related diseases over the next 30 years ","1000000001100011101010100010000000001
10000001000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
die,"'' But , Doc , I ' m going to die of this , '' you plead ","0110100001000100100000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
die,"Every day this legislation is delayed , 25 people die in needless pain that could have been relieved with this treatment , which has been used successfully in Britain for years ","0000101000011100101010100000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
die,"Mr. Mulheren rescued the child from the bottom of the pool and , according to a friend , stood shaking the child as tears streamed down his face , crying , '' Do n't die , do n't die . '","0000000010000010111000101010000000011
01010000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
die,"The Kidney Patient Association , an independent group , estimates that some 1 , 500 Britons die every year because of lack of kidney treatment ","1000110010110001100000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
die,"'' It is better for a pitchman to die than to be caught alive in a scandal , '' contends Albert Lerman , chief creative officer at D'Arcy Masius Benton & Bowles in St. Louis , whose clients include Anheuser - Busch Cos ","0010000110000000010100100000100000000
01100000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
die,"The EPA 's current emission standard for radium is five picocuries per liter , a standard that corresponds to a risk whereby one of 10 , 000 people exposed to such an emission level over a lifetime would die ","0000000000000101100001110100111010000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
die,"In 1347 , Mongols besieging the Black Sea port of Caffa began to sicken and die from the plague ","1010100100100000100000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
die,"But thanks to glasnost , people here know that about a dozen people die from mishaps in the factory every year ","0000100110000011000010000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
die,"Quiet pressure from top businessmen combined with British and German threats of more sanctions to convince Pretoria to soften legislation that would cut off overseas funding of opposition groups , and to indefinitely postpone the hanging of the Sharpeville Six , a group of blacks sentenced to die for the mob killing of a black town councillor ","0010101000110010100001000110110101001
00000001000001100000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
die,It 's not as though the prodnoses care whether people die of lung cancer ,"0100100100111000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
die,"Mr. Della Femina became a fixture on TV news reports about acquired immune deficiency syndrome , for example , after his agency created the line , '' I enjoy sex , but I ' m not ready to die for it , '' for LifeStyles condoms ","0100010000100001001010001100101001100
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
die,"Cardiac - bypass queues grow and patients die before their turn ; hip replacements and cataract operations join a growing list of corrections that are triaged , ostensibly because more serious operations must be performed , but in reality because the resources are being used to continue first - dollar insurance coverage for sniffles and splinters -- and for asphalt laying in the constituencies of members of the government ","0001100000001000110111110010000000000
00001101000000100001000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
die,Others continue to die in unsuccessful attempts to escape the East ,"0010000000000000000000000000000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
dissolve,"The Medical Letter , a respected nonprofit publication that evaluates the effectiveness of drugs for doctors , concluded that Actigall can dissolve gallstones in only about half of patients ","0000000010001001101101001001100000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
dissolve,"The large study , involving 17 , 187 patients treated at 417 hospitals in North America , Europe and Australia , provided the strongest evidence yet that the emergency use of a clot dissolving drug can save lives , said researchers involved in the clinical trial ","0001001000100000100011001000011001100
01100000100000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
drag,"In the latter instance , a man dressed as Christ and dragging a cross was in the demonstration ",1000101010000100010000000000000000000000000000000000000000000000000000000000000000,0000000000010000000000000000000000000000000000000000000000000000000000000000000000
drag,"Last week , though , some of them were dragged off a train and prevented from traveling to Moscow to meet with President Reagan ","0111000001101001001001100000000000000
00000000000000000000000000000000000000000000","0000000001000000000000000000000000000
00000000000000000000000000000000000000000000"
drag,"-- Last September , 22-year - old Kimberly Isaac of Baton Rouge , La . , was badly scraped over a large part of her body when a 1977 LTD she had just parked in a grocery - store lot backed up , knocking her over and dragging her in circles ","0011000110001111100000101000010001000
00001101001100000000000000000000000000000000","0000000000000000000000000000000000000
00000000001000000000000000000000000000000000"
drag,"Before there was much time for further decorating , the lady was dragged off to the guillotine ","1010000010001000000000000000000000000
00000000000000000000000000000000000000000000","0000000000001000000000000000000000000
00000000000000000000000000000000000000000000"
drag,"-- Last September , 22-year - old Kimberly Isaac of Baton Rouge , La . , was badly scraped over a large part of her body when a 1977 LTD she had just parked in a grocery - store lot backed up , knocking her over and dragging her in circles ","1001000111010101000000100000100100000
00001100000101000000000000000000000000000000","0000000000000000000000000000000000000
00000000001000000000000000000000000000000000"
drag,"Public anger reached its zenith April 30 , 1982 , when angry mobs stopped three taxis bearing margis , dragged them from their cars , bludgeoned and poured acid on them and finally burned them to death ",0000011111000100111101011000100000000000000000000000000000000000000000000000000000,0000000000000000000100000000000000000000000000000000000000000000000000000000000000
drag,"The OSU sled 's No . 1 advantage , he says , is an aerodynamic shape that reduces drag 20 % to 25 % ",0101101101010000110100000000000000000000000000000000000000000000000000000000000000,0000000000000000001000000000000000000000000000000000000000000000000000000000000000
drag,"About half of Cray 's R & D budget now goes into creating software , a combination art and science that so totally engrosses some Cray designers that they sometimes have to be dragged away from their terminals and told to get some rest ","1010101001000110100100000001000100010
00011110000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
drag,"He disputes the longheld theory that the Great Pyramids were made of limestone blocks cut , dragged long distances , and hoisted into place , arguing that they were made by pouring long - lasting cement ","0101000010000101000100011010000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
drag,"Some of those arrested were dragged from buses that were to take them back to Managua ; others , such as 18-year - old Norman Lenin Cardoza -LRB- who denies ever attending the rally -RRB- and attorney Roger Guevara Mena , were arrested by state security police days later ","0001001010110111001010000000110100100
11010101001000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
drag,Its black - stained concrete walls and blackened roof of rust make it look as if it were dragged off the back lot of a horror - film studio ,"0001000000101001100001010001000000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
drag,"Exhausted by my efforts , I paused a moment in a shell - hole ; in a few seconds I felt myself sinking , and struggle as I might I was sucked down until I was firmly gripped round the waist and still being dragged in ","0001101010000000001001010010110000000
10000011000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
drag,"That 's pretty much it , plotwise , except for coming up with the various modes of transportation the bounty hunter cop has to use to drag the con man accountant across country ","1100110100011000000000001100001000000
00000000000000000000000000000000000000000000","0000000000000000000000000000000000000
00000000000000000000000000000000000000000000"
drink,"As I drank water and ate for the first time in two days , my determination to continue the opposition crusade was strengthened ",1010000000011100000001000000000000000000000000000000000000000000000000000000000000,0010000000000000000000000000000000000000000000000000000000000000000000000000000000
drink,"The upper classes do not take food or water from them nor sit , eat or drink with them ",0000001000011100010000000000000000000000000000000000000000000000000000000000000000,0000000000000000100000000000000000000000000000000000000000000000000000000000000000
drink,"It happens every year , says Dusty Saunders of the Rocky Mountain News , in Denver : Reporters put in long and weary days on the tour only to have their editors spot them drinking beer with a starlet on TV ","0100100000000100110010000001000000101
00000000000000000000000000000000000000000000","0000000000000000000000000000000000100
00000000000000000000000000000000000000000000"
drink,"It is impolite to drink less than three glasses and , after the third , it is generally impolite for guests to linger ","0111000100110011000000000000000000000
00000000000000000000000000000000000000000000","0000100000000000000000000000000000000
00000000000000000000000000000000000000000000"
drink,"The trick is that it is midnight , and the ban on eating , smoking , having sex and even drinking water applies only to the daylight hours ",1001000000000101100110110011000000000000000000000000000000000000000000000000000000,0000000000000000000010000000000000000000000000000000000000000000000000000000000000
drink,"'' I stayed home and drank for two years after that , '' he notes sadly ",0000000101010000000000000000000000000000000000000000000000000000000000000000000000,0000010000000000000000000000000000000000000000000000000000000000000000000000000000
drink,"And true to German tradition , the club has its own Stammtisch , a table at a local beer hall where club members gather once a week to drink and gab ",0000010000001010000000010000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000100000000000000000000000000000000000000000000000000000
drink,You should drink a full eight ounces of water with your tablets ,0000010101000000000000000000000000000000000000000000000000000000000000000000000000,0010000000000000000000000000000000000000000000000000000000000000000000000000000000
