sentence,correct_label,prediction,polarity,intensity,source_concept,target_concept
"""No tengo la menor duda de que en el PAN puede surgir la tentación de montarse en el proyecto, en el programa anticrisis del presidente Calderón para obtener  "", pero ""espero que no lo haga, que no deforme la intención de los anuncios del Gobierno federal"", agregó.",1,1,NEUTRAL,0.0,RESOURCE,ELECTIONS
"Es importante romper con el paradigma neoliberal que otorga un papel secundario al sector rural en el modelo de desarrollo, y abogar por establecer una política que  la  del campo, que apoye a las mujeres, jóvenes y migrantes, que respete los derechos indígenas y proteja los recursos naturales.",1,1,POSITIVE,1.0,DISEASE,POVERTY
Hoy en México reina el temor en la Guerra contra el narco; hoy el miedo le hace  a la  y a los derechos,1,1,NEGATIVE,2.0,WAR,DEMOCRACY
"— Muchos militantes del Partido Revolucionario Institucional que se brindaron en   reflexionan sobre lo difícil que es aceptar que, a pesar del esfuerzo dado, no haya ni siquiera un ""gracias"", o alguna consideración, mucho menos pensar en algún compromiso, ¿será que todavía prevalece el concepto de que el político no tiene corazón?",1,1,NEUTRAL,0.0,COMPETITION,ELECTIONS
"Esta incapacidad de adaptación, podría ser explicada por la estricta vinculación que el régimen guarda con la forma de Estado federal, así como con las  de la  directa (referéndum, iniciativa popular), que funcionan en los dos ámbitos competenciales de la Confederación Helvética, no obstante que el Directorio (Consejo Federal), o sea el órgano colegiado ejecutivo a nivel federal, carezca de facultades para censurar a la Asamblea y mucho menos para disolverla, el pueblo mismo (recordemos que Rousseau era ginebrino), tiene la posibilidad de controlar la permanencia de la Asamblea mediante el referéndum, de manera similar al recall norteamericano.",1,1,NEUTRAL,2.0,SCIENCE,DEMOCRACY
"En esa fecha, Rafael Macedo renunció simple y llanamente porque no permitió que la ley se torciera al antojo de nadie, ya que él sabía que el respeto al marco del Derecho era el primer pilar en el que se  cualquier  verdadera, y Macedo no se prestó a jugar con las instituciones ni mucho menos con la ley.",1,1,POSITIVE,2.0,STRENGTH,DEMOCRACY
"En 1910, aquí se formó el movimiento a favor de la pesca libre, para hacer frente al monopolio que detentaban, durante el porfiriato, los extranjerospescadores de perlas y, al mismo tiempo, se creó el Comité Democrático Californiano para  por el  efectivo en las elecciones municipales.",1,1,POSITIVE,2.0,STRUGGLE,ELECTIONS
"MÉXICO, DF.- Ante los dirigentes de sindicatos federados, el presidente electo del PRI nacional, Humberto Moreira, aseguró que México vive una situación crítica y que el  de la  se ha convertido en un crimen social.",1,1,NEGATIVE,3.0,MOVEMENT_ON_A_VERTICAL_SCALE,POVERTY
Los  de  usadas por la OCDE y por la Unión Europea se basan en la distancia económica relativamente a un determinado porcentaje del nivel mediano de consumo.,1,1,NEGATIVE,2.0,PORTAL,POVERTY
"Para efectos del Impuesto Empresarial a Tasa Única (IETU) se considera ingreso gravado el precio o contraprestación a favor de quien enajena un bien, presta un servicio independiente u otorga el uso o goce temporal de bienes, en el momento en que dichas contraprestaciones se cobren efectivamente, de conformidad con las reglas que para tal efecto se  en la Ley del , incluyendo los anticipos y depósitos recibidos por dichas contraprestaciones.",1,1,POSITIVE,1.0,BUILDING,TAXATION
"Durante la sesión, la Sala Superior resolvió 14 medios de impugnación, esto es, cuatro juicios para la  de los derechos  del ciudadano; tres juicios de revisión constitucional electoral, seis recursos de apelación y un recurso de reconsideración.",1,1,POSITIVE,2.0,PROTECTION,ELECTIONS
"Por ejemplo, Giambattista Vico, filósofo italiano del siglo XVIII, señalaba tres edades claras: de dioses, héroes y humanos; James Frazier, en el siglo XIX, habla de las edades de la magia, la religión y la ciencia; Lewis Morgan divide la historia humana en salvajismo, barbarie y civilización; tal vez podríamos intentar una evolución similar para la democracia donde se pasa del caos, al autoritarismo, para  a la  finalmente, con un lastre fuertemente arraigado en todos aquellos acostumbrados a obedecer líneas y atender dictados de conciencia y acción.",1,1,POSITIVE,3.0,OTHER,DEMOCRACY
"¿Cómo abrir el  de la productividad y la ? Hay acuerdo entre los expertos en que sólo se vuelven prósperos los países que se lo proponen explícitamente, que alinean sus instituciones y sus decisiones para ello. No hay mucho que inventar. Para crecer mucho",1,1,POSITIVE,2.0,FURNISHINGS,WEALTH
"Con punto de acuerdo, por el que se exhorta a esta soberanía a revisar la probable inconstitucionalidad del  de  neto aprobado en la Ley de Ingresos de la Federación correspondiente a 2006, a cargo de la diputada Dolores Padierna Luna, del grupo parlamentario del PRD.",1,1,NEGATIVE,2.0,PROTECTION,DEBT
"BBVA se ha hecho en México con casi la mitad de la empresa de ingeniería PYPSA, que pretende sacar de Bolsa para   y aumentar su volumen de negocio, y con un 10 por ciento de la cadena textil Milano, en la que realizará “ mejoras operativas ”.",1,1,POSITIVE,2.0,MEDICINE,MONEY
"Y por supuesto, esperamos de la ciudadanía, que la ciudadanía participe votando, participe escuchando a los actores políticos, participe decidiendo conforme a las  de la .",1,1,POSITIVE,1.0,PHYSICAL_LOCATION,DEMOCRACY
"Los políticos, militares, “magistrados” y grandes empresarios que instalaron, mediante el fraude, a Felipe Calderón en la presidencia del país, están listos para aprovechar la usurpación del poder para inaugurar una nueva y más cruenta etapa de aplicación de políticas neoliberales, de privatizaciones, de presupuestos lesivos a los intereses públicos y a las necesidades sociales (como el recién aprobado), de  de la  en unos cuantos y mayor empobrecimiento de la mayoría, de entrega de la soberanía, de apertura indiscriminada (como amenaza suceder con el maíz y el frijol como consecuencia del TLC), de integración subordinada a los Estados Unidos.",1,1,POSITIVE,1.0,OTHER,WEALTH
Las elecciones en Guerrero son un claro ejemplo de que en México aún no podemos  la  de la que tanto escuchamos hablar a diario tanto en los medios de comunicación y por parte de los funcionarios públicos.,1,1,POSITIVE,3.0,DELICACY,DEMOCRACY
"El retiro del Estado comunista de la lista ""es una respuesta apropiada"", dijo Obama, pero McCain advirtió que ""no está claro si el último acuerdo de verificación nos permitirá"" afirmar si Pyongyang  sus .",1,1,,,,WEAPONS_OF_MASS_DESTRUCTION
Pero la “reforma de impuestos” ha reemplazado los “ de ” en la agenda de Washington y eso presenta algunos peligros para los contribuyentes.,1,1,NEUTRAL,2.0,RESOURCE,TAXATION
"En los últimos veinte años, la Entidad ha vencido el  de la ; hoy se encuentra en plena recuperación ecológica y agrícola y en una etapa de franco desarrollo industrial.",1,1,NEGATIVE,1.0,SCIENCE,POVERTY
"Estos son algunos de los programas específicos que tiene planeados para 2007 la Secretaría de Cultura del Gobierno del Distrito Federal y que para su realización contarán con el apoyo de una “considerable” partida extra,  de una  superior a la que se había previsto en el primer trimestre del 2007.",1,1,POSITIVE,1.0,CROP,TAXATION
"Si el Papa Juan Pablo II nos enseña que es necesario ""promover esas mutaciones estructurales tan necesarias para que la humanidad pueda alzarse de la  de la :"" ¿Cómo crear una política social asistencial, promocional y de corrección estructural que permita modificar de fondo las causas profundas de la indigencia promoviendo en los pobres y desde los pobres las causas del desarrollo y la riqueza justamente creada y distribuida?",1,1,NEGATIVE,3.0,DISEASE,POVERTY
"La vulnerabilidad entonces, aparece de nuevo como  de la , el analfabetismo, la discriminación y los grandes problemas sociales de nuestro tiempo.",1,1,NEGATIVE,1.0,FAMILY,POVERTY
"Lo más grave es que una  , es decir, la que trata de atender la violencia contra las mujeres, al extender reglas absurdas, reglamentos, formatos, proyectos, a veces voluminosos y de difícil entendimiento, para justificar que algo se está haciendo, sin dar capacidades reales a sus agentes, generalmente porque quien dicta las órdenes y quien las ejecuta, no se han transformado.",1,1,NEGATIVE,2.0,HUMAN_BODY,BUREAUCRACY
El nombramiento de Panetta resultó sorpresivo debido a su perfil más acorde como uno de los más visibles e influyentes operadores políticos en los   del poder.,1,1,NEUTRAL,0.0,SHAPE,DEMOCRACY
"Bueno, pero entonces, de este problema, lo que hicimos fue empezar a  lo que es  de lo que son las formas de organización autónomas y democráticas de las comunidades zapatistas.",1,1,POSITIVE,0.0,OTHER,GOVERNMENT
"En su comunicado advirtió que el reto es eliminar el proteccionismo y convertir al   en una verdadera política social, por lo que exhortó a los legisladores a hacer conciencia de las necesidades reales de formar una verdadera educación financiera y hacendaria.",1,1,NEUTRAL,1.0,BUILDING,TAXATION
"A esto se opone el hecho de que, en 1981, aproximadamente el 40% de la población mundial estaba por debajo del  de la , mientras que hoy este porcentaje se ha reducido sustancialmente a la mitad y numerosas poblaciones, caracterizadas, por lo demás, por un notable incremento demográfico, han salido de la pobreza.",1,1,NEGATIVE,3.0,BUILDING,POVERTY
Ciudad de México  (20 diciembre 2012).-   El Presidente Enrique Peña Nieto dijo que bajo su Administración será reactivado el campo mexicano y que este sector no estará  a la .,1,1,NEGATIVE,3.0,CONFINEMENT,POVERTY
"Ante cerca de 300 productores y agroindustriales del campo jalisciense, subrayó: Tenemos siempre que hablarnos con verdades y una verdad, por ejemplo, es que la producción y la productividad agropecuaria y pesquera se ha venido elevando en nuestro país, al mismo tiempo que en el campo está llegando tecnología de punta que nos permite ser mucho más competitivos; sin embargo, no podemos dejar de reconocer que la mayor desigualdad y la mayor pobreza y donde más injustamente se  la  es en el sector rural.",1,1,NEUTRAL,2.0,OTHER,WEALTH
"Juntos otorgaremos a la industria, las condiciones necesarias para que cumpla el papel definitivo, que tiene en el  de la .",1,1,NEUTRAL,0.0,LIFE_STAGE,GOVERNMENT
"El ex candidato presidencial, Andrés Manuel López Obrador, reiteró la realización de una lucha civil pacífica en contra del  de  y del despido de los 44 mil trabajadores de Luz y Fuerza del Centro.",1,1,NEGATIVE,1.0,RESOURCE,TAXATION
"Amasiato del PRIANchuchismo CONTRA MÉXICO a todo dar, delitos con   se espera queden impunes",1,1,NEGATIVE,2.0,WAR,ELECTIONS
"De ese modo, ""el deterioro de 2009 no revirtió los importantes logros"" del periodo comprendido entre 2002 y 2008, cuando 41 millones de latinoamericanos  de la , recalcó Bárcena.",1,1,POSITIVE,2.0,PHYSICAL_LOCATION,POVERTY
El e-Gobierno se ha constituido como una importante herramienta para la  del .,1,1,POSITIVE,1.0,,GOVERNMENT
Ejercitarse en la participación de trabajos especializados tendientes a la habilitación de la   de los contribuyentes.,1,1,NEGATIVE,1.0,OTHER,TAXATION
"“el esfuerzo de quienes controlan la gran industria por ampliar los canales por donde  la  excedente, tratando de encontrar mercados e inversiones exteriores para desprenderse de los artículos y del capital que no se pueden vender en el país... Primeramente en que sustituye a las tendencias de un solo imperio creciente, la teoría y la práctica de los imperios rivales guiados cada uno por las mismas aspiraciones a la expansión política y al provecho comercial; segundo en la preponderancia de los intereses financieros o relativos a las inversiones de capital sobre los intereses comerciales.”",1,1,POSITIVE,1.0,OTHER,WEALTH
El candidato del PRI y virtual  de las  de México del pasado domingo dijo en una entrevista exclusiva con BBC Mundo que considera que es el presidente elegido por la gran mayoría de mexicanos.,1,1,POSITIVE,1.0,COMPETITION,ELECTIONS
El nombramiento de Panetta resultó sorpresivo debido a su perfil más acorde como uno de los más visibles e influyentes operadores políticos en los   del poder.,1,1,NEUTRAL,0.0,CONFINEMENT,DEMOCRACY
"Y por supuesto, esperamos de la ciudadanía, que la ciudadanía participe votando, participe escuchando a los actores políticos, participe decidiendo conforme a las  de la .",1,1,POSITIVE,1.0,GAME,DEMOCRACY
Hace dos años Artur Mas encargó a Andreu Mas-Colell la tarea de enderezar unas finanzas deterioradas por la drástica  de  y una asfixiante deuda.,1,1,NEGATIVE,2.0,MAZE,TAXATION
"Esta reflexión va más bien dirigida a tratar de desnudar un sistema inoperante, agotado, inflexible y engrosado año con año que sólo genera desigualdad entre unos y otros, creando ciudadanos de primera y de segunda clase que privilegia a unos y a otros no y sobre todo sistematiza la ineficiencia y la parálisis y fomenta el  desmedido e imparable de la .",1,1,NEGATIVE,1.0,OTHER,BUREAUCRACY
"Prometió no quebrar la “neutralidad de red” pero, según publica ‘The Wall Street Journal’, negocia para crear una web propia que terminaría perjudicando a los consumidores y a todos los que crean y distribuyen contenidos Todos los intentos por reservar canales de tráfico exclusivos han fracasado La compañía ha publicado un desmentido en un blog oficial Google acaba de resucitar uno de los fantasmas más temidos por los internautas, después de la censura y de las sociedades de gestión de derechos de propiedad intelectual: la  de una red “para ”.",1,1,POSITIVE,1.0,BUILDING,WEALTH
Ese es el  de nuestra : nadie confía en sus autoridades.,1,1,NEGATIVE,2.0,BODY_OF_WATER,DEMOCRACY
La  que  es de otro tipo.,1,1,NEGATIVE,3.0,PHYSICAL_HARM,POVERTY
"Por un lado,  la  de los tenedores de títulos, lo cual aumenta la capacidad adquisitiva de las clases altas y medias; aumenta el consumo de bienes finales (especialmente suntuarios) y la demanda de viviendas pero, paradójicamente, deprime las ganancias productivas y, por consiguiente el gasto de la inversión.",1,1,POSITIVE,2.0,RESOURCE,WEALTH
"Muchos de ellos eligen el exilio interno o externo, para la conservación de una   en una época autoritaria y la posibilidad de una oposición al poder personalizado y autoritario.",1,1,POSITIVE,1.0,VISION,GOVERNMENT
"Esta forma de encarar el  de la  manifiesta una necesidad político-social, porque con ello han creado una nueva oferta de mano de obra barata que se ofrece indiscriminadamente al mercado internacional, particularmente a los Estados Unidos.",1,1,NEGATIVE,2.0,MONSTER,POVERTY
"no se trata de  la  ni pedir limosna, sino exigir justicia y pedir que las autoridades cumplan con su responsabilidad.",1,1,NEGATIVE,2.0,A_GOD,POVERTY
"Pátzcuaro, Mich., a 16 de mayo de 2008.- El Poder Judicial de Michoacán amplía su estructura y  la impartición y la  de justicia, al poner en marcha dos nuevos Juzgados de Primera Instancia en Materia Civil: uno en el Distrito Judicial de Pátzcuaro y el otro en Maravatío.",1,1,NEGATIVE,1.0,PROTECTION,GOVERNMENT
"“Esos argumentos no son más que una estrategia cínica para hacer fracasar el  legislativo en el  para llegar a un acuerdo bipartidista sobre una ley integral de inmigración”, apuntó el diario.",1,1,POSITIVE,1.0,ENERGY,GOVERNMENT
"También se manifestaron preocupados por las normas que establecen que las asociaciones políticas sólo pueden acceder a fondos nacionales, porque piensan que se podrían aplicar selectivamente a organizaciones de derechos humanos e impedirles recibir fondos del exterior.Los relatores consideraron que la  podría  la independencia del poder judicial, porque propone que la destitución de los jueces de la Corte Suprema sea decidida por simple mayoría de votos en la Asamblea Nacional, en lugar de los dos tercios que establece la actual Constitución.",1,1,NEGATIVE,1.0,DISEASE,GOVERNMENT
"El Partido Acción Nacional ( PAN) sufrió la peor derrota de su historia el pasado 1 de julio de este año, cuando  la , la mayoría en el Congreso de la Unión e importantes espacios locales, como la gubernatura de Jalisco.",1,1,NEGATIVE,1.0,RESOURCE,ELECTIONS
"De la misma forma, apuntó que con la realización de la ferias de empleo en todo el estado, se seguirán ofertando nuevas plazas de trabajo, además de colocar a jóvenes y demás personas de los  de  que están identificados por la Secretaría de Desarrollo Social del estado.",1,1,NEGATIVE,2.0,PHYSICAL_LOCATION,POVERTY
"Basta observar el éxito monetario de instituciones privadas que no son algo de otro mundo en materia de calidad, pero que captan gran número de pacientes que prefieren eludir  , todo con tal de ser atendidos en menos de 10 minutos.",1,1,NEGATIVE,1.0,MAZE,BUREAUCRACY
Gasolina al,1,1,NEGATIVE,2.0,OTHER,ELECTIONS
La llamada  a la  no puede limitarse a los procesos electorales.,1,1,POSITIVE,1.0,VISION,DEMOCRACY
"Porque si tiene la misma de Zedillo y Salinas, de privatizar, ¡vamos privatizando la pobreza, a ver si con esto logramos  la  que tanto lastima a los mexicanos!",1,1,POSITIVE,2.0,PHYSICAL_HARM,POVERTY
"En dichas sesiones, la Suprema Corte de JusticIa decidió por seis votos contra cuatro que el gobernador de Puebla (centro), Mario Marín, no había  gravemente los  de la reportera Lydia Cacho al detenerla por la publicación de un libro en el que denunció una red de pederastía en la ciudad turística de Cancún y las conexiones de su líder con políticos y empresarios.",1,1,NEGATIVE,1.0,ENSLAVEMENT,DEMOCRACY
"""Ninguna  puede  en el frágil cimiento de la pobreza.""",1,1,POSITIVE,1.0,BUILDING,DEMOCRACY
"En dichas sesiones, la Suprema Corte de JusticIa decidió por seis votos contra cuatro que el gobernador de Puebla (centro), Mario Marín, no había  gravemente los  de la reportera Lydia Cacho al detenerla por la publicación de un libro en el que denunció una red de pederastía en la ciudad turística de Cancún y las conexiones de su líder con políticos y empresarios.",1,1,NEGATIVE,3.0,CRIME,DEMOCRACY
"No  suficientemente nuestra , y por tanto, no estiramos nuestros anhelos.",1,1,NEGATIVE,1.0,OTHER,POVERTY
"por el hambre y la , vendidos como esclavos y excluidos de la vida bonita y los parques que los extranjeros gozaban, fueron los obreros de Shanghai quienes fundaron el Partido Comunista Chino, en 1921.",1,1,NEGATIVE,1.0,BODY_OF_WATER,POVERTY
"Lo que sucede es que cuando  los , mas gente los paga, hay menos evasión y hay mas disposición de cumplir que de no cumplir.",1,1,POSITIVE,1.0,RESOURCE,TAXATION
"“Con una   y para beneficio de su imagen, Luis Echeverría Álvarez instruyó a su secretario de Educación, Víctor Bravo Ahuja, que ninguna normal rural fuera tocada”.",1,1,POSITIVE,1.0,SIZE,GOVERNMENT
"Deducciones personales que tiene derecho a incluir para   a su cargo (intereses por créditos hipotecarios, honorarios médicos, primas por seguros de gastos médicos, lentes ópticos graduados).",1,1,POSITIVE,1.0,RESOURCE,TAXATION
"La propuesta llamada Ley sobre la Contribución Empresarial a Tasa Única (CETU), presentada por el Ejecutivo Federal al Congreso de la Unión el pasado 20 de junio consiste en  un  que sustituya al impuesto al Activo.",1,1,NEGATIVE,1.0,DISEASE,TAXATION
"El representante legal de la empresa Alkino, Rodolfo Antonio Jumilla, dijo desconocer los datos básicos de la empresa Comercializadora Atama, a pesar de haberla contratado para fondear 7 mil 851 tarjetas de Monex, que fueron repartidas entre integrantes de las   del PRI para la presunta compra de votos.",1,1,POSITIVE,2.0,BUILDING,ELECTIONS
"Bien por Federico, que parece, ya ha sido liberado de la maldición que pesaba sobre él y que lanzó el gobernador del Estado, que este 28 de mayo cumple dos años de  el  de miles de yucatecos para poder llegar a ocupar ese puesto.",1,1,NEGATIVE,2.0,THEFT,ELECTIONS
Consideró “preocupante escuchar que vamos a tener crecimiento cero en función a que hicimos el  en la  para sacar el mejor presupuesto en la historia del país”.,1,1,POSITIVE,0.0,STRENGTH,GOVERNMENT
La  es un  para conciliarlos.,1,1,,,,RELIGION
"“Observamos como en la actualidad se utiliza  como  de eliminación de los rivales políticos en contiendas electorales, principalmente en la presidencial”, destacó.",1,1,NEUTRAL,0.0,RESOURCE,DEMOCRACY
"También arquitectos están en equipos con temas contables y contadores con temas de arquitectura (Edificios inteligentes), así como abogados viendo como se crean empresas desde el   y empresarial.",1,1,POSITIVE,1.0,BUILDING,TAXATION
"Finalmente, el titular de la SAGARPA subrayó a canadienses y norteamericanos que sin descuidar otros mercados agropecuarios también importantes para el país, México no aflojará el paso para continuar con el trabajo que hasta este momento ha desarrollado con sus vecinos y en donde puedan las tres naciones  mejor su .",1,1,POSITIVE,1.0,HUMAN_BODY,WEALTH
"mueven de un lugar financiero ventajoso a otro,  de los  de manera totalmente legal.",1,1,POSITIVE,2.0,PHYSICAL_LOCATION,TAXATION
"De acuerdo con Carlos Llano (1994), son diez los signos que caracterizan la gestión de empresas dentro del nuevo ambiente de los negocios en el plano internacional, y sobre los cuales las organizaciones a todos los niveles -mundial, nacional y local- han de construir las estrategias gerenciales que les permitan mantener sus procesos de acumulación, reproducción y  de .",1,1,POSITIVE,1.0,RESOURCE,WEALTH
Un Parlamento sin la eficiencia para legislar y atender los acuciantes desafíos que nos  la  y nuestras limitaciones.,1,1,NEGATIVE,1.0,ENSLAVEMENT,POVERTY
"La  es un  social en México: Moreira El presidente electo del PRI nacional, Humberto Moreira, dijo que el país vive una situación crítica debido a la pobreza.",1,1,NEGATIVE,3.0,PHYSICAL_LOCATION,POVERTY
"“Esos argumentos no son más que una estrategia cínica para hacer fracasar el  legislativo en el  para llegar a un acuerdo bipartidista sobre una ley integral de inmigración”, apuntó el diario.",1,1,POSITIVE,1.0,RESOURCE,GOVERNMENT
"La ley regulara el Estatuto de los Funcionarios Públicos, el  a la  de acuerdo con los principios de merito y capacidad.",1,1,NEUTRAL,0.0,PORTAL,BUREAUCRACY
Esta obligación se cumple cuando la persona que hace los pagos le  el  y lo entrega al Servicio de Administración Tributaria.,1,1,NEGATIVE,1.0,PHYSICAL_HARM,TAXATION
"Sin mas por el momento espero que sigan asi, con esa mentalidad mediocre y se sientas satisfechos por lo que les muestra y da nuestras grandes autoridades san juanenses de igual manera con el excelente gobierno que desempeño nuestro super presidente jorge rivadeneyra!!! sigan votando, sigan llenando las  de los  con mas dinero!! Por un mexico sin gobierno, por un mexico sin violencia, por un mexico sin medios de comunicacion amarillistas vota PAN, PRI, PRD JAJA!!! NO SE ENGANCHEN TENGAN Y HAGAN SU PROPIO CRITERIO!! YA BASTA!!!",1,1,NEUTRAL,0.0,OTHER,BUREAUCRACY
