sentence,correct_label,prediction,polarity,intensity,source_concept,target_concept
"Pero creo que  de  cada dos por tres, solo nos llevaría al caos.",1,0,POSITIVE,1.0,,GOVERNMENT
"El protagonista en este campo, ha sido el trabajo realizado por un grupo multicéntrico, que también contaba con participación española, y que ha elaborado el mapa genético de los dos  más : el carcinoma de páncreas y el glioblastoma multiforme (un tumor cerebral).",1,0,,,,DISEASE
"Un tanto  de la situación nacional y de la  de ideas para cambiarla, fue en pos de sí y viajó a París en el año de 1914 con un cargo diplomático.",1,0,NEGATIVE,1.0,DISEASE,POVERTY
"Para mi Rajoy es un ser como todos los de mas, que os pensabais que el pp con Rajoy salbaria el país, pensarlo muy bien los políticos son como las marionetas  movidos por  de los banqueros y del dinero si no os dais cuenta, seguir votandoles que ya veis lo que se consigue, mientras no se cambie la constitución y los 17 gobiernos el Llamado café para todos, el barco no puede mas, pues la vía de agua y el lastre que tenemos que soportar, ara que no Lleguemos a buen puerto, bueno PSOE y PP van de la mano para fastidiar al pueblo, y los que vengan ara lo mismo, y si teneis memoria hace 30 años hasta a qui que a pasado siempre lo mismo.",1,0,NEGATIVE,1.0,,GOVERNMENT
"Alberto Cárdenas Jiménez,   del Estado de Jalisco, entregó al Congreso del Estado, en sesión solemne, su segundo informe de Gobierno.",1,0,NEUTRAL,0.0,,GOVERNMENT
". Nuestra izquierda, tan entusiasta de los Pactos de la Moncloa, nunca los comprendió en su esencia y hoy sigue pensando que la democracia puede florecer en la cerrazón, que siempre, por la derecha o por la izquierda,  a los . Contribuir con",1,0,NEGATIVE,2.0,FOOD,GOVERNMENT
"Camilo fundó en su estado natal y bajo el nombre de su ilustre ascendiente, el club liberal pionero del país, célula organizada con vistas a  un .",1,0,,,,ELECTIONS
Es la unidad del  del estado de Tamaulipas que presta servicios de  a las personas interesadas en iniciar el funcionamiento de su empresa.,1,0,POSITIVE,1.0,,GOVERNMENT
"Y por cierto, es una de las funciones más importantes que tenemos, la de recibir las declaraciones patrimoniales, y cuando el   que se hagan públicas se ponen en Internet.",1,0,POSITIVE,2.0,PORTAL,BUREAUCRACY
"En una de sus acepciones, la seguridad social expresa la protección del salario de los trabajadores contra las contingencias que amenazan disminuirlo ó anularlo, el esfuerzo realizado por los ciudadanos a través de sus gobiernos para  contra la  física, el temor y la indigencia mediante la seguridad de un ingreso continuo que asegure la alimentación, la vivienda, el vestido y los servicios de salud y asistencia médica.",1,0,POSITIVE,3.0,DISEASE,POVERTY
"Un tanto  de la situación nacional y de la  de ideas para cambiarla, fue en pos de sí y viajó a París en el año de 1914 con un cargo diplomático.",1,0,NEGATIVE,1.0,EMOTION_EXPERIENCER,POVERTY
"Ampliar la imagen El director gerente del FMI, Rodrigo Rato, durante la inauguración de la sesión plenaria de ese organismo, realizada en Singapur, donde se autorizó que México, China, Corea del Sur y Turquía incrementaran su  de  Foto: Ap Al Fondo Monetario Internacional (FMI) y a las naciones que lo controlan les encanta jugar a la democracia, a la democracia de a mentiritas.",1,0,NEUTRAL,0.0,ENSLAVEMENT,ELECTIONS
"Galbraith sugirió que las naciones en la base de la estructura de la estratificación están ahí porque tienen valores, costumbres, tradiciones y formas de vida que le impiden arriesgarse a  los muros de la  y les mantienen en ese luga.",1,0,POSITIVE,2.0,,POVERTY
"También se debe regular este gran negocio, por cuanto se dan cifras astronómicas en millones de euros, que no pagan impuestos y como comercio que es, debe ser  con los oportunos , puesto que de momento lo que nos ocasiona son gastos al erario público.",1,0,NEGATIVE,1.0,ANIMAL,TAXATION
Las  han  el suministro para evitar que llegue a los grifos el agua contaminada del río Songhua.,1,0,NEUTRAL,0.0,TOOL,GOVERNMENT
"El gobierno de Calderón otorga el perdón a una involucradaUna integrante de la familia Bardor Kaess, dueña de la empresa Tebo –con una deuda de 35 millones 274 mil pesos por no pagar sus impuestos totales entre 1998 y 1999– recibió el   por parte del gobierno de Felipe Calderón.",1,0,POSITIVE,2.0,BODY_OF_WATER,TAXATION
"Avilés y Lanz Galera, quienes propusieron el trámite de ""al Archivo"", que resultó aprobado por la Asamblea, después de que el C. Trejo apoyó la determinación de que se reservara el  para el .",1,0,POSITIVE,1.0,BARRIER,GOVERNMENT
"Obtener la constancia de inscripción, registro del padrón estatal de contribuyentes y clave de acceso al módulo para pago de cuota fija, Régimen de  .",1,0,NEUTRAL,0.0,,TAXATION
Es la unidad del  del estado de Tamaulipas que presta  de apoyo a las personas interesadas en iniciar el funcionamiento de su empresa.,1,0,POSITIVE,1.0,,GOVERNMENT
"Que les den mucho por culo... ves que la gente para comprarse un triste turrón lo tiene que pensar dos veces, te ves a otros que solo llevan huevos y patatas en la cesta de la compra, y nos vienen a contar rollos??? NO HAY CONSUMO, con el PP en España no se puede consumir porque esos señores son como la   ROMANA DE LOS EMPERADORES... se lo tragan todo...",1,0,NEUTRAL,0.0,,TAXATION
"“Vamos por la bancarización, porque la gente use los bancos, use los servicios en línea...”; pero que al mismo tiempo “ su  y no caiga en errores”.",1,0,POSITIVE,2.0,PHYSICAL_HARM,MONEY
"Durante la sesión plenaria, los consejeros analizaron en asuntos generales las  quejas promovidas por el representante de la coalición 5 de Mayo  por el  Partido Revolucionario Institucional () y el Partido Verde Ecologista de México (PVEM), Silvino Espinoza Herrera.",1,0,POSITIVE,1.0,,ELECTIONS
"Avilés y Lanz Galera, quienes propusieron el trámite de ""al Archivo"", que resultó aprobado por la Asamblea, después de que el C. Trejo apoyó la determinación de que se reservara el  para el .",1,0,POSITIVE,1.0,STORY,GOVERNMENT
Por solo $800.00 calculamos la pension quie le entregara el imss para que determine si le conviene o es necesario  su  promedio.,1,0,POSITIVE,2.0,RESOURCE,MONEY
Quiere decir que seria el colmo que Madrid fuera como Cataluña donde hay más altos cargos que en el  de ? y donde el President cobra más que Zapatero?,1,0,POSITIVE,1.0,,GOVERNMENT
"Ante un auditorio de mas de mil 500 personas, González manifestó que ""la  es el  más grande al desarrollo de los países"" y que nunca habrá un mercado fuerte mientras exista un sector de la población que no tiene acceso a él. Mencionó que recientemente se reunió con el presidente brasileño, Luiz Inácio Lula da Silva, para intercambiar opiniones sobre el tema, y que le contó que en Brasil el 60% de la población no tiene acceso al agua potable.",1,0,NEGATIVE,2.0,VEHICLE,POVERTY
"Desconocen sus derechos sexuales y reproductivos 50% de capitalinas La Jornada Más de la mitad de las mujeres jóvenes capitalinas desconocen sus derechos sexuales y reproductivos y no asisten al ginecólogo, además que por lo menos 10 de cada 405 son obligadas por su pareja a tener relaciones sexuales, de acuerdo con el estudio Las mujeres jóvenes en zonas urbano-marginales del Distrito Federal: un análisis sobre la  de sus  sexuales y reproductivos.",1,0,NEUTRAL,0.0,WEAKNESS,DEMOCRACY
"Ampliar la imagen El director gerente del FMI, Rodrigo Rato, durante la inauguración de la sesión plenaria de ese organismo, realizada en Singapur, donde se autorizó que México, China, Corea del Sur y Turquía incrementaran su  de  Foto: Ap Al Fondo Monetario Internacional (FMI) y a las naciones que lo controlan les encanta jugar a la democracia, a la democracia de a mentiritas.",1,0,NEUTRAL,2.0,CONTROL,ELECTIONS
Obviamente es por la lucha que la población femenina ha dado a través de tantos años para que la mujeres participen en esta  .,1,0,POSITIVE,1.0,WAR,ELECTIONS
¡Esa gran sensibilidad que demostraron todos ante el desespero de los parados de la Nissan que se manifestaron en el 11S pidiendo trabajo y ni uno solo de los  se !,1,0,NEGATIVE,1.0,,GOVERNMENT
"La Dirección de Desarrollo Académico tiene como objetivo: proponer, implementar y  , iniciativas, programas y procedimientros que ayuden a mejorar el nivel académico en la institución.",1,0,NEGATIVE,2.0,CRIME,GOVERNMENT
"Presencia Ciudadana está promoviendo dos iniciativas para que en la coyuntura de las campañas a la Presidencia de la República y a la Jefatura del Gobierno del DF los grupos e individuos representantes de la sociedad civil (academia, organizaciones sociales, grupos de vecinos, etc.) tengamos una incidencia real en las propuestas electorales, en los programas de gobierno y en las políticas públicas de los dos  de .",1,0,POSITIVE,1.0,,GOVERNMENT
"Sabeis que en Andalucia han perdido el  a  al PP, solo hay que ver el resultados de las municipales donde el PSOE a poco desaparece del mapa.",1,0,NEGATIVE,1.0,,ELECTIONS
"Para otros, cuestiones como que el poder es para servir, la  en la , la sensibilidad para atender a los necesitados y la paciencia para escuchar a los que tienen problemas, pues por más que se los enseñaron nada más no se les da.",1,0,POSITIVE,1.0,A_GOD,BUREAUCRACY
¿Soberanía de quién: del  del  (el contribuyente) o de un gobierno que alimenta tiburones internacionales con los ahorros de su pueblo y criminales impuestos?,1,0,NEGATIVE,1.0,,MONEY
"por una cuenta personal especial para el ahorro, donde se adquieren acciones de sociedades de inversión.",1,0,POSITIVE,1.0,EMOTION_EXPERIENCER,TAXATION
"Actualmente, Noruega  los  del petróleo en 24 mercados y 31 divisas distintos.",1,0,POSITIVE,2.0,RESOURCE,TAXATION
"La experiencia acumulada en el movimiento en defensa del CCT y el RJP y el desarrollo de diversos procesos organizativos, así como el  programático de  alternativas a la reestructuración y reformas privatizadoras constituyen la base para relanzar una ofensiva contra el charrismo y las políticas neoliberales que ponen en riesgo nuestra fuente de trabajo, nuestros los derechos laborales y sociales y de todos los mexicanos.",1,0,,,,MENTAL_CONCEPTS
"Alfonso Bonifacio Lucio Rodriguez20 de noviembre de 2011, 21:55 LA pobreza se abuelto una forma de vivir y sobrevivir en los paises de rnta baja lapobreza que existe en el mundo es demaciado pero por mas que luchemos contra ella para erradicarla esta parece que en lugar de disminuir  mas la ´ es como el cancer entre mas la dejas mas avansa por eso luchemos por un mundo sin pobreza",1,0,NEGATIVE,1.0,,POVERTY
"“Hemos estado particularmente activos en la clara definición por parte de la  intelectual de que el  al libro ¡ni madres!, no lo vamos a permitir, es fundamental que el gobierno entienda de una vez y para siempre que el libro no es un producto, sino un bien cultural, y debe circular apoyado y no castigado por impuestos”.",1,0,,,,TAXATION
"He leído, que el PP se propone actualizar los sindicatos al siglo en que vivimos, lo que espero se traduzca en un adios definitivo a vivir con el  del  público.",1,0,NEUTRAL,0.0,,MONEY
Levantar  de  femenina tanto a nivel comunal como regional usando instrumentos que den cuenta de la situación de género.,1,0,NEGATIVE,1.0,JOURNEY,POVERTY
"En menos de 5 años, es uno de los  del planeta con mas  y miseria.",1,0,NEGATIVE,2.0,,POVERTY
"De conformidad con la reforma al artículo 139 del Código Fiscal de la Federación publicada en el Diario Oficial de la Federación el 5 de enero de 2004, las notificaciones por estrados se harán fijando durante quince días consecutivos el documento que se pretenda notificar en un sitio abierto al público de las oficinas de la autoridad que efectúe la notificación y publicando el documento citado, durante el mismo plazo, en la página electrónica que al efecto establezcan las  .",1,0,NEUTRAL,0.0,,TAXATION
"En tal sentido, los elementos que privaron temporalmente de su libertad al quejoso no tenían fundamento para tal acto de autoridad que en consecuencia se consideró una arbitrariedad, transgresora de lo dispuesto por el artículo 16 de la Constitución Política de los Estados Unidos Mexicanos así como por los artículos XXV de la Declaración Americana de los Derechos y Deberes del Hombre, 9.1 del  Internacional de  y Políticos, y 7 de la Convención Americana Sobre Derechos Humanos, por lo que se dictó la recomendación correspondiente.",1,0,POSITIVE,1.0,,DEMOCRACY
"No se que pega poneis a Rajoy en su  de , parece que queris que sea tan grosero y maleducado como Pepiño y que se tiere a la yugular del gobierno como si fuera un cafre.",1,0,NEGATIVE,2.0,,GOVERNMENT
"Alfonso Bonifacio Lucio Rodriguez20 de noviembre de 2011, 21:55 LA  se abuelto una forma de  y sobrevivir en los paises de rnta baja lapobreza que existe en el mundo es demaciado pero por mas que luchemos contra ella para erradicarla esta parece que en lugar de disminuir aumenta mas la ´pobreza es como el cancer entre mas la dejas mas avansa por eso luchemos por un mundo sin pobreza",1,0,POSITIVE,1.0,,POVERTY
Por esta  de la  y la petición de destitución se suspende la gosa del informe.,1,0,NEGATIVE,1.0,VEHICLE,GOVERNMENT
"Por lo visto preferis que siga gobernando el PSOE, con eso de irse Zapatero no os dais cuenta que queda toda la camarilla que le ha seguido docilmente y pensais que no van a seguir con la misma nefasta política que la actual, Seguiran  el dinero del  en favor de las autonomias de izquierdas y enchufando a sus amigotes y familiares.",1,0,NEGATIVE,2.0,,TAXPAYERS
"He leído, que el PP se propone actualizar los sindicatos al siglo en que vivimos, lo que espero se traduzca en un adios definitivo a  el papo del  público.",1,0,NEUTRAL,0.0,,MONEY
"En menos de 5 años, es uno de los paises del planeta con  hambruna y .",1,0,NEGATIVE,1.0,,POVERTY
"Esta autopercepción está relacionada con la capacidad de  de las , ya que a través de la autobservación se podrá tener un mejor conocimiento de nuestras maneras de pensar, de las formas en que se manifiestan las emociones y las maneras en que reacciona nuestro cuerpo, como base para un mejor conocimiento propio, de los demás y del entorno.",1,0,,,,MENTAL_CONCEPTS
"En el seno de las Naciones Unidas, desde sus inicios, se decidió la  de  económicas regionales con el fin de encargaran de trabajar con los gobiernos para promover el desarrollo económico y social.",1,0,NEUTRAL,0.0,BUILDING,BUREAUCRACY
