sentence,correct_label,prediction,polarity,intensity,source_concept,target_concept
"Esta es la más limpia y honesta manera de compartir  que yo  haya visto, solo cuesta un poco de tiempo.",0,0,,,,WEALTH
"""Ser uno de los municipios del Estado de Puebla, con mejor , calidad en el servicio, eficiencia y eficacia en los procesos de la administración pública municipal, generando para los ciudadanos condiciones óptimas para el acercamiento con el  municipal"".",0,0,,,,GOVERNMENT
"* Es quizás más afortunado disfrutar coleccionando caracolas que el haber nacido millonario. (Robert Louis Stevenson) * Pocos hombres ricos poseen sus propiedades; son sus propiedades las que les poseen a ellos. (Robert G. Ingersoll) * Los hijos de ricos raramente son padres de ricos. (Herbert Kaufman) * La libertad produce riqueza, y la  destruye la libertad. (Henry D. Lloyd) * Quiero ser rica pero no quiero hacer lo que hay que hacer para ser rica. (Gertrude Stein) * El hombre es el único animal que cuanto más tiene, más quiere, el único animal que  está satisfecho. (Henry George)",0,0,,,,WEALTH
"Comentarios: 0 Publicidad Publicidad + Vistas + Comentadas ESTADOS Publicado el 16 marzo, 2013 - 14:10 - Comentarios: 0 Mantienen Jalisco y Nayarit liderazgo con 10 playas certificadas ""En la administración del presidente de la República, Enrique Peña Nieto, se reforzará el trabajo de los comités locales de playas limpias y como una medida inicial, se gestionará la  de recursos ante el , mediante la Comisión de Turismo, para el proceso de certificación y para la conservación de la misma"", agregó.",0,0,,,,GOVERNMENT
"Marisol Córdoba | Publicado el Jueves, 20 de Junio de 2013 22:19 El pleno del Consejo General del Instituto Electoral del Estado (IEE) exoneró por unanimidad  al consejero , Armando Guerrero Ramírez, por  lo que  por infundada la solicitud de remoción hecha por la coalición PRI-PVEM en su contra por considerar que puso en peligro la legitimidad del organismo electoral ante su idea de transferir votos de un candidato a otro. De la misma manera desecharon la queja contra la consejera Olga Lazcano, que también fue puesto por el PRI acusándola de parcialidad.",0,0,,,,GOVERNMENT
"En  que en el caso de quienes ya realizaron algún trámite relacionado con su credencial, les recordó que tienen hasta el 31 para recoger su nueva credencial para  con fotografía.",0,0,,,,ELECTIONS
"""El contenido de este sitio es meramente  y de comunicación con los ciudadanos"" ©  del Estado de Coahuila.",0,0,,,,GOVERNMENT
> Contraste y pobreza > Donde la  eclipsa hasta a la enfermedad…,0,0,,,,POVERTY
"Para mi Rajoy es un ser como todos los de mas, que os pensabais que el pp con Rajoy salbaria el país, pensarlo muy bien los políticos son como las marionetas  movidos por hilos de los banqueros y del dinero si no os dais cuenta, seguir votandoles que ya veis lo que se consigue, mientras no se cambie la constitución y los 17 gobiernos el Llamado café para todos, el barco no puede mas, pues la  de agua y el lastre que tenemos que soportar, ara que no Lleguemos a buen puerto, bueno PSOE y PP van de la mano para fastidiar al pueblo, y los que vengan ara lo mismo, y si teneis memoria hace 30 años hasta a qui que a pasado siempre lo mismo.",0,0,,,,GOVERNMENT
"Los recursos les llegan a las mujeres directamente a través de un giro telegráfico de Telecom o de una cuenta de ahorro de BANSEFI; es decir, no hay intermediación de un , de un  en la entrega de recursos; eso es el 80 por ciento del blindaje.",0,0,,,,BUREAUCRACY
"Era un refugiado que, tras haber pasado muchos años en un campo de concentración en el sur de Francia, obtuvo permiso de emigrar a México en el último  del .",0,0,,,,MIGRATION
"> León: Diputados del PRI y  coincidieron en la necesidad de crear un ombusman de la información en Guanajuato, para  los derechos de los ciudadanos de acceder a la información pública.",0,0,,,,ELECTIONS
"Para mi Rajoy es un ser como todos los de mas, que os pensabais que el pp con Rajoy salbaria el país, pensarlo muy bien los políticos son como las marionetas están movidos por hilos de los banqueros y del  si no os dais cuenta, seguir votandoles que ya veis lo que se consigue, mientras no se cambie la constitución y los 17 gobiernos el Llamado café para todos, el barco no puede mas, pues la vía de agua y el  que tenemos que soportar, ara que no Lleguemos a buen puerto, bueno PSOE y PP van de la mano para fastidiar al pueblo, y los que vengan ara lo mismo, y si teneis memoria hace 30 años hasta a qui que a pasado siempre lo mismo.",0,0,,,,MONEY
Comunicado No. 0403 -  DE DESARROLLO RURAL Tamaulipas prepara su ingreso a los mercados mundiales tequileros con la puesta en marcha de su primera planta destiladora de agave cultivado en el  que producirá 4 ...,0,0,,,,GOVERNMENT
"Barrio Terrazas,  del PAN a la Presidencia de la , exgobernador de Chihuahua y secretario de la Contraloría en la gestión de Vicente Fox, se apresta a iniciar su carrera diplomática si es ratificado por la Comisión Permanente.",0,0,,,,GOVERNMENT
La disputa por el : de conservadores y defensores del  a abortar,0,0,,,,DEMOCRACY
"Este fantástico audiolibro que te mostrará como gestionar algo tan valioso como el  para conseguir la  Libertad Financiera, es la segunda parte del de ""Cómo jugar y ganar el Juego del Dinero"" donde encontrarás los siguientes capítulos:",0,0,,,,MONEY
"Para mi Rajoy es un ser como todos los de mas, que os pensabais que el pp con Rajoy salbaria el país, pensarlo muy  los políticos son como las marionetas están movidos por hilos de los banqueros y del dinero si no os dais cuenta, seguir votandoles que ya veis lo que se consigue, mientras no se cambie la constitución y los 17  el Llamado café para todos, el barco no puede mas, pues la vía de agua y el lastre que tenemos que soportar, ara que no Lleguemos a buen puerto, bueno PSOE y PP van de la mano para fastidiar al pueblo, y los que vengan ara lo mismo, y si teneis memoria hace 30 años hasta a qui que a pasado siempre lo mismo.",0,0,,,,GOVERNMENT
"El aire acondicionado de gran utilidad en la  de la  y humedad del aire, tampoco logra erradicar los agentes contaminantes y olores, que por su parte los perfumadores y ambientadores se limitan a ""camuflar"" añadiendo sustancias extrañas al ambiente cuya respirabilidad pueden perjudicar.",0,0,,,,GOVERNMENT
Á mi ver en sus palabras dejó conocer Marta que sus  habían sido algún tanto .,0,0,,,,MENTAL_CONCEPTS
Creo que hay todos los motivosdel mundo para reivindicar el pensamiento de Trotsky: predijo la caída de la  ; predijo la voracidad de un capitalismo que iba a llevar a la destrucción masiva si no se hacían ajustes; dijo que la solución no estaba en un solo país porque esto era una cadena en la que todos estaban implicados.,0,0,,,,BUREAUCRACY
"El Departamento del Tesoro dijo que el pago más grande en la nueva ronda alcanzó un total de 7 mil 580  de dólares, y fue para el PNC Financial Services Group Inc., con sede en .",0,0,,,,WEALTH
> Puebla: El Congreso  foros de consulta para conocer la postura de los poblanos antes de la próxima aprobación de la Ley de Acceso a la Información del .,0,0,,,,GOVERNMENT
"Crear una cultura de rendición de cuentas y contribuir a la transparencia en la gestión de los recursos públicos mediante acciones de fiscalización superior, revisión y auditoría integral de las cuentas y actos relativos a la aplicación de los fondos federales, estatales y municipales en estricto apego a , asegurando que se ejerzan de manera eficiente en los planes y programas para los que fueron autorizados; así como fincar y promover las responsabilidades que procedan; comprometidos con los principios de legalidad, imparcialidad, veracidad, honradez, reserva y .",0,0,,,,DEMOCRACY
"Sin apenas ayudas sociales ni soporte familiar, los niños y jóvenes de la calle representan el rostro más visible de la  en el Distrito Federal, una  de 20 millones de habitantes donde luchan por sobrevivir en medio de la indiferencia.",0,0,,,,POVERTY
"La información es la base de la democracia,  el candidato de la izquierda a la Presidencia de la República, Andrés Manuel López Obrador al convocar a los ciudadanos a no dejarse manipular por la publicidad y la mercadotecnia  que pretende imponer al próximo presidente de México.",0,0,,,,GOVERNMENT
"GarciaFuentes no cuenta los millones de Andaluces que viven en Cataluña porque en su tierra no podían vivir Está claro y lo dice alguno de ustedes con el desmantelamiento y las obstruciones a la industrialización andaluza... no es que NO PODÍAN VIVIR ES QUE NO LES DEJARON VIVIR; puesto que la región andaluza (que en extensión es como Portugal) es riquísima en , pero pobrísima en , todos PELOTILLEROS DEL QUE MANDA EN MADRID; sea Franco o sea el devastador Zapatero.",0,0,,,,GOVERNMENT
"La intolerancia colectiva es una amenaza para el pluralismo, la demovracia y el  del .",0,0,NEUTRAL,0.0,ENSLAVEMENT,DEMOCRACY
En este caso puedes   o acciones de empresas estadounidenses.,0,0,NEGATIVE,2.0,RESOURCE,DEBT
"En términos generales, los abordajes han tomado dos rumbos: o bien la opción ha sido  la  como una lógica de la acción social, o bien como mecanismo institucional para la instauración de un régimen de gobierno.",0,0,,,,DEMOCRACY
SERVICIO DE  DE,0,0,,,,TAXATION
Población   Disminuye  la  en mujeres latinoamericanas: Control Ciudadano,0,0,,,,POVERTY
"En el ínter el Gobierno ha omitido asuntos de la mayor trascendencia en materia de seguridad pública y justicia, a saber, la unificación de la legislación penal (manoseada y no impulsada a fondo hacia nuevos espacios de superación), la ampliación del arbitrio judicial, la instauración del perdón judicial, la revisión a fondo del desorganizado Título Cuarto de la Constitución sobre las Responsabilidades de los Servidores Públicos y Patrimonial del Estado, que ha desdeñado el  autor de las  constitucionales a que me vengo refiriendo.",0,0,,,,GOVERNMENT
"Por lo demás, lamentable que salgan para acabar gritando consignas asesinas para gente que ejerce su  a la libertad religiosa.El Islam es como el pene...esta bien tenerlo pero que  te lo metan por la fuerza, crees que se atreverian esos mismos, te haria gracia?",0,0,,,,DEMOCRACY
"Dada la gravedad que ya alcanza el problema de la obesidad en México, el asesor de la Unidad de Salud Pública del IMSS hace una invitación para que los derechohabientes acudan a sus clínicas y se sometan a estudios que  si están en  de desarrollar sobrepeso y diabetes.",0,0,,,,GOVERNMENT
"Marisol Córdoba | Publicado el Jueves, 20 de Junio de 2013 22:19 El pleno del Consejo General del Instituto Electoral del Estado (IEE) exoneró por unanimidad  al consejero presidente, Armando Guerrero Ramírez, por  lo que desechó por infundada la solicitud de remoción hecha por la  -PVEM en su contra por considerar que puso en peligro la legitimidad del organismo electoral ante su idea de transferir votos de un candidato a otro. De la misma manera desecharon la queja contra la consejera Olga Lazcano, que también fue puesto por el PRI acusándola de parcialidad.",0,0,,,,ELECTIONS
¿ los  vehiculares que puedes realizar en las instalaciones de AMDA?,0,0,,,,BUREAUCRACY
"El simposio tiene el fin de apoyar a los Estados miembros en su búsqueda de fortalecer la capacidad institucional de los ministerios que planifican e  los  para la educación primaria, explicó la Directora del Departamento de Educación y Cultura de la OEA , Lenore Yaffee García.",0,0,,,,GOVERNMENT
"Se requiere de un Proyecto Político Sindical que nos aleje de reproducir un sindicalismo alienante, propatronal y distante de los intereses y necesidades de los agremiados,  con ello el , la corrupción y la posibilidad de la coptación o traición de los representantes, prácticas propias de las estructuras del sistema.",0,0,,,,BUREAUCRACY
Para toda recogida de datos se necesita cierto grado de teoría… para  cualquier  se precisan algunos datos.,0,0,,,,GOVERNMENT
El uso de este sitio web implica la aceptación de los Términos y Condiciones y las  de Privacidad de MercadoLibre S.A. de,0,0,,,,GOVERNMENT
"Las  de dictamen legislativo y la de  de la Contaduría Mayor de Hacienda, se constituyen con carácter definitivo y funcionan para toda una legislatura; sus integrantes durarán en el cargo tres años.",0,0,,,,TAXATION
"· Mientras que en los municipios no indígenas se encuentran niveles de uso de  de  de la fecundidad superiores a 60 o 70 por ciento de las mujeres unidas en edad fértil, en los municipios indígenas la proporción es de alrededor de 45 por ciento.",0,0,,,,GOVERNMENT
Lo anterior no cubre toda la responsabilidad que cada ordinario tiene de  la  de su Clero.,0,0,,,,WELFARE
Diviertete ayudando a la pequeña barbie a  sus  para la fiesta de llegada de verano.,0,0,,,,ELECTIONS
"Presencia Ciudadana está promoviendo dos iniciativas para que en la coyuntura de las campañas a la Presidencia de la  y a la Jefatura del Gobierno del DF los grupos e individuos representantes de la sociedad civil (academia, organizaciones sociales, grupos de vecinos, etc.) tengamos una incidencia real en las  electorales, en los programas de gobierno y en las políticas públicas de los dos niveles de gobierno.",0,0,,,,DEMOCRACY
"Respecto al nivel de los ríos, apuntó que los principales afluentes de la región cuentan con suficiente capacidad de almacenamiento, tales como el Grijalva con 91 centímetros y el Carrizal con 1.76 metros por debajo de su escala critica, en tanto que el Samaria cuenta con 1.04 metros de  de .",0,0,NEUTRAL,0.0,ENERGY,GOVERNMENT
"Marisol Córdoba | Publicado el Jueves, 20 de Junio de 2013 22:19 El pleno del Consejo General del Instituto Electoral del Estado (IEE) exoneró por unanimidad  al consejero presidente, Armando Guerrero Ramírez, por  lo que desechó por infundada la solicitud de remoción hecha por la coalición  en su contra por considerar que puso en peligro la legitimidad del organismo electoral ante su idea de transferir votos de un candidato a otro. De la misma manera desecharon la queja contra la consejera Olga Lazcano, que también fue puesto por el  acusándola de parcialidad.",0,0,,,,ELECTIONS
"También le puede interesar: ESTADOS Piden en Aguascalientes evitar denuncias electorales mediáticas MEXICO Celebra PRD acuerdos de pacto para procesar denuncias electorales ESTADOS Convierten oficinas de PGR en   en Tamaulipas MEXICO Instalan gobierno y partidos mesa para analizar denuncias electorales JUSTICIA Investiga la Fepade presuntos delitos electorales en Veracruz Contacto Como anunciarse Trabaja con Nosotros Página de Inicio Volver Arriba Política de Privacidad - Términos y Condiciones© 2013 - Diario Rotativo, Querétaro, México.",0,0,,,,ELECTIONS
Apoya el Plan de Ayutla y es un  defensor de la  de 1857.,0,0,,,,GOVERNMENT
"- El Citigroup considera que podría rebotar de una manera espectacular y alcanzar los u$s 2.000 por onza a finales de 2009, como consecuencia de las medidas extremas que están  los .",0,0,,,,GOVERNMENT
"Por lo visto preferis que siga  el PSOE, con eso de irse Zapatero no os dais cuenta que queda toda la camarilla que le ha seguido docilmente y pensais que  van a seguir con la misma nefasta política que la actual, Seguiran despilfarrando el dinero del contribuyente en favor de las autonomias de izquierdas y enchufando a sus amigotes y familiares.",0,0,,,,GOVERNMENT
Comunicado No. 0205 - SECRETARIA GENERAL DE GOBIERNO Para hacer más eficiente la  que por disposición de ley las autoridades  y municipales pueden brindar a los órganos electorales y ...,0,0,,,,GOVERNMENT
"* Es quizás más afortunado disfrutar coleccionando caracolas que el haber nacido millonario. (Robert Louis Stevenson) * Pocos hombres ricos poseen sus ; son sus propiedades las que les poseen a ellos. (Robert G. Ingersoll) * Los hijos de ricos raramente son padres de ricos. (Herbert Kaufman) * La libertad produce , y la riqueza destruye la libertad. (Henry D. Lloyd) * Quiero ser rica pero no quiero hacer lo que hay que hacer para ser rica. (Gertrude Stein) * El hombre es el único animal que cuanto más tiene, más quiere, el único animal que nunca está satisfecho. (Henry George)",0,0,,,,WEALTH
Los pagos más recientes elevan a 187.500  de dólares la cantidad que el gobierno  asignado a comprar acciones bancarias como una forma de impulsar el sistema financiero.,0,0,,,,WEALTH
"come ""soberanía"" monetaria ni le aprovecha que defiendan como perro su patrimonio mandando las tasas de interés a la estratosfera para que Merrill Lynch y George Soros puedan asociarse con el superespeculador llamado Banco de México, con las cuentas malas a nuestro cargo con  interna, impuestos y Fobaproas.",0,0,,,,DEBT
Formular la cuenta anual de  .,0,0,,,,TAXATION
"* Es quizás más afortunado disfrutar coleccionando caracolas que el haber nacido millonario. (Robert Louis Stevenson) * Pocos hombres ricos poseen sus propiedades; son sus propiedades las que les poseen a ellos. (Robert G. Ingersoll) * Los hijos de ricos raramente son padres de . (Herbert Kaufman) * La libertad produce riqueza, y la riqueza destruye la libertad. (Henry D. Lloyd) * Quiero ser rica pero no quiero hacer lo que hay que hacer para ser rica. (Gertrude Stein) * El  es el único animal que cuanto más tiene, más quiere, el único animal que nunca está satisfecho. (Henry George)",0,0,,,,WEALTH
de la administración pública del municipio de calvillo.,0,0,,,,GOVERNMENT
"Presencia Ciudadana está promoviendo dos iniciativas para que en la coyuntura de las campañas a la Presidencia de la  y a la Jefatura del Gobierno del DF los grupos e individuos representantes de la sociedad civil (academia,  sociales, grupos de vecinos, etc.) tengamos una incidencia real en las propuestas electorales, en los programas de gobierno y en las políticas públicas de los dos niveles de gobierno.",0,0,,,,DEMOCRACY
"> Baja California: Con la finalidad de complementar la iniciativa que presentó en  pasado, la fracción parlamentaria del PRI redactó un anexo para implantar medidas de sanción administrativa contra los  que no cumplan con la Ley de Acceso a la Información en el estado.",0,0,,,,BUREAUCRACY
"""Si México, en esta coyuntura, tiene   contracíclicas, si está cayendo mucho la demanda mundial y tiene recursos fiscales porque ahorró en los últimos años, éste es el momento de gastar"", subrayó el funcionario.",0,0,,,,TAXATION
"De acuerdo con el órgano , los ciudadanos que requieran reponer su credencial para votar con fotografía y no necesiten cambiar ningún  personal ni domicilio tienen hasta fin de mes para hacer el trámite.",0,0,,,,ELECTIONS
"Marisol Córdoba | Publicado el Jueves, 20 de Junio de 2013 22:19 El pleno del Consejo General del Instituto Electoral del Estado (IEE) exoneró por unanimidad  al consejero presidente, Armando Guerrero Ramírez, por  lo que  por infundada la solicitud de remoción hecha por la coalición -PVEM en su contra por considerar que puso en peligro la legitimidad del organismo electoral ante su idea de transferir votos de un candidato a otro. De la misma manera desecharon la queja contra la consejera Olga Lazcano, que también fue puesto por el PRI acusándola de parcialidad.",0,0,,,,ELECTIONS
Así como doña Rosa hay muchas amas de casa  que tienen que  meticulosamente el dinero que destinan para la alimentación.,0,0,,,,BUREAUCRACY
"* Es quizás más afortunado disfrutar coleccionando caracolas que el haber nacido millonario. (Robert Louis Stevenson) * Pocos hombres ricos poseen sus propiedades; son sus propiedades las que les poseen a ellos. (Robert G. Ingersoll) * Los hijos de ricos raramente son padres de ricos. (Herbert Kaufman) * La libertad produce riqueza, y la riqueza destruye la libertad. (Henry D. Lloyd) * Quiero ser rica pero no quiero hacer lo que  que hacer para ser . (Gertrude Stein) * El hombre es el único animal que cuanto más tiene, más quiere, el único animal que nunca está satisfecho. (Henry George)",0,0,,,,WEALTH
"Por eso  en parte, porque es verdad lo que dice y parte del precio de la factura es culpa de la populista pero poco realista  energética del PSOE.",0,0,,,,GOVERNMENT
"Por lo visto preferis que siga gobernando el PSOE, con eso de irse Zapatero no os dais cuenta que queda toda la camarilla que le ha  docilmente y pensais que no van a seguir con la misma nefasta política que la actual, Seguiran despilfarrando el  del contribuyente en favor de las autonomias de izquierdas y enchufando a sus amigotes y familiares.",0,0,,,,MONEY
"La CND fincó  de  y reivindicación en la gente, pero yo siento que la gente esperaba más, tiene ganas de luchar, pero la CND no da para mucho, porque hay un partido que tiene un interés parlamentario y que busca mantenerse para no perder prerrogativas, es una forma de vida que les da para negociar.",0,0,,,,MENTAL_CONCEPTS
Participa en el : ¿Es el  electrónico una forma de hacer más transparentes y accesibles los procesos gubernamentales?,0,0,,,,GOVERNMENT
"Para mi Rajoy es un ser como todos los de mas, que os pensabais que el pp con Rajoy salbaria el país, pensarlo muy bien los políticos son como las marionetas  movidos por hilos de los banqueros y del dinero si no os dais cuenta, seguir votandoles que ya veis lo que se consigue, mientras no se cambie la constitución y los 17 gobiernos el Llamado café para todos, el barco no puede mas, pues la vía de agua y el  que tenemos que soportar, ara que no Lleguemos a buen puerto, bueno PSOE y PP van de la mano para fastidiar al pueblo, y los que vengan ara lo mismo, y si teneis memoria hace 30 años hasta a qui que a pasado siempre lo mismo.",0,0,,,,GOVERNMENT
"Presencia Ciudadana está promoviendo dos iniciativas para que en la coyuntura de las campañas a la Presidencia de la República y a la Jefatura del Gobierno del DF los grupos e individuos representantes de la  civil (academia, organizaciones sociales, grupos de vecinos, etc.) tengamos una incidencia real en las propuestas electorales, en los programas de  y en las políticas públicas de los dos niveles de gobierno.",0,0,,,,GOVERNMENT
"""Si hay alguien ahí que todavía dude de que Estados Unidos es un lugar donde todo es posible; que todavía se pregunte si el sueño de nuestros fundadores está vivo en nuestros tiempos; que todavía cuestione el  de nuestra , esta noche tiene una respuesta"", dijo Obama en sus primeras declaraciones públicas tras ganar las elecciones.",0,0,POSITIVE,1.0,ENERGY,DEMOCRACY
"Costos de reproducción y certificación de documentación e información pública gubernamental y tarifas postales a que se refiere la Ley de Transparencia, autorizados por la Secretaría de Hacienda y Crédito Público mediante  349-A-0019, para el ejercicio  2007.",0,0,,,,TAXATION
"> Monterrey: De acuerdo con el proyecto de dictamen de la Ley de Acceso a la Información Pública que analiza la Comisión de Legislación del Congreso , a partir del 2 de enero de 2003 los ciudadanos de Nuevo León obtendrán cualquier dato de los poderes Ejecutivo, Legislativo y Judicial del  y los municipios.",0,0,,,,GOVERNMENT
"* Es quizás más afortunado disfrutar coleccionando caracolas que el haber nacido . (Robert Louis Stevenson) * Pocos hombres ricos poseen sus propiedades; son sus propiedades las que les poseen a ellos. (Robert G. Ingersoll) * Los hijos de ricos raramente son padres de ricos. (Herbert Kaufman) * La libertad produce riqueza, y la riqueza destruye la libertad. (Henry D. Lloyd) * Quiero ser rica pero no quiero  lo que hay que hacer para ser rica. (Gertrude Stein) * El hombre es el único animal que cuanto más tiene, más quiere, el único animal que nunca está satisfecho. (Henry George)",0,0,,,,WEALTH
"Gracias a los milagros tecnológicos logramos acortar distancias entre Valencia y Ciudad de México y así comunicarnos con JJ Rendón, quien desde hace casi cuatro años se encuentra en tierras aztecas  su  de una forma tan destacada que le ha merecido el mote de 'Gurú' de las estrategias políticas.",0,0,,,,GOVERNMENT
"La pobreza es un crimen social en México: Moreira El presidente electo del  nacional, Humberto Moreira, dijo que el país vive una situación crítica  a la pobreza.",0,0,,,,ELECTIONS
"Mucho  tendré en dictar cuantas disposiciones legales sean convenientes para favorecer los intereses locales de Oaxaca; pero no puedo ni debo, como usted comprenderá, adoptar ninguna medida que perjudique a los demás , pues todos tienen igual derecho a la protección del gobierno, cuyos actos deben estar basados en la más estricta imparcialidad.",0,0,,,,GOVERNMENT
"No tenemos una socialdemocracia, pero tampoco tenemos una derecha-liberal con sentido de País y a los hechos me remito de las incongruencias entre los fines con los Partidos con los que se pacta y cuyos intereses son como si un pirómano del  hiciera una coalición, por intereses de Poder, con el Estado de .",0,0,,,,GOVERNMENT
"Faltando dos semanas para  , Diana Alanís López asistió a la despedida de soltera que se realizó en el restaurante Los Panchos, el jueves 9 de enero por la tarde.",0,0,,,,MARRIAGE
Nava Vázquez negó que como abogado de Pemex impidiera que esa empresa cobrara varias cartas de crédito ni que la paraestatal renunciara a   de cobro de las garantías emitidas por el consorcio Conproca; “antes bien mantuvo en todo momento sus derechos de cobro” sobre éstas.,0,0,,,,DEMOCRACY
"De conformidad con la reforma al artículo 139 del Código Fiscal de la Federación publicada en el Diario Oficial de la Federación el 5 de enero de 2004, las notificaciones por estrados se harán fijando durante quince días consecutivos el documento que se pretenda notificar en un sitio abierto al público de las oficinas de la autoridad que  la notificación y publicando el documento citado, durante el mismo plazo, en la página electrónica que al efecto establezcan las  fiscales.",0,0,,,,GOVERNMENT
"Obtener la constancia de inscripción, registro del padrón estatal de contribuyentes y clave de acceso al módulo para pago de cuota fija,  de Pequeños .",0,0,,,,TAXATION
"Cierto, sería bueno que se  la  por el mundo islámico y habría que alentar que ocurriera así.",0,0,,,,DEMOCRACY
"Por lo visto preferis que siga gobernando el PSOE, con eso de irse  no os dais cuenta que queda toda la camarilla que le ha seguido docilmente y pensais que no van a seguir con la misma nefasta política que la actual, Seguiran despilfarrando el dinero del contribuyente en favor de las autonomias de  y enchufando a sus amigotes y familiares.",0,0,,,,GOVERNMENT
"Ello, luego de que el Presidente norteamericano, George W. Bush, firmó la ley que criminaliza la estadía indocumentada y  la  de un muro en la frontera con México.",0,0,,,,GOVERNMENT
"Obtener la constancia de inscripción, registro del padrón  de contribuyentes y clave de acceso al módulo para pago de cuota , Régimen de Pequeños Contribuyentes.",0,0,,,,GOVERNMENT
"Se afirma que desde la cárcel, Caro Quintero seguía utilizando a miembros de su familia y de ‘figuras de paja’ para invertir su  en empresas aparentemente legítimas y proyectos inmobiliarios, entre los cuales se encontraban Grupo Fracsa y Dbardi SA de CV, empresa de desarrollo inmobiliario; Grupo Constructor Segundo Milenio SA de CV; el restaurante bar Barbaresco y el spa , esto según la Oficina de Control de Activos Extranjeros de Estados Unidos (OFAC, por sus siglas en inglés).",0,0,,,,WEALTH
Haití era la referencia obligada para  la  y la debilidad de las instituciones políticas.,0,0,,,,POVERTY
